Competition,Country,Home Team,Home Score,Away Team,Away Score,Date
Friendlies,World,Australia,1,New Zealand,0,2022-09-22
Friendlies,World,Comoros,0,Tunisia,1,2022-09-22
Friendlies,World,Venezuela,0,Iceland,1,2022-09-22
Friendlies,World,Suriname,2,Nicaragua,1,2022-09-22
UEFA Nations League,Europe,Kazakhstan,2,Belarus,1,2022-09-22
UEFA Nations League,Europe,Lithuania,1,Faroe Islands,1,2022-09-22
UEFA Nations League,Europe,Slovakia,1,Azerbaijan,2,2022-09-22
UEFA Nations League,Europe,Türkiye,3,Luxembourg,3,2022-09-22
UEFA Nations League,Europe,Latvia,1,Moldova,2,2022-09-22
UEFA Nations League,Europe,Liechtenstein,0,Andorra,2,2022-09-22
UEFA Nations League,Europe,Belgium,2,Wales,1,2022-09-22
UEFA Nations League,Europe,Croatia,2,Denmark,1,2022-09-22
UEFA Nations League,Europe,France,2,Austria,0,2022-09-22
UEFA Nations League,Europe,Poland,0,Netherlands,2,2022-09-22
Primera A,Colombia,Equidad,2,Pasto,3,2022-09-22
Primera A,Colombia,América,0,Dep. Tolima,0,2022-09-22
Primera A,Colombia,Junior,0,Millonarios,1,2022-09-22
Primera A,Colombia,Patriotas,0,Petrolera,0,2022-09-22
Torneo Federal A,Argentina,Juv Antoniana,1,Gimnasia Tiro,1,2022-09-22
Serie B,Brazil,Cruzeiro,3,Vasco,0,2022-09-22
Primera División,Costa Rica,Guadalupe,2,San Carlos,1,2022-09-22
Primera División,Costa Rica,Alajuelense,1,Pérez Zeledón,0,2022-09-22
Primera División,Costa Rica,Guápiles,0,Saprissa,1,2022-09-22
Primera Division,El Salvador,Dragón,0,Chalatenango,1,2022-09-22
Primera Division,El Salvador,Firpo,1,Águila,1,2022-09-22
Primera Division,El Salvador,Platense,0,Jocoro,0,2022-09-22
Primera Division,El Salvador,Alianza,3,Marte,0,2022-09-22
Primera Division,El Salvador,Isidro,3,Santa Tecla,1,2022-09-22
Premier League Cup,England,Peterborough,2,Blackburn,3,2022-09-22
Toto Cup Ligat Al,Israel,Beitar,1,H Jerusalem,0,2022-09-22
Liga de Expansión MX,Mexico,Celaya,2,Alebrijes,0,2022-09-22
Liga de Expansión MX,Mexico,La Paz,6,Pumas Tabasco,1,2022-09-22
Liga de Expansión MX,Mexico,Cimarrones,5,Durango,0,2022-09-22
Liga de Expansión MX,Mexico,Dorados,4,Mineros,1,2022-09-22
Primera División,Peru,Alianza Lima,2,Melgar,0,2022-09-22
Premier Division,Republic of Ireland,Shelbourne,0,Shamrock,0,2022-09-22
Challenge Cup,Scotland,Morton,1,Ayr Utd,1,2022-09-22
Challenge Cup,Scotland,Queen South,4,Edinburgh City,0,2022-09-22
Thai League 2,Thailand,Kasetsart,1,Ranong,1,2022-09-22
USL Championship,USA,Loudoun Utd,3,Hartford Ath,0,2022-09-22
USL Championship,USA,New York RB II,0,Detroit City,0,2022-09-22
USL Championship,USA,Monterey Bay,3,Phoenix Rising,3,2022-09-22
USL League One,USA,Hailstorm,2,Union Omaha,1,2022-09-22
USL League One,USA,Central Valley,3,Forward,0,2022-09-22
NWSL,USA,Gotham FC,0,Reign,1,2022-09-22
NWSL,USA,Pride,0,Courage,3,2022-09-22
NWSL,USA,Thorns,3,Racing Lou,0,2022-09-22
NWSL,USA,Angel City,2,Spirit,1,2022-09-22
King's Cup,World,Trinidad,1,Tajikistan,2,2022-09-22
King's Cup,World,Thailand,1,Malaysia,1,2022-09-22
U21 National Team Friendlies,World,Italy,0,England,2,2022-09-22
U20 National Team Friendlies,World,USA,,Peru,,2022-09-22
