Competition,Country,Home Team,Home Score,Away Team,Away Score,Date
Friendlies,World,Trinidad,1,Guatemala,0,2023-06-12
Friendlies,World,Chile,3,Cuba,0,2023-06-12
Friendlies,World,Germany,3,Ukraine,3,2023-06-12
Friendlies,World,Kuwait,3,Zambia,0,2023-06-12
Friendlies,World,Morocco,0,Cabo Verde,0,2023-06-12
MLS,USA,Portland,1,Dallas,0,2023-06-12
Serie A,Brazil,Flamengo,3,Grêmio,0,2023-06-12
Serie A,Brazil,Goiás,2,Fluminense,2,2023-06-12
Liga Profesional Argentina,Argentina,NOB,1,Unión,1,2023-06-12
Liga Profesional Argentina,Argentina,San Lorenzo,0,Córdoba SdE,0,2023-06-12
Primera A,Colombia,Boyacá Chicó,2,Millonarios,1,2023-06-12
Torneo Federal A,Argentina,S Resistencia,1,SM Formosa,0,2023-06-12
Prim B Metro,Argentina,Merlo,1,Urquiza,0,2023-06-12
Victoria NPL Women,Australia,Bulleen,2,Heidelberg,0,2023-06-12
Primera División,Bolivia,O. Petrolero,1,Libertad,1,2023-06-12
Serie B,Brazil,Vitória,0,Criciúma,1,2023-06-12
Serie B,Brazil,Juventude,1,Tombense,2,2023-06-12
Serie C,Brazil,América RN,2,Brusque,1,2023-06-12
Serie C,Brazil,Erechim,1,São José RS,0,2023-06-12
Serie C,Brazil,Floresta,0,Altos,0,2023-06-12
Serie D,Brazil,Humaitá,1,São Raimundo R,0,2023-06-12
Serie D,Brazil,Cruzeiro,0,Bahia de Feira,0,2023-06-12
Canadian Premier League,Canada,Cavalry,3,Vancouver FC,1,2023-06-12
Primera B,Colombia,Cartagena,0,Fortaleza,1,2023-06-12
Primera B,Colombia,Llaneros,2,Quindío,0,2023-06-12
Liga Pro,Ecuador,Orense,0,Ind. del Valle,2,2023-06-12
2. Division,Norway,Godset II,5,Gjøvik-Lyn,1,2023-06-12
2. Division,Norway,Kjelsås,2,Vålerenga II,1,2023-06-12
Division Profesional,Paraguay,Olimpia,4,Resistencia,1,2023-06-12
Primera División,Peru,Sport Huancayo,1,Universitario,0,2023-06-12
Ettan,Sweden,Stocksund,0,Täby,2,2023-06-12
Svenska Cupen,Sweden,Laholm,1,Hässleholm,2,2023-06-12
Damallsvenskan,Sweden,Norrköping,0,Kristianstad,2,2023-06-12
3. Lig,Turkey,Bld Derince,1,52 Orduspor,1,2023-06-12
MLS Next Pro,USA,Inter Miami II,1,TFC II,1,2023-06-12
MLS Next Pro,USA,Orlando City B,4,Cincinnati II,0,2023-06-12
MLS Next Pro,USA,Huntsville,4,St. Louis II,2,2023-06-12
MLS Next Pro,USA,MNUFC2,1,Houston II,4,2023-06-12
MLS Next Pro,USA,NYCFC II,3,New York RB II,1,2023-06-12
MLS Next Pro,USA,Earthquakes II,1,Tacoma Def.,1,2023-06-12
MLS Next Pro,USA,LAFC II,0,Rapids II,1,2023-06-12
MLS Next Pro,USA,New England II,2,Chicago Fire,2,2023-06-12
NWSL,USA,Dash,1,Gotham FC,1,2023-06-12
NWSL,USA,Pride,3,Thorns,1,2023-06-12
FIFA U20 World Cup,World,Uruguay,1,Italy,0,2023-06-12
Tournoi Maurice Revello,World,Mexico,0,Australia,2,2023-06-12
Tournoi Maurice Revello,World,Méditerranée,1,Qatar,0,2023-06-12
