Competition,Country,Home Team,Home Score,Away Team,Away Score,Date
FIFA Club World Cup,World,Ahly,3,Auckland,0,2023-02-01
League Cup,England,Man Utd,2,Nottm Forest,0,2023-02-01
La Liga,Spain,Betis,1,Barcelona,2,2023-02-01
Ligue 1,France,Angers,1,Ajaccio,2,2023-02-01
Ligue 1,France,Lille,0,Clermont,0,2023-02-01
Ligue 1,France,Nantes,0,Marseille,2,2023-02-01
Ligue 1,France,Reims,4,Lorient,2,2023-02-01
Ligue 1,France,Toulouse,4,Troyes,1,2023-02-01
Ligue 1,France,Lens,0,Nice,1,2023-02-01
Ligue 1,France,Lyon,0,Brest,0,2023-02-01
Ligue 1,France,Monaco,3,Auxerre,2,2023-02-01
Ligue 1,France,Montpellier,1,PSG,3,2023-02-01
Ligue 1,France,Rennes,3,Strasbourg,0,2023-02-01
Eredivisie,Netherlands,Waalwijk,3,Go Ahead,1,2023-02-01
Süper Lig,Turkey,Gaziantep,4,Hatay,1,2023-02-01
Süper Lig,Turkey,Kasımpaşa,5,Giresun,1,2023-02-01
Süper Lig,Turkey,Galatasaray,3,Ümraniye,2,2023-02-01
Süper Lig,Turkey,Trabzonspor,2,Antalyaspor,0,2023-02-01
Premiership,Scotland,Aberdeen,1,St. Mirren,3,2023-02-01
Premiership,Scotland,Celtic,3,Livingston,0,2023-02-01
Premiership,Scotland,Hearts,0,Rangers,3,2023-02-01
Premiership,Scotland,Kilmarnock,1,Dundee Utd,0,2023-02-01
Premiership,Scotland,Motherwell,0,St. Johnstone,2,2023-02-01
First Division A,Belgium,Eupen,1,Genk,1,2023-02-01
Primeira Liga,Portugal,Arouca,0,Benfica,3,2023-02-01
Primeira Liga,Portugal,Marítimo,0,Porto,2,2023-02-01
DFB Pokal,Germany,Leipzig,3,Hoffenheim,1,2023-02-01
DFB Pokal,Germany,Mainz 05,0,Bayern München,4,2023-02-01
Coppa Italia,Italy,Fiorentina,2,Torino,1,2023-02-01
Coppa Italia,Italy,Roma,1,Cremonese,2,2023-02-01
Primera A,Colombia,Boyacá Chicó,1,Jaguares,0,2023-02-01
Primera A,Colombia,América,4,Magdalena,0,2023-02-01
Ekstraklasa,Poland,Miedź,2,Lech,2,2023-02-01
League One,England,Oxford,1,Barnsley,2,2023-02-01
Challenger Pro League,Belgium,Club Brugge II,1,Lierse K,0,2023-02-01
Cup,Belgium,R. Union SG,1,Antwerp,0,2023-02-01
Carioca Série A,Brazil,Audax Angra,0,Bangu,0,2023-02-01
Paranaense 1,Brazil,Foz Iguaçu,2,Independente,5,2023-02-01
Cearense 1,Brazil,Ferroviário,1,Ceará,1,2023-02-01
Cearense 1,Brazil,Maracanã,1,Iguatu,1,2023-02-01
Goiano 1,Brazil,Inhumas,0,Goiás,1,2023-02-01
Goiano 1,Brazil,Iporá,2,Goianésia,1,2023-02-01
Baiano 1,Brazil,Juazeirense,0,Bahia de Feira,0,2023-02-01
Alagoano 1,Brazil,ASA,1,CRB,2,2023-02-01
Piauiense,Brazil,Comercial PI,0,Ríver,4,2023-02-01
Piauiense,Brazil,Corí-Sabbá,1,Parnahyba,1,2023-02-01
Paulista A2,Brazil,Juventus,0,São Caetano,1,2023-02-01
Paulista A2,Brazil,Primavera,2,XV Piracicaba,2,2023-02-01
Paulista A2,Brazil,Rio Claro,2,Monte Azul,2,2023-02-01
Paulista A3,Brazil,Desp. Brasil,1,Grêmio Pr,1,2023-02-01
Paulista A3,Brazil,Matonense,0,Sertãozinho,1,2023-02-01
Paulista A3,Brazil,Rio Preto,1,Itapirense,1,2023-02-01
Paulista A3,Brazil,São Bernardo,1,Votuporanguens,0,2023-02-01
Primera División,Costa Rica,Grecia,1,Herediano,1,2023-02-01
Cup,Czech Republic,Dynamo CB,2,Králové,0,2023-02-01
Premier League International Cup,Europe,Blackburn,3,Celtic,1,2023-02-01
Premier League International Cup,Europe,Fulham,2,Wolfsburg,2,2023-02-01
Premier League International Cup,Europe,Liverpool,2,Hertha BSC,3,2023-02-01
Premier League International Cup,Europe,Stoke,1,Dinamo Zagreb,3,2023-02-01
Regionalliga,Germany,Werder II,1,Phönix Lübeck,2,2023-02-01
Liga Nacional,Guatemala,Guastatoya,4,Malacateco,0,2023-02-01
Liga Nacional,Guatemala,Santa Lucía,0,Xinabajul,1,2023-02-01
Liga Nacional,Guatemala,Iztapa,2,Municipal,2,2023-02-01
NB I,Hungary,Paks,1,Ferencváros,3,2023-02-01
Magyar Kupa,Hungary,MTK,0,Mezőkövesd,2,2023-02-01
I-League,India,Kenkre,3,Punjab FC,3,2023-02-01
Persian Gulf Pro League,Iran,Tractor,1,Foolad,0,2023-02-01
Persian Gulf Pro League,Iran,Malavan,1,Nassaji,0,2023-02-01
Persian Gulf Pro League,Iran,Sepahan,4,Gol Gohar,1,2023-02-01
Persian Gulf Pro League,Iran,Persepolis,0,Aluminium Arak,0,2023-02-01
State Cup,Israel,Hapoel Afula,0,Beitar,4,2023-02-01
State Cup,Israel,Maccabi TA,4,M Petah Tikva,0,2023-02-01
Serie C,Italy,Pordenone,1,Renate,1,2023-02-01
Serie C,Italy,Giugliano,2,Messina,2,2023-02-01
Serie C,Italy,Monterosi,0,Pescara,0,2023-02-01
Serie C,Italy,Potenza,2,Avellino,4,2023-02-01
Serie C,Italy,FeralpiSalò,0,Calcio Padova,0,2023-02-01
Serie C,Italy,Lecco,2,AlbinoLeffe,1,2023-02-01
Serie C,Italy,Pergolettese,0,Juventus II,1,2023-02-01
Serie C,Italy,Piacenza,0,Sangiuliano,2,2023-02-01
Serie C,Italy,Pro Sesto,1,Mantova,0,2023-02-01
Serie C,Italy,Pro Vercelli,0,Pro Patria,2,2023-02-01
Serie C,Italy,Trento,1,Arzignano,1,2023-02-01
Serie C,Italy,Vicenza,1,Novara,2,2023-02-01
Serie C,Italy,Virtus Verona,0,Triestina,0,2023-02-01
Serie C,Italy,Catanzaro,1,Turris,0,2023-02-01
Serie C,Italy,Fidelis Andria,0,V. Francavilla,0,2023-02-01
Serie C,Italy,Foggia,2,Taranto,0,2023-02-01
Serie C,Italy,Juve Stabia,1,Crotone,2,2023-02-01
Serie C,Italy,Latina,1,Viterbese,0,2023-02-01
Premier League,Malta,Sirens,3,Valletta,3,2023-02-01
Liga de Expansión MX,Mexico,Durango,4,Cancún,3,2023-02-01
Liga de Expansión MX,Mexico,Atlante,3,Mineros,0,2023-02-01
Liga de Expansión MX,Mexico,Dorados,1,Pumas Tabasco,2,2023-02-01
NPFL,Nigeria,Abia,1,Tornadoes,0,2023-02-01
NPFL,Nigeria,Bayelsa Utd,1,Doma United,1,2023-02-01
NPFL,Nigeria,Enugu,1,Dakkada,0,2023-02-01
NPFL,Nigeria,Gombe Utd,2,Shooting Stars,1,2023-02-01
NPFL,Nigeria,Kwara Utd,2,Akwa Utd,1,2023-02-01
NPFL,Nigeria,Lobi Stars,1,Sunshine,0,2023-02-01
NPFL,Nigeria,Nasarawa Utd,1,Plateau Utd,2,2023-02-01
NPFL,Nigeria,Remo Stars,1,Enyimba,0,2023-02-01
NPFL,Nigeria,Rivers Utd,2,Wikki,0,2023-02-01
NPFL,Nigeria,Warriors,0,Bendel Ins.,1,2023-02-01
Munster Senior League,Republic of Ireland,Rockmount,1,Ringmahon,1,2023-02-01
SWPL 1,Scotland,Rangers,4,Aberdeen,1,2023-02-01
CONMEBOL U20,South America,Brazil,3,Ecuador,1,2023-02-01
CONMEBOL U20,South America,Uruguay,1,Colombia,0,2023-02-01
Primera División Femenina,Spain,Sevilla,1,Huelva,0,2023-02-01
Primera División Femenina,Spain,Valencia,0,Barcelona,4,2023-02-01
Primera División Femenina,Spain,Real Madrid,4,Sociedad,1,2023-02-01
Schweizer Pokal,Switzerland,GC Zürich,3,Basel,5,2023-02-01
