Competition,Country,Home Team,Home Score,Away Team,Away Score,Date
La Liga,Spain,Osasuna,1,Valencia,2,2022-10-07
Bundesliga,Germany,Hoffenheim,1,Bremen,2,2022-10-07
Ligue 1,France,Lyon,1,Toulouse,1,2022-10-07
Championship,England,QPR,2,Reading,1,2022-10-07
Eredivisie,Netherlands,Groningen,2,Waalwijk,3,2022-10-07
A-League Men,Australia,Melbourne City,2,Western United,1,2022-10-07
Süper Lig,Turkey,Gaziantep,1,Demirspor,1,2022-10-07
First Division A,Belgium,Antwerp,2,Sint-Truiden,0,2022-10-07
Serie A,Brazil,Palmeiras,4,Coritiba,0,2022-10-07
Serie A,Brazil,América MG,1,São Paulo,2,2022-10-07
Serie A,Brazil,Avaí,1,Botafogo,2,2022-10-07
Liga Profesional Argentina,Argentina,Huracán,1,Talleres,0,2022-10-07
Liga Profesional Argentina,Argentina,Lanús,0,Argentinos,4,2022-10-07
Primeira Liga,Portugal,Gil Vicente,0,Estoril,1,2022-10-07
Superliga,Denmark,Lyngby,1,Viborg,1,2022-10-07
Primera A,Colombia,Bucaramanga,0,Águilas D,1,2022-10-07
Primera A,Colombia,Atl. Nacional,3,Medellín,2,2022-10-07
Primera División,Uruguay,Maldonado,0,Cerro Largo,1,2022-10-07
Premier League,Ukraine,Veres Rivne,1,FK Metalist,2,2022-10-07
Premier League,Ukraine,Kolos,0,Inhulets',0,2022-10-07
2. Bundesliga,Germany,Bielefeld,1,Karlsruhe,2,2022-10-07
2. Bundesliga,Germany,Regensburg,2,Greuther Fürth,2,2022-10-07
Ekstraklasa,Poland,Stal Mielec,4,Pogoń,2,2022-10-07
Ekstraklasa,Poland,Jagiellonia,1,Wisła Płock,1,2022-10-07
Serie B,Italy,Genoa,0,Cagliari,0,2022-10-07
Super League,Malaysia,Sabah,4,Pulau Pinang,1,2022-10-07
Super League,Malaysia,Melaka Utd,2,Terengganu,4,2022-10-07
Super League,Malaysia,PJ City,0,Selangor,1,2022-10-07
Super League,Malaysia,Sri Pahang,0,Darul Ta'zim,0,2022-10-07
Championship,Scotland,Inverness,1,Partick,0,2022-10-07
Superliga,Albania,Erzeni,0,Egnatia,0,2022-10-07
Superliga,Albania,Tirana,3,Laçi,3,2022-10-07
Superliga,Albania,Vllaznia,1,Partizani,2,2022-10-07
Ligue 1,Algeria,NC Magra,0,RC Arbaâ,0,2022-10-07
Primera Nacional,Argentina,Mitre SdE,0,Alvarado,0,2022-10-07
AFC U17 Asian Cup Qualification,Asia,Cambodia,0,Australia,10,2022-10-07
2. Liga,Austria,Amstetten,0,Lafnitz,1,2022-10-07
2. Liga,Austria,Austria II,1,GAK,1,2022-10-07
2. Liga,Austria,Kapfenberg,0,Rapid II,2,2022-10-07
2. Liga,Austria,Vorwärts,0,St. Pölten,1,2022-10-07
2. Liga,Austria,Dornbirn,2,BW Linz,5,2022-10-07
Premier League,Belarus,Dinamo Brest,4,Dnepr,0,2022-10-07
Challenger Pro League,Belgium,Anderlecht II,3,Virton,1,2022-10-07
Challenger Pro League,Belgium,Dender,0,SK Beveren,3,2022-10-07
Primera División,Bolivia,Blooming,0,Universitario,0,2022-10-07
Primera División,Bolivia,Universitario,2,Independiente,1,2022-10-07
Primera División,Bolivia,Palmaflor,1,Bolívar,1,2022-10-07
First League,Bulgaria,Hebar 1918,3,Lokomotiv Sf,2,2022-10-07
