Competition,Country,Home Team,Home Score,Away Team,Away Score,Date
Premier League,England,Arsenal,3,Tottenham,1,2022-10-01
Premier League,England,Bournemouth,0,Brentford,0,2022-10-01
Premier League,England,Crystal Palace,1,Chelsea,2,2022-10-01
Premier League,England,Fulham,1,Newcastle,4,2022-10-01
Premier League,England,Liverpool,3,Brighton,3,2022-10-01
Premier League,England,Southampton,1,Everton,2,2022-10-01
Premier League,England,West Ham,2,Wolves,0,2022-10-01
La Liga,Spain,Cádiz,0,Villarreal,0,2022-10-01
La Liga,Spain,Getafe,2,Valladolid,3,2022-10-01
La Liga,Spain,Sevilla,0,Atlético,2,2022-10-01
La Liga,Spain,Mallorca,0,Barcelona,1,2022-10-01
Serie A,Italy,Napoli,3,Torino,1,2022-10-01
Serie A,Italy,Inter,1,Roma,2,2022-10-01
Serie A,Italy,Empoli,1,Milan,3,2022-10-01
Bundesliga,Germany,Frankfurt,2,Union Berlin,0,2022-10-01
Bundesliga,Germany,Freiburg,2,Mainz 05,1,2022-10-01
Bundesliga,Germany,Köln,3,Dortmund,2,2022-10-01
Bundesliga,Germany,Leipzig,4,Bochum,0,2022-10-01
Bundesliga,Germany,Wolfsburg,3,Stuttgart,2,2022-10-01
Bundesliga,Germany,Bremen,5,M'gladbach,1,2022-10-01
Ligue 1,France,Strasbourg,1,Rennes,3,2022-10-01
Ligue 1,France,PSG,2,Nice,1,2022-10-01
Championship,England,Blackburn,2,Millwall,1,2022-10-01
Championship,England,Blackpool,0,Norwich,1,2022-10-01
Championship,England,Bristol City,1,QPR,2,2022-10-01
Championship,England,Cardiff,1,Burnley,1,2022-10-01
Championship,England,Coventry,1,Middlesbrough,0,2022-10-01
Championship,England,Reading,3,Huddersfield,1,2022-10-01
Championship,England,Rotherham,0,Wigan,2,2022-10-01
Championship,England,Sheff Utd,1,Birmingham,1,2022-10-01
Championship,England,Sunderland,0,Preston,0,2022-10-01
Championship,England,West Bromwich,2,Swansea,3,2022-10-01
CONMEBOL Sudamericana,South America,São Paulo,0,Ind. del Valle,2,2022-10-01
MLS,USA,Toronto,0,Inter Miami,1,2022-10-01
MLS,USA,New England,2,Atlanta United,1,2022-10-01
MLS,USA,Colorado,1,Dallas,0,2022-10-01
Eredivisie,Netherlands,Cambuur,3,PSV,0,2022-10-01
Eredivisie,Netherlands,Groningen,1,AZ,4,2022-10-01
Eredivisie,Netherlands,Ajax,1,Go Ahead,1,2022-10-01
Eredivisie,Netherlands,Twente,3,Vitesse,0,2022-10-01
Süper Lig,Turkey,Kasımpaşa,1,Gaziantep,0,2022-10-01
Süper Lig,Turkey,Ankaragücü,1,Başakşehir,2,2022-10-01
Süper Lig,Turkey,Kayseri,1,Trabzonspor,2,2022-10-01
Süper Lig,Turkey,Demirspor,0,Galatasaray,0,2022-10-01
Premiership,Scotland,Hearts,0,Rangers,4,2022-10-01
