Competition,Country,Home Team,Home Score,Away Team,Away Score,Date
UEFA Champions League,Europe,Milan,1,Napoli,0,2023-04-12
UEFA Champions League,Europe,Real Madrid,2,Chelsea,0,2023-04-12
Copa do Brasil,Brazil,Botafogo SP,0,Santos,2,2023-04-12
Copa do Brasil,Brazil,Internacional,2,CSA,1,2023-04-12
Copa do Brasil,Brazil,Fortaleza,6,Águia Marabá,1,2023-04-12
Copa do Brasil,Brazil,São Paulo,0,Ituano,0,2023-04-12
Copa do Brasil,Brazil,Nova Iguaçu,1,América MG,2,2023-04-12
Liga Profesional Argentina,Argentina,Argentinos,5,Unión,1,2023-04-12
Liga Profesional Argentina,Argentina,Banfield,0,Def y Justicia,3,2023-04-12
Liga Profesional Argentina,Argentina,Córdoba SdE,1,Lanús,1,2023-04-12
Liga Profesional Argentina,Argentina,Instituto,1,Vélez,0,2023-04-12
Liga Profesional Argentina,Argentina,San Lorenzo,1,Boca Juniors,0,2023-04-12
Concacaf Champions Cup,N/C America,Violette,2,León,1,2023-04-12
Concacaf Champions Cup,N/C America,Los Angeles,3,Whitecaps,0,2023-04-12
Primera A,Colombia,Equidad,4,Once Caldas,1,2023-04-12
Primera A,Colombia,Huila,1,Millonarios,1,2023-04-12
Primera A,Colombia,América,1,Águilas D,3,2023-04-12
Primera A,Colombia,Magdalena,0,Pereira,3,2023-04-12
Premier League,Ukraine,Lviv,1,Shakhtar D,2,2023-04-12
National League,England,Eastleigh,2,Gateshead,5,2023-04-12
Club Friendlies,World,Beşiktaş,2,Atlético,0,2023-04-12
New South Wales NPL Women,Australia,NSW Institute,3,Emerging Jets,2,2023-04-12
Primera División,Bolivia,Libertad,2,Bolívar,0,2023-04-12
Paulista A3,Brazil,Desp. Brasil,1,São José,0,2023-04-12
Paulista A3,Brazil,Matonense,2,Capivariano,2,2023-04-12
Paulista A3,Brazil,São Bernardo,0,Marília,0,2023-04-12
Paulista A3,Brazil,USAC,3,Grêmio Pr,1,2023-04-12
Cup,Croatia,Slaven,0,Hajduk,1,2023-04-12
1. Division,Cyprus,Karmiotissa,2,AEL,0,2023-04-12
1. Division,Cyprus,Anorthosis,2,Akritas,3,2023-04-12
Premier League,Egypt,El Dakhleya,0,Ceramica Cleo,0,2023-04-12
Premier League,Egypt,Ghazl,0,Future,1,2023-04-12
U18 Premier League,England,Spurs,4,Southampton,2,2023-04-12
Cup,Estonia,Tabasalu,2,FC Tallinn,1,2023-04-12
Cup,Estonia,Trans,0,Paide,0,2023-04-12
Super League 2,Greece,Olympiakos II,3,Episkopi,0,2023-04-12
Cup,Greece,Olympiakos,2,AEK,1,2023-04-12
Liga Nacional,Guatemala,Municipal,1,Guastatoya,0,2023-04-12
Liga 1,Indonesia,Bali United,3,PSIS,2,2023-04-12
J2 League,Japan,Fagiano,0,Kumamoto,0,2023-04-12
J2 League,Japan,Fujieda,3,JEF Utd,1,2023-04-12
J2 League,Japan,Júbilo,1,Machida,1,2023-04-12
J2 League,Japan,Oita,3,Renofa,1,2023-04-12
J2 League,Japan,Omiya,0,ThespaKusatsu,1,2023-04-12
J2 League,Japan,Shimizu,1,Vegalta,1,2023-04-12
J2 League,Japan,Tochigi,2,Montedio,1,2023-04-12
J2 League,Japan,Tokushima,0,Mito,2,2023-04-12
J2 League,Japan,Tokyo Verdy,2,Blaublitz,1,2023-04-12
J2 League,Japan,V-Varen,2,Ventforet,1,2023-04-12
J2 League,Japan,Zweigen,3,Iwaki,0,2023-04-12
Liga de Expansión MX,Mexico,Mineros,0,Cimarrones,2,2023-04-12
Liga de Expansión MX,Mexico,Cancún,4,Pumas Tabasco,1,2023-04-12
Liga de Expansión MX,Mexico,Dorados,0,Venados FC,5,2023-04-12
NPFL,Nigeria,Lobi Stars,3,Rivers Utd,2,2023-04-12
Premiership,Northern Ireland,Linfield,1,Glentoran,1,2023-04-12
Division Profesional,Paraguay,Nacional,2,Guaireña,2,2023-04-12
I Liga,Poland,Nieciecza,2,Puszcza,1,2023-04-12
Taça de Portugal,Portugal,Nacional,0,Braga,5,2023-04-12
Highland / Lowland,Scotland,Brechin,5,Fraserburgh,0,2023-04-12
