Competition,Country,Home Team,Home Score,Away Team,Away Score,Date
Friendlies,World,Mexico,2,Guatemala,0,2023-06-08
CONMEBOL Libertadores,South America,Argentinos,2,Liverpool,1,2023-06-08
CONMEBOL Libertadores,South America,Ind. del Valle,3,Corinthians,0,2023-06-08
CONMEBOL Libertadores,South America,Nacional,1,Internacional,1,2023-06-08
CONMEBOL Libertadores,South America,Aucas,0,Ñublense,0,2023-06-08
CONMEBOL Libertadores,South America,Palmeiras,4,Barcelona,2,2023-06-08
CONMEBOL Libertadores,South America,River Plate,2,Fluminense,0,2023-06-08
CONMEBOL Libertadores,South America,The Strongest,1,Sp. Cristal,2,2023-06-08
CONMEBOL Sudamericana,South America,Blooming,1,Audax,2,2023-06-08
CONMEBOL Sudamericana,South America,Estudiantes,1,RB Bragantino,1,2023-06-08
CONMEBOL Sudamericana,South America,Emelec,1,Guaraní,1,2023-06-08
MLS,USA,Dallas,2,St. Louis,0,2023-06-08
MLS,USA,Los Angeles,0,Atlanta United,0,2023-06-08
Eredivisie,Netherlands,Sparta,1,Twente,1,2023-06-08
Bundesliga,Austria,A Lustenau,1,Austria,1,2023-06-08
Serie B,Italy,Cagliari,1,Bari,1,2023-06-08
Super League,Malaysia,PDRM,1,Sabah,0,2023-06-08
Super League,Malaysia,Pulau Pinang,1,Kuala Lumpur,1,2023-06-08
Copa Argentina,Argentina,Vélez,5,Español,1,2023-06-08
Copa Argentina,Argentina,Instituto,2,Riestra,1,2023-06-08
Serie B,Brazil,Novorizontino,1,Guarani,0,2023-06-08
Serie B,Brazil,Sampaio Corrêa,2,Londrina,0,2023-06-08
Serie B,Brazil,Sport,2,Avaí,1,2023-06-08
Serie B,Brazil,CRB,2,Mirassol,0,2023-06-08
Serie B,Brazil,Criciúma,0,Juventude,1,2023-06-08
Serie C,Brazil,Pouso Alegre,1,Confiança,1,2023-06-08
Serie C,Brazil,Operário,0,Paysandu,0,2023-06-08
Serie C,Brazil,São José RS,4,Altos,1,2023-06-08
Serie C,Brazil,Remo,0,América RN,0,2023-06-08
Serie D,Brazil,Athletic,4,Santo André,2,2023-06-08
Serie D,Brazil,Bahia de Feira,3,Falcon,1,2023-06-08
Serie D,Brazil,Camboriú,0,Brasil Pelotas,2,2023-06-08
Serie D,Brazil,Cordino,2,Atlético CE,2,2023-06-08
Serie D,Brazil,Ferroviária,1,CAP,1,2023-06-08
Serie D,Brazil,Hercílio,2,Caxias,2,2023-06-08
Serie D,Brazil,Iguatu,3,Campinense,1,2023-06-08
Serie D,Brazil,Noroeste,0,Resende,1,2023-06-08
Serie D,Brazil,Águia Marabá,1,Nacional AM,1,2023-06-08
Serie D,Brazil,Aimoré,1,Independente,0,2023-06-08
Serie D,Brazil,ASA,0,Alagoinhas,1,2023-06-08
Serie D,Brazil,Ferroviário,6,Parnahyba,0,2023-06-08
Serie D,Brazil,Maringá,0,CRAC,1,2023-06-08
Serie D,Brazil,Nacional,2,Globo,1,2023-06-08
Serie D,Brazil,Novo Hamburgo,1,Concórdia,2,2023-06-08
Serie D,Brazil,Portuguesa,3,Vitória,2,2023-06-08
Serie D,Brazil,São Raimundo R,2,Tuna Luso,2,2023-06-08
Serie D,Brazil,Sergipe,0,Retrô,1,2023-06-08
Serie D,Brazil,XV Piracicaba,1,Cascavel,2,2023-06-08
Serie D,Brazil,Operário,1,Inter Limeira,0,2023-06-08
Serie D,Brazil,Caucaia,0,Maranhão,0,2023-06-08
Canadian Championship,Canada,Whitecaps,2,Montréal,1,2023-06-08
CSL,China PR,Changchun,4,Shenzhen,1,2023-06-08
CSL,China PR,Hainiu,0,Shenhua,1,2023-06-08
CSL,China PR,Rongcheng,0,Tianjin JMT,0,2023-06-08
China U21 League,China PR,Cangzhou,0,Shandong,6,2023-06-08
China U21 League,China PR,Changchun,2,Dalian,0,2023-06-08
China U21 League,China PR,Tianjin JMT,0,Shenhua,2,2023-06-08
Premier League,Egypt,Ismaily,0,Geish,1,2023-06-08
Premier League,Egypt,Aswan,1,Mokawloon,1,2023-06-08
Veikkausliiga,Finland,SJK,2,VPS,1,2023-06-08
Ykkönen,Finland,KPV,1,SalPa,0,2023-06-08
Ykkönen,Finland,TPS,4,KäPa,1,2023-06-08
1. Deild,Iceland,Fjölnir,2,Grótta,2,2023-06-08
1. Deild,Iceland,Njardvík,1,Selfoss,1,2023-06-08
Serie C,Italy,Cesena,0,Lecco,1,2023-06-08
Serie C,Italy,Pescara,2,Foggia,2,2023-06-08
Women's Play-offs 1/2,Italy,Pomigliano,0,Lazio,1,2023-06-08
Segunda División,Spain,Alavés,2,Eibar,0,2023-06-08
Svenska Cupen,Sweden,Trollhättan,4,Ahlafors,3,2023-06-08
Ligue 1,Tunisia,Sfax,1,USBG,0,2023-06-08
1. Lig,Turkey,Pendik,2,Bodrumspor,1,2023-06-08
USL Championship,USA,Charleston,0,Detroit City,0,2023-06-08
USL League One,USA,Red Wolves,2,Forward,0,2023-06-08
USL League One,USA,Hailstorm,2,Richmond,0,2023-06-08
US Open Cup,USA,Legion,0,Inter Miami,1,2023-06-08
US Open Cup,USA,Salt Lake,3,Galaxy,2,2023-06-08
Hybrid Friendlies,World,Qatar,0,Croatia B,1,2023-06-08
FIFA U20 World Cup,World,Uruguay,1,Israel,0,2023-06-08
Tournoi Maurice Revello,World,Saudi Arabia,0,Venezuela,0,2023-06-08
Tournoi Maurice Revello,World,France,3,Costa Rica,1,2023-06-08
