Competition,Country,Home Team,Home Score,Away Team,Away Score,Date
Friendlies,World,El Salvador,0,Honduras,1,2023-03-23
Friendlies,World,New Zealand,0,China PR,0,2023-03-23
Friendlies,World,Iran,1,Russia,1,2023-03-23
Friendlies,World,Hungary,1,Estonia,0,2023-03-23
Primera A,Colombia,Millonarios,2,Pasto,0,2023-03-23
Club Friendlies,World,Fenerbahçe,2,Zenit,2,2023-03-23
Africa Cup of Nations Qualification,Africa,Congo,1,South Sudan,2,2023-03-23
Africa Cup of Nations Qualification,Africa,Ghana,1,Angola,0,2023-03-23
Africa Cup of Nations Qualification,Africa,Zambia,3,Lesotho,1,2023-03-23
Africa Cup of Nations Qualification,Africa,Gabon,1,Sudan,0,2023-03-23
Mineiro 1,Brazil,Caldense,1,CAP,1,2023-03-23
Catarinense 1,Brazil,Hercílio,0,Figueirense,0,2023-03-23
Maranhense 1,Brazil,Moto Club MA,1,Maranhão,1,2023-03-23
Paulista A2,Brazil,Novorizontino,1,Oeste,0,2023-03-23
Paulista A2,Brazil,XV Piracicaba,0,Portuguesa,0,2023-03-23
Copa do Nordeste,Brazil,ABC,3,Fluminense PI,0,2023-03-23
Copa do Nordeste,Brazil,Bahia,3,CRB,0,2023-03-23
Copa do Nordeste,Brazil,Campinense,2,Vitória,1,2023-03-23
Copa do Nordeste,Brazil,Ceará,3,Alagoinhas,1,2023-03-23
Copa do Nordeste,Brazil,CSA,1,Sport,3,2023-03-23
Copa do Nordeste,Brazil,Náutico,3,Ferroviário,2,2023-03-23
Copa do Nordeste,Brazil,Santa Cruz,0,Fortaleza,4,2023-03-23
Copa do Nordeste,Brazil,Sergipe,2,Sampaio Corrêa,2,2023-03-23
Copa Verde,Brazil,Remo,3,São Raimundo R,0,2023-03-23
Copa Verde,Brazil,Cuiabá,1,Vila Nova,1,2023-03-23
Liga Femenina,Colombia,La Equidad,3,Atlético Huila,1,2023-03-23
UEFA European Championship Qualifiers,Europe,Kazakhstan,1,Slovenia,2,2023-03-23
UEFA European Championship Qualifiers,Europe,Bosnia,3,Iceland,0,2023-03-23
UEFA European Championship Qualifiers,Europe,Denmark,3,Finland,1,2023-03-23
UEFA European Championship Qualifiers,Europe,Italy,1,England,2,2023-03-23
UEFA European Championship Qualifiers,Europe,N. Macedonia,2,Malta,1,2023-03-23
UEFA European Championship Qualifiers,Europe,Portugal,4,Liechtenstein,0,2023-03-23
UEFA European Championship Qualifiers,Europe,San Marino,0,N. Ireland,2,2023-03-23
UEFA European Championship Qualifiers,Europe,Slovakia,0,Luxembourg,0,2023-03-23
Liga Nacional,Guatemala,Xelajú,0,Mixco,0,2023-03-23
Liga de Expansión MX,Mexico,Durango,1,Pumas Tabasco,1,2023-03-23
Liga de Expansión MX,Mexico,Raya2,0,Correcaminos,4,2023-03-23
Liga de Expansión MX,Mexico,Venados FC,0,Tapatío,0,2023-03-23
Concacaf Nations League,N/C America,British VI,1,Puerto Rico,3,2023-03-23
Concacaf Nations League,N/C America,Saint Martin,1,St. Kitts,3,2023-03-23
QSL Cup,Qatar,Al Duhail,3,Sadd,1,2023-03-23
QSL Cup,Qatar,Umm Salal,2,Arabi,1,2023-03-23
US Open Cup,USA,El Farolito,3,Inter San Fran,0,2023-03-23
US Open Cup,USA,Appalachian,2,NC Fusion,2,2023-03-23
US Open Cup,USA,CDL II,0,Nona,1,2023-03-23
US Open Cup,USA,Manhattan,2,FC Motown,1,2023-03-23
US Open Cup,USA,Beaman Utd,0,Des Moines,3,2023-03-23
US Open Cup,USA,Chicago House,1,Bavarian,0,2023-03-23
US Open Cup,USA,Tulsa Athl.,1,Toucans,0,2023-03-23
US Open Cup,USA,UDA Soccer,1,Park City,0,2023-03-23
US Open Cup,USA,Project 51O,0,Crossfire Red.,3,2023-03-23
US Open Cup,USA,Ventura,1,Capo,4,2023-03-23
U23 National Team Friendlies,World,New Zealand U23,2,China PR,0,2023-03-23
U18 National Team Friendlies,World,Saudi Arabia,1,Netherlands,5,2023-03-23
