Competition,Country,Home Team,Home Score,Away Team,Away Score,Date
Premier League,England,Liverpool,1,Fulham,0,2023-05-03
Premier League,England,Man City,3,West Ham,0,2023-05-03
La Liga,Spain,Valencia,1,Villarreal,1,2023-05-03
La Liga,Spain,Atlético,5,Cádiz,1,2023-05-03
La Liga,Spain,Getafe,1,Celta Vigo,0,2023-05-03
Serie A,Italy,Atalanta,3,Spezia,2,2023-05-03
Serie A,Italy,Juventus,2,Lecce,1,2023-05-03
Serie A,Italy,Salernitana,3,Fiorentina,3,2023-05-03
Serie A,Italy,Sampdoria,0,Torino,2,2023-05-03
Serie A,Italy,Lazio,2,Sassuolo,0,2023-05-03
Serie A,Italy,Milan,1,Cremonese,1,2023-05-03
Serie A,Italy,Monza,1,Roma,1,2023-05-03
Serie A,Italy,Verona,0,Inter,6,2023-05-03
Ligue 1,France,Brest,2,Nantes,0,2023-05-03
CONMEBOL Libertadores,South America,Liverpool,2,Argentinos,2,2023-05-03
CONMEBOL Libertadores,South America,Ñublense,2,Aucas,1,2023-05-03
CONMEBOL Libertadores,South America,Atl. Nacional,2,Olimpia,2,2023-05-03
CONMEBOL Libertadores,South America,Corinthians,1,Ind. del Valle,2,2023-05-03
CONMEBOL Libertadores,South America,Fluminense,5,River Plate,1,2023-05-03
CONMEBOL Libertadores,South America,Sp. Cristal,1,The Strongest,0,2023-05-03
CONMEBOL Sudamericana,South America,Dep. Tolima,0,São Paulo,0,2023-05-03
CONMEBOL Sudamericana,South America,Huracán,1,Danubio,1,2023-05-03
CONMEBOL Sudamericana,South America,Tacuary,3,O. Petrolero,1,2023-05-03
CONMEBOL Sudamericana,South America,Magallanes,2,César Vallejo,2,2023-05-03
CONMEBOL Sudamericana,South America,RB Bragantino,0,Estudiantes,0,2023-05-03
CONMEBOL Sudamericana,South America,NOB,1,Santos,0,2023-05-03
First Division A,Belgium,R. Union SG,0,Antwerp,2,2023-05-03
Concacaf Champions Cup,N/C America,Los Angeles,3,Philadelphia,0,2023-05-03
DFB Pokal,Germany,Stuttgart,2,Frankfurt,3,2023-05-03
Cup,Turkey,Sivasspor,0,Fenerbahçe,0,2023-05-03
J1 League,Japan,Consadole,0,Kashima,1,2023-05-03
J1 League,Japan,Gamba,1,Cerezo,2,2023-05-03
J1 League,Japan,Kyoto,0,Kawasaki,1,2023-05-03
J1 League,Japan,Avispa,1,Tokyo,0,2023-05-03
J1 League,Japan,Nagoya,2,Vissel Kobe,2,2023-05-03
J1 League,Japan,Sagan,1,F Marinos,3,2023-05-03
J1 League,Japan,Shonan,1,Kashiwa,2,2023-05-03
J1 League,Japan,Yokohama,1,Albirex,0,2023-05-03
Primera División,Uruguay,Racing,1,Plaza Colonia,1,2023-05-03
Premier League,Ukraine,Dnipro-1,5,FK Metalist,0,2023-05-03
Premier League,Ukraine,Shakhtar D,1,Minai,0,2023-05-03
Premier League,Ukraine,Lviv,0,Oleksandria,1,2023-05-03
Premier League,Ukraine,Chornomorets,3,Kolos,0,2023-05-03
Premier League,Ukraine,Zorya,1,Veres Rivne,0,2023-05-03
Eliteserien,Norway,Bodø/Glimt,2,Odd,0,2023-05-03
Eliteserien,Norway,Molde,3,Aalesund,0,2023-05-03
Eliteserien,Norway,Rosenborg,0,Brann,2,2023-05-03
Allsvenskan,Sweden,Elfsborg,6,Halmstad,1,2023-05-03
Allsvenskan,Sweden,Häcken,4,Djurgården,1,2023-05-03
Allsvenskan,Sweden,Kalmar,2,Sirius,2,2023-05-03
Allsvenskan,Sweden,Mjällby,0,AIK,0,2023-05-03
Super League 1,Greece,AEK,0,Olympiakos,0,2023-05-03
Super League 1,Greece,Aris,4,Volos,2,2023-05-03
Super League 1,Greece,Panathinaikos,1,PAOK,1,2023-05-03
League One,England,Burton Albion,1,Cambridge Utd,0,2023-05-03
League Two,England,Crewe,3,Bradford,2,2023-05-03
National League,England,Woking,1,Bromley,2,2023-05-03
CAF U17 Cup of Nations,Africa,Nigeria,0,Morocco,1,2023-05-03
CAF U17 Cup of Nations,Africa,South Africa,3,Zambia,2,2023-05-03
Prim B Metro,Argentina,Colegiales,0,A Quilmes,1,2023-05-03
Copa Argentina,Argentina,Platense,2,Defensores Bel,0,2023-05-03
Premier League,Armenia,Ararat-Armenia,2,Ararat,1,2023-05-03
Serie B,Brazil,CRB,0,Sampaio Corrêa,0,2023-05-03
Serie B,Brazil,Ponte Preta,2,Botafogo SP,0,2023-05-03
Serie B,Brazil,Atlético GO,2,Chapecoense,1,2023-05-03
Serie C,Brazil,São José RS,0,Floresta,0,2023-05-03
Serie C,Brazil,Volta Redonda,0,Pouso Alegre,1,2023-05-03
Serie C,Brazil,Manaus,2,Náutico,1,2023-05-03
First League,Bulgaria,Spartak Varna,3,CSKA 1948,3,2023-05-03
First League,Bulgaria,Arda,2,Cherno more,2,2023-05-03
First League,Bulgaria,Ludogorets,2,Beroe,1,2023-05-03
Copa Colombia,Colombia,Petrolera,3,Orsomarso,1,2023-05-03
Copa Colombia,Colombia,Cúcuta,0,Cartagena,0,2023-05-03
1. Division,Cyprus,Enosis,5,Akritas,1,2023-05-03
1. Division,Cyprus,Karmiotissa,2,Doxa,1,2023-05-03
Cup,Czech Republic,Sparta,0,Slavia,2,2023-05-03
Premier League,Egypt,Aswan,3,Masry,1,2023-05-03
Women's Super League,England,Chelsea,2,Liverpool,1,2023-05-03
Meistriliiga,Estonia,Tammeka,0,Flora,3,2023-05-03
Meistriliiga,Estonia,Levadia,2,Paide,0,2023-05-03
Meistriliiga,Estonia,Vaprus,1,Kuressaare,2,2023-05-03
Premier League International Cup,Europe,Crystal Palace,1,Valencia,1,2023-05-03
Ykkönen,Finland,HIFK,2,TPS,0,2023-05-03
Super League 2,Greece,Iraklis Laris.,3,Apollon,0,2023-05-03
Super League 2,Greece,Ierapetra,3,Irodotos,0,2023-05-03
Super League 2,Greece,Egaleo,2,Episkopi,3,2023-05-03
Super League 2,Greece,Ilioupoli,0,Kalamata,1,2023-05-03
Super League 2,Greece,Kallithea,3,Panachaiki,1,2023-05-03
Super League 2,Greece,Proodeftiki,0,Olympiakos II,1,2023-05-03
Super League 2,Greece,Larissa,0,Panserraikos,0,2023-05-03
Super League 2,Greece,PAO Rouf,0,Chania,3,2023-05-03
Liga Nacional,Guatemala,Municipal,4,Iztapa,0,2023-05-03
Magyar Kupa,Hungary,Budafoki MTE,0,ZTE,2,2023-05-03
Úrvalsdeild,Iceland,Fram,3,ÍBV,1,2023-05-03
Úrvalsdeild,Iceland,KA,4,FH,2,2023-05-03
