Competition,Country,Home Team,Home Score,Away Team,Away Score,Date
La Liga,Spain,Almería,0,Osasuna,1,2022-09-12
Serie A,Italy,Empoli,1,Roma,2,2022-09-12
Süper Lig,Turkey,Beşiktaş,0,Başakşehir,1,2022-09-12
Süper Lig,Turkey,Demirspor,3,Trabzonspor,2,2022-09-12
Liga MX,Mexico,Cruz Azul,2,Mazatlán,0,2022-09-12
Liga MX,Mexico,Atlas,1,San Luis,3,2022-09-12
Liga MX,Mexico,Pachuca,6,Tijuana,1,2022-09-12
Serie A,Brazil,Goiás,1,Flamengo,1,2022-09-12
Liga Profesional Argentina,Argentina,Talleres,1,Def y Justicia,0,2022-09-12
Liga Profesional Argentina,Argentina,Sarmiento,1,Independiente,2,2022-09-12
Primeira Liga,Portugal,Vizela,0,Estoril,1,2022-09-12
Superliga,Denmark,Viborg,2,Horsens,1,2022-09-12
Primera A,Colombia,Jaguares,0,Atl. Nacional,1,2022-09-12
Primera A,Colombia,Equidad,0,Envigado,1,2022-09-12
Primera A,Colombia,Cali,1,Bucaramanga,1,2022-09-12
Primera División,Uruguay,Peñarol,2,Rentistas,2,2022-09-12
Premier League,Ukraine,Vorskla,0,Oleksandria,0,2022-09-12
Premier League,Ukraine,Inhulets',1,Minai,2,2022-09-12
Ekstraklasa,Poland,Jagiellonia,4,Stal Mielec,0,2022-09-12
Allsvenskan,Sweden,Kalmar,1,Häcken,1,2022-09-12
Allsvenskan,Sweden,IFK Göteborg,1,Helsingborg,3,2022-09-12
Super League 1,Greece,PAOK,1,Lamia,0,2022-09-12
Ligue 2,France,Metz,3,Guingamp,6,2022-09-12
Primera Nacional,Argentina,Maipú,0,Alvarado,1,2022-09-12
Primera Nacional,Argentina,Rafaela,2,San Telmo,1,2022-09-12
Primera Nacional,Argentina,Mitre SdE,1,Temperley,2,2022-09-12
Primera Nacional,Argentina,Sacachispas,1,Flandria,1,2022-09-12
Torneo Federal A,Argentina,Paraná,1,Las Parejas,2,2022-09-12
Torneo Federal A,Argentina,Liniers BB,2,Sansinena,2,2022-09-12
Torneo Federal A,Argentina,Douglas Haig,1,Belgrano,0,2022-09-12
Prim B Metro,Argentina,Los Andes,3,Ituzaingó,0,2022-09-12
Prim B Metro,Argentina,Acassuso,2,Urquiza,0,2022-09-12
Premier League,Armenia,Pyunik,3,BKMA,1,2022-09-12
Primera División,Bolivia,Wilstermann,0,The Strongest,3,2022-09-12
Primera División,Bolivia,O. Petrolero,1,Universitario,0,2022-09-12
Primera División,Bolivia,Guabirá,1,Aurora,1,2022-09-12
Serie C,Brazil,Mirassol,3,Volta Redonda,3,2022-09-12
Copa Paulista,Brazil,Noroeste,1,Marília,1,2022-09-12
First League,Bulgaria,Arda,0,Pirin,0,2022-09-12
First League,Bulgaria,Septemvri,0,Loko Plovdiv,1,2022-09-12
China League One,China PR,West Coast,3,Jiading,1,2022-09-12
China League One,China PR,BSU,0,Hainiu,2,2022-09-12
China League One,China PR,Heilongjiang,1,Kunshan,2,2022-09-12
Primera B,Colombia,Tigres,1,Orsomarso,0,2022-09-12
Primera División,Costa Rica,Pérez Zeledón,2,Guadalupe,1,2022-09-12
Primera División,Costa Rica,Herediano,3,Cartaginés,1,2022-09-12
Primera División,Costa Rica,Guápiles,5,Grecia,3,2022-09-12
1. Division,Cyprus,Olympiakos,0,AEL,0,2022-09-12
Liga Pro,Ecuador,Aucas,1,Emelec,1,2022-09-12
Liga Pro,Ecuador,9 de Octubre,1,Dep. Cuenca,0,2022-09-12
UEFA Youth League,Europe,Hajduk,3,Qabala,0,2022-09-12
National 1,France,Red Star,0,Paris 13,2,2022-09-12
3. Liga,Germany,Verl,2,Meppen,2,2022-09-12
DFB Pokal Women,Germany,Ingolstadt,0,Bayern,7,2022-09-12
Liga Nacional,Guatemala,Guastatoya,3,Iztapa,0,2022-09-12
Liga Nacional,Guatemala,Xinabajul,3,Malacateco,1,2022-09-12
Liga Nacional,Honduras,Olancho,2,Marathón,3,2022-09-12
Liga Nacional,Honduras,Motagua,2,Victoria,1,2022-09-12
Liga Nacional,Honduras,Real España,2,Honduras,0,2022-09-12
Ligat Ha'al,Israel,Beitar,0,H Jerusalem,1,2022-09-12
Serie C,Italy,Picerno,3,Foggia,0,2022-09-12
Serie A Women,Italy,Parma,2,Sassuolo,1,2022-09-12
Virsliga,Latvia,RFS,3,Spartaks,0,2022-09-12
Super Liga,Moldova,CSF Bălți,0,Petrocub,1,2022-09-12
Eerste Divisie,Netherlands,Ajax,3,NAC,1,2022-09-12
Eerste Divisie,Netherlands,Almere,1,Eindhoven,1,2022-09-12
Eerste Divisie,Netherlands,AZ II,2,Zwolle,3,2022-09-12
Eerste Divisie,Netherlands,PSV II,3,Den Bosch,1,2022-09-12
Eerste Divisie,Netherlands,Roda,3,De Graafschap,2,2022-09-12
Eerste Divisie,Netherlands,Utrecht II,1,ADO,1,2022-09-12
1. Division,Norway,Brann,7,Grorud,0,2022-09-12
1. Division,Norway,Kongsvinger,3,KFUM,1,2022-09-12
1. Division,Norway,Mjøndalen,1,Skeid,0,2022-09-12
1. Division,Norway,Stabæk,2,Raufoss,0,2022-09-12
2. Division,Norway,Vålerenga II,0,Kjelsås,3,2022-09-12
Division Profesional,Paraguay,Olimpia,2,Sol de América,2,2022-09-12
Primera División,Peru,Melgar,6,Dep. Municipal,2,2022-09-12
Primera División,Peru,Sport Huancayo,3,Uni San Martín,2,2022-09-12
I Liga,Poland,Chrobry,1,Resovia,1,2022-09-12
Segunda Liga,Portugal,Estrela,2,Viseu,1,2022-09-12
Liga I,Romania,Mioveni,0,U Cluj,1,2022-09-12
Liga I,Romania,FCSB,1,Voluntari,1,2022-09-12
Super Liga,Serbia,Javor,2,Radnik,2,2022-09-12
Super Liga,Serbia,Voždovac,1,Radnički Niš,0,2022-09-12
Segunda División,Spain,Eibar,4,Granada,0,2022-09-12
Superettan,Sweden,Trelleborg,2,Örgryte,1,2022-09-12
Damallsvenskan,Sweden,Djurgården,0,Vittsjö,3,2022-09-12
1. Lig,Turkey,Altınordu,1,Pendik,1,2022-09-12
USL League One,USA,Tucson,3,Union Omaha,0,2022-09-12
MLS Next Pro,USA,Cincinnati II,0,Chicago Fire,2,2022-09-12
MLS Next Pro,USA,Inter Miami II,1,Columbus II,1,2022-09-12
MLS Next Pro,USA,Rapids II,1,Houston II,0,2022-09-12
MLS Next Pro,USA,Timbers2,2,MNUFC2,4,2022-09-12
NWSL,USA,Gotham FC,0,KC Current,1,2022-09-12
NWSL,USA,Dash,1,Angel City,1,2022-09-12
Primera División,Venezuela,Dep. La Guaira,0,UCV,1,2022-09-12
