Competition,Country,Home Team,Home Score,Away Team,Away Score,Date
Premier League,England,Arsenal,3,Chelsea,1,2023-05-02
La Liga,Spain,Almería,2,Elche,1,2023-05-02
La Liga,Spain,Barcelona,1,Osasuna,0,2023-05-02
La Liga,Spain,Real Sociedad,2,Real Madrid,0,2023-05-02
Ligue 1,France,Toulouse,0,Lens,1,2023-05-02
Serie A,Brazil,Vasco,0,Bahia,1,2023-05-02
DFB Pokal,Germany,Freiburg,1,Leipzig,5,2023-05-02
Primera A,Colombia,Jaguares,1,Once Caldas,0,2023-05-02
League One,England,Shrewsbury,2,Bristol Rovers,1,2023-05-02
National League,England,Barnet,1,Boreham Wood,2,2023-05-02
CAF U17 Cup of Nations,Africa,Algeria,0,Senegal,3,2023-05-02
CAF U17 Cup of Nations,Africa,Congo,1,Somalia,1,2023-05-02
Prim B Metro,Argentina,Fénix,0,Ituzaingó,1,2023-05-02
Copa Argentina,Argentina,Arsenal,1,Villa Mitre,1,2023-05-02
Premier League,Armenia,Van,0,Urartu,5,2023-05-02
Premier League,Armenia,Shirak,0,Pyunik,4,2023-05-02
Queensland NPL,Australia,SC Wanderers,0,Redlands Utd,3,2023-05-02
Primera División,Bolivia,Always Ready,1,Real Tomayapo,1,2023-05-02
First League,Bulgaria,Botev Vratsa,2,Lokomotiv Sf,1,2023-05-02
First League,Bulgaria,Slavia Sofia,1,Loko Plovdiv,1,2023-05-02
Primera B,Colombia,Patriotas,1,Cortuluá,1,2023-05-02
Primera B,Colombia,Atlético,1,Boca,1,2023-05-02
Copa Colombia,Colombia,Tigres,1,Magdalena,0,2023-05-02
FNL,Czech Republic,Příbram,1,Slavia II,2,2023-05-02
Premier League,Egypt,Ghazl,0,Smouha,2,2023-05-02
Premier League,Egypt,El Dakhleya,1,ENPPI,1,2023-05-02
U18 Premier League,England,Man Utd,1,Everton,1,2023-05-02
Meistriliiga,Estonia,Trans,2,Laagri,0,2023-05-02
Meistriliiga,Estonia,Kalju,1,Tallinna Kalev,2,2023-05-02
National 1,France,Versailles,0,Red Star,3,2023-05-02
Regionalliga,Germany,Cottbus,1,BFC Dynamo,1,2023-05-02
Regionalliga,Germany,Hankofen,2,Vilzing,1,2023-05-02
Super League 2,Greece,Anagennisi K,2,Almopos,2,2023-05-02
Super League 2,Greece,Apollon Pontou,0,Iraklis 1908,5,2023-05-02
State Cup,Israel,Ashdod,1,M Netanya,3,2023-05-02
K League 2,Korea Republic,Cheonan City,0,Anyang,4,2023-05-02
K League 2,Korea Republic,Dragons,1,Busan IPark,1,2023-05-02
K League 2,Korea Republic,Bucheon,2,Chungnam Asan,1,2023-05-02
Virsliga,Latvia,Super Nova,0,Auda,2,2023-05-02
A Lyga,Lithuania,Džiugas,2,H. Litauen,0,2023-05-02
A Lyga,Lithuania,Sūduva,0,FA Šiauliai,2,2023-05-02
2. Division,Norway,Arendal,11,Vålerenga II,0,2023-05-02
Toppserien,Norway,Avaldsnes,1,Rosenborg,1,2023-05-02
Toppserien,Norway,Brann,1,Arna-Bjørnar,2,2023-05-02
Division Profesional,Paraguay,Sportivo Amel.,2,Luqueño,0,2023-05-02
Cup,Poland,Legia,0,Raków,0,2023-05-02
Liga I,Romania,Arad,1,Hermannstadt,0,2023-05-02
Saudi League,Saudi Arabia,Abha,1,Adalah,0,2023-05-02
Saudi League,Saudi Arabia,Raed,3,Al Batin,1,2023-05-02
Saudi League,Saudi Arabia,Khaleej,2,Ittifaq,1,2023-05-02
Saudi League,Saudi Arabia,Tai,2,Feiha,1,2023-05-02
Super Liga,Serbia,Javor,0,Mladost NS,0,2023-05-02
1. SNL,Slovenia,Maribor,3,Mura,1,2023-05-02
PSL,South Africa,SuperSport Utd,0,Stellenbosch,0,2023-05-02
Superettan,Sweden,Helsingborg,2,GAIS,1,2023-05-02
1. Lig,Turkey,Erzurumspor,0,Sakaryaspor,1,2023-05-02
