Competition,Country,Home Team,Home Score,Away Team,Away Score,Date
Friendlies,World,Peru,1,Paraguay,0,2022-11-17
Friendlies,World,Nicaragua,1,El Salvador,0,2022-11-17
Friendlies,World,Ghana,2,Switzerland,0,2022-11-17
Friendlies,World,Japan,1,Canada,2,2022-11-17
Friendlies,World,Iraq,N/A,Costa Rica,N/A,2022-11-17
Friendlies,World,Tajikistan,0,Russia,0,2022-11-17
Friendlies,World,Jordan,1,Spain,3,2022-11-17
Friendlies,World,Morocco,3,Georgia,0,2022-11-17
Friendlies,World,Syria,0,Belarus,1,2022-11-17
Friendlies,World,Romania,1,Slovenia,2,2022-11-17
Friendlies,World,Malta,2,Greece,2,2022-11-17
Friendlies,World,Montenegro,2,Slovakia,2,2022-11-17
Friendlies,World,N. Macedonia,1,Finland,1,2022-11-17
Friendlies,World,Israel,4,Zambia,2,2022-11-17
Friendlies,World,South Africa,2,Mozambique,1,2022-11-17
Friendlies,World,Portugal,4,Nigeria,0,2022-11-17
Friendlies,World,Luxembourg,2,Hungary,2,2022-11-17
Friendlies,World,Ireland,1,Norway,2,2022-11-17
Premier League,Ukraine,Inhulets',1,Dynamo Kyiv,2,2022-11-17
FA Cup,China PR,Dandong,1,Three Towns,5,2022-11-17
FA Cup,China PR,Hainiu,0,Shandong,2,2022-11-17
FA Cup,China PR,Kunshan,0,Tianjin JMT,4,2022-11-17
FA Cup,China PR,Pingguo Haliao,1,Henan,4,2022-11-17
FA Cup,China PR,Longding,1,Cangzhou,5,2022-11-17
FA Cup,China PR,Zibo Cuju,1,Shenzhen,0,2022-11-17
FA Cup,China PR,Guoan,2,Jingchuan,2,2022-11-17
Cup,Czech Republic,Zlín,0,Vyškov,1,2022-11-17
Cup,Czech Republic,Teplice,2,Zbrojovka,3,2022-11-17
UEFA U19 Championship Qualification,Europe,Macedonia,1,Serbia,2,2022-11-17
UEFA U19 Championship Qualification,Europe,Norway,2,San Marino,0,2022-11-17
UEFA U19 Championship Qualification,Europe,Ukraine,1,Kosovo,0,2022-11-17
UEFA U19 Championship Qualification,Europe,Cyprus,0,Sweden,0,2022-11-17
Liga Nacional,Guatemala,Xinabajul,2,Santa Lucía,1,2022-11-17
Liga Nacional,Guatemala,Mixco,2,Cobán,2,2022-11-17
Liga Nacional,Guatemala,Comunicaciones,2,Iztapa,0,2022-11-17
Liga Nacional,Guatemala,Xelajú,1,Municipal,1,2022-11-17
Indian Super League,India,Mumbai,4,Bengaluru,0,2022-11-17
A Lyga,Lithuania,Banga,0,Žalgiris,2,2022-11-17
Eerste Divisie,Netherlands,PSV II,2,Utrecht II,1,2022-11-17
Eerste Divisie,Netherlands,AZ II,1,Ajax,1,2022-11-17
Taça da Liga,Portugal,Penafiel,1,Moreirense,2,2022-11-17
Sydney Super Cup,World,Celtic,1,Sydney,2,2022-11-17
