Competition,Country,Home Team,Home Score,Away Team,Away Score,Date
Premier League,England,Leeds,0,Man Utd,2,2023-02-12
Premier League,England,Man City,3,Aston Villa,1,2023-02-12
La Liga,Spain,Getafe,1,Vallecano,1,2023-02-12
La Liga,Spain,Celta Vigo,0,Atlético,1,2023-02-12
La Liga,Spain,Valladolid,0,Osasuna,0,2023-02-12
La Liga,Spain,Villarreal,0,Barcelona,1,2023-02-12
Serie A,Italy,Udinese,2,Sassuolo,2,2023-02-12
Serie A,Italy,Bologna,0,Monza,1,2023-02-12
Serie A,Italy,Juventus,1,Fiorentina,0,2023-02-12
Serie A,Italy,Napoli,3,Cremonese,0,2023-02-12
Bundesliga,Germany,Hertha BSC,4,M'gladbach,1,2023-02-12
Bundesliga,Germany,Köln,3,Frankfurt,0,2023-02-12
Ligue 1,France,Toulouse,3,Rennes,1,2023-02-12
Ligue 1,France,Angers,1,Auxerre,1,2023-02-12
Ligue 1,France,Lille,2,Strasbourg,0,2023-02-12
Ligue 1,France,Montpellier,3,Brest,0,2023-02-12
Ligue 1,France,Reims,4,Troyes,0,2023-02-12
Ligue 1,France,Nantes,1,Lorient,0,2023-02-12
Ligue 1,France,Lyon,2,Lens,1,2023-02-12
Eredivisie,Netherlands,Sparta,2,Go Ahead,1,2023-02-12
Eredivisie,Netherlands,Heerenveen,1,Feyenoord,2,2023-02-12
Eredivisie,Netherlands,Vitesse,2,Utrecht,0,2023-02-12
Eredivisie,Netherlands,Ajax,3,Waalwijk,1,2023-02-12
Eredivisie,Netherlands,Twente,3,Volendam,0,2023-02-12
A-League Men,Australia,Newcastle,2,Mel Victory,1,2023-02-12
A-League Men,Australia,Macarthur,2,Wellington,1,2023-02-12
Liga MX,Mexico,América,2,Necaxa,1,2023-02-12
Liga MX,Mexico,Juárez,3,Santos Laguna,1,2023-02-12
Liga MX,Mexico,Tigres,4,Pumas,2,2023-02-12
Liga MX,Mexico,Pachuca,1,Chivas,1,2023-02-12
Liga MX,Mexico,Toluca,3,Cruz Azul,1,2023-02-12
First Division A,Belgium,Genk,0,Antwerp,1,2023-02-12
First Division A,Belgium,Anderlecht,3,Sint-Truiden,1,2023-02-12
