Competition,Country,Home Team,Home Score,Away Team,Away Score,Date
UEFA Champions League,Europe,Bayern München,1,Man City,1,2023-04-19
UEFA Champions League,Europe,Inter,3,Benfica,3,2023-04-19
Championship,England,Blackburn,1,Coventry,1,2023-04-19
Championship,England,QPR,1,Norwich,1,2023-04-19
Championship,England,Swansea,4,Preston,2,2023-04-19
Championship,England,Watford,1,Cardiff,3,2023-04-19
Championship,England,Middlesbrough,3,Hull,1,2023-04-19
Championship,England,Reading,1,Luton,1,2023-04-19
CONMEBOL Libertadores,South America,Fluminense,1,The Strongest,0,2023-04-19
CONMEBOL Libertadores,South America,Internacional,1,Metropolitanos,0,2023-04-19
CONMEBOL Libertadores,South America,Boca Juniors,2,Pereira,1,2023-04-19
CONMEBOL Libertadores,South America,Olimpia,1,Patronato,0,2023-04-19
CONMEBOL Libertadores,South America,Paranaense,2,Atl. Mineiro,1,2023-04-19
CONMEBOL Libertadores,South America,Ind. del Valle,2,Liverpool,0,2023-04-19
CONMEBOL Sudamericana,South America,NOB,3,Blooming,0,2023-04-19
CONMEBOL Sudamericana,South America,RB Bragantino,5,O. Petrolero,0,2023-04-19
CONMEBOL Sudamericana,South America,Estudiantes,4,Tacuary,0,2023-04-19
CONMEBOL Sudamericana,South America,Palestino,1,Estudiantes M.,0,2023-04-19
CONMEBOL Sudamericana,South America,São Paulo,2,Puerto Cabello,0,2023-04-19
CONMEBOL Sudamericana,South America,Santa Fe,2,Gimn La Plata,1,2023-04-19
Eredivisie,Netherlands,Go Ahead,3,Waalwijk,2,2023-04-19
Süper Lig,Turkey,İstanbulspor,3,Antalyaspor,3,2023-04-19
Süper Lig,Turkey,Kayseri,0,Kasımpaşa,0,2023-04-19
Süper Lig,Turkey,Beşiktaş,3,Hatay,0,2023-04-19
Süper Lig,Turkey,Başakşehir,1,Fenerbahçe,2,2023-04-19
Süper Lig,Turkey,Konyaspor,1,Demirspor,2,2023-04-19
Primera A,Colombia,Once Caldas,1,Petrolera,2,2023-04-19
Primera A,Colombia,Jaguares,1,Equidad,1,2023-04-19
Premier League,Ukraine,Inhulets',1,Rukh Vynnyky,0,2023-04-19
Eliteserien,Norway,Lillestrøm,4,Strømsgodset,3,2023-04-19
