Competition,Country,Home Team,Home Score,Away Team,Away Score,Date
UEFA Champions League,Europe,Sheriff,1,Viktoria Plzeň,2,2022-08-02
UEFA Champions League,Europe,Ludogorets,1,Dinamo Zagreb,2,2022-08-02
UEFA Champions League,Europe,Monaco,1,PSV,1,2022-08-02
UEFA Champions League,Europe,R. Union SG,2,Rangers,0,2022-08-02
UEFA Champions League,Europe,Benfica,4,Midtjylland,1,2022-08-02
League Cup,England,Cambridge Utd,1,Millwall,0,2022-08-02
Serie A,Brazil,Santos,2,Fluminense,2,2022-08-02
Liga Profesional Argentina,Argentina,Def y Justicia,0,Arsenal,0,2022-08-02
Liga Profesional Argentina,Argentina,R. Central,0,Córdoba SdE,3,2022-08-02
Liga Profesional Argentina,Argentina,Colón,0,Independiente,3,2022-08-02
Primera A,Colombia,Bucaramanga,2,Dep. Tolima,1,2022-08-02
Primera A,Colombia,Atl. Nacional,3,Pasto,1,2022-08-02
Primera División,Uruguay,Peñarol,0,Fénix,1,2022-08-02
Primera Nacional,Argentina,Alvarado,0,Morón,1,2022-08-02
Primera Nacional,Argentina,Ferro,2,Belgrano,0,2022-08-02
Primera Nacional,Argentina,SM Tucumán,0,Chaco,0,2022-08-02
Primera Nacional,Argentina,Instituto,2,All Boys,0,2022-08-02
Primera Nacional,Argentina,Estudiantes RC,1,Dep Madryn,1,2022-08-02
Australia Cup,Australia,Newcastle Oly.,0,Melbourne City,1,2022-08-02
Queensland NPL,Australia,SC Wanderers,0,Lions,3,2022-08-02
2. Liga,Austria,Liefering,4,Vorwärts,3,2022-08-02
Premier League,Bangladesh,Mohammedan,7,Rahmatgonj,0,2022-08-02
Premier League,Bangladesh,Swadhinata,1,Russel,4,2022-08-02
Primera División,Bolivia,Palmaflor,0,Nacional,1,2022-08-02
Primera División,Bolivia,Independiente,1,O. Petrolero,2,2022-08-02
Serie C,Brazil,Remo,2,Ferroviário,1,2022-08-02
Serie D,Brazil,Retrô,1,Santa Cruz,2,2022-08-02
Primera B,Chile,Puerto Montt,1,U. Concepción,4,2022-08-02
Primera B,Chile,Copiapó,2,Melipilla,1,2022-08-02
Primera B,Chile,Rangers,1,Wanderers,2,2022-08-02
Primera B,Chile,Recoleta,2,Barnechea,0,2022-08-02
Primera B,Colombia,Quindío,4,Valledupar,3,2022-08-02
Liga Pro,Ecuador,9 de Octubre,0,Orense,0,2022-08-02
Premier League,Egypt,Mokawloon,0,Future,1,2022-08-02
Regionalliga,Germany,Ansbach,1,Aubstadt,2,2022-08-02
Regionalliga,Germany,Eichstätt,2,Würzburg,3,2022-08-02
Regionalliga,Germany,Nürnberg II,3,Rain / Lech,0,2022-08-02
Regionalliga,Germany,Pipinsried,3,Hankofen,0,2022-08-02
Regionalliga,Germany,Aschaffenburg,2,Burghausen,3,2022-08-02
Regionalliga,Germany,Buchbach,1,Illertissen,1,2022-08-02
Regionalliga,Germany,Schweinfurt,2,Augsburg II,0,2022-08-02
Regionalliga,Germany,Unterhaching,3,Heimstetten,2,2022-08-02
Úrvalsdeild,Iceland,KA,0,KR,1,2022-08-02
K League 1,Korea Republic,Gimcheon,0,Pohang,1,2022-08-02
K League 1,Korea Republic,Jeju Utd,1,Seongnam,2,2022-08-02
K League 1,Korea Republic,Ulsan,1,Seoul,1,2022-08-02
A Lyga,Lithuania,Kauno Žalgiris,2,Sūduva,2,2022-08-02
Stars League,Qatar,Arabi,2,Qatar,0,2022-08-02
Stars League,Qatar,Gharafa,2,Sailiya,1,2022-08-02
Highland / Lowland,Scotland,Broomhill,2,East Kilbride,3,2022-08-02
Highland / Lowland,Scotland,Strollers,0,Celtic,2,2022-08-02
Highland / Lowland,Scotland,Edinburgh U,2,Fairydean,3,2022-08-02
Highland / Lowland,Scotland,Rangers,3,Spartans,0,2022-08-02
Highland / Lowland,Scotland,Tranent,1,Berwick,0,2022-08-02
U17 Club Friendlies,World,RB Leipzig,7,Hallescher FC,0,2022-08-02
