Competition,Country,Home Team,Home Score,Away Team,Away Score,Date
Premier League,England,Leeds,3,Chelsea,0,2022-08-21
Premier League,England,West Ham,0,Brighton,2,2022-08-21
Premier League,England,Newcastle,3,Man City,3,2022-08-21
La Liga,Spain,Athletic Club,1,Valencia,0,2022-08-21
La Liga,Spain,Atlético,0,Villarreal,2,2022-08-21
La Liga,Spain,Real Sociedad,1,Barcelona,4,2022-08-21
Serie A,Italy,Empoli,0,Fiorentina,0,2022-08-21
Serie A,Italy,Napoli,4,Monza,0,2022-08-21
Serie A,Italy,Atalanta,1,Milan,1,2022-08-21
Serie A,Italy,Bologna,1,Verona,1,2022-08-21
Bundesliga,Germany,Frankfurt,1,Köln,1,2022-08-21
Bundesliga,Germany,Bochum,0,Bayern München,7,2022-08-21
Ligue 1,France,Strasbourg,1,Reims,1,2022-08-21
Ligue 1,France,Angers,1,Brest,3,2022-08-21
Ligue 1,France,Clermont,1,Nice,0,2022-08-21
Ligue 1,France,Montpellier,1,Auxerre,2,2022-08-21
Ligue 1,France,Toulouse,2,Lorient,2,2022-08-21
Ligue 1,France,Rennes,2,Ajaccio,1,2022-08-21
Ligue 1,France,Lille,1,PSG,7,2022-08-21
Championship,England,Bristol City,2,Cardiff,0,2022-08-21
MLS,USA,New York,1,Cincinnati,1,2022-08-21
MLS,USA,DC United,0,Philadelphia,6,2022-08-21
MLS,USA,Montréal,4,New England,0,2022-08-21
MLS,USA,Inter Miami,2,Toronto,1,2022-08-21
MLS,USA,Minnesota,2,Austin,1,2022-08-21
MLS,USA,Colorado,1,Houston,1,2022-08-21
MLS,USA,Earthquakes,2,Los Angeles,1,2022-08-21
MLS,USA,Salt Lake,1,Whitecaps,1,2022-08-21
Eredivisie,Netherlands,Groningen,1,Go Ahead,0,2022-08-21
Eredivisie,Netherlands,Sparta,0,Ajax,1,2022-08-21
Eredivisie,Netherlands,Waalwijk,0,Feyenoord,1,2022-08-21
Süper Lig,Turkey,Başakşehir,2,Kayseri,0,2022-08-21
Süper Lig,Turkey,Beşiktaş,4,Fatih,1,2022-08-21
Premiership,Scotland,Celtic,2,Hearts,0,2022-08-21
Liga MX,Mexico,Querétaro,2,Tijuana,0,2022-08-21
Liga MX,Mexico,Atlas,1,Puebla,1,2022-08-21
Liga MX,Mexico,Monterrey,0,Tigres,0,2022-08-21
Liga MX,Mexico,América,7,Cruz Azul,0,2022-08-21
Liga MX,Mexico,Juárez,1,Mazatlán,1,2022-08-21
Liga MX,Mexico,Pumas,1,Santos Laguna,5,2022-08-21
First Division A,Belgium,Club Brugge,2,Kortrijk,1,2022-08-21
First Division A,Belgium,ZW,1,Charleroi,3,2022-08-21
First Division A,Belgium,Standard,1,OHL,3,2022-08-21
First Division A,Belgium,Mechelen,5,Westerlo,4,2022-08-21
Serie A,Brazil,Fluminense,5,Coritiba,2,2022-08-21
Serie A,Brazil,Juventude,2,Botafogo,2,2022-08-21
Serie A,Brazil,Palmeiras,1,Flamengo,1,2022-08-21
Liga Profesional Argentina,Argentina,Colón,2,Tigre,1,2022-08-21
Liga Profesional Argentina,Argentina,Huracán,1,NOB,0,2022-08-21
Liga Profesional Argentina,Argentina,Lanús,1,Arsenal,0,2022-08-21
Liga Profesional Argentina,Argentina,Godoy Cruz,1,Independiente,1,2022-08-21
