Competition,Country,Home Team,Home Score,Away Team,Away Score,Date
Liga MX,Mexico,León,1,Chivas,2,2023-07-04
Serie A,Brazil,Goiás,1,Coritiba,2,2023-07-04
Liga Profesional Argentina,Argentina,NOB,2,Gimn La Plata,2,2023-07-04
Primera División,Uruguay,Peñarol,2,City Torque,0,2023-07-04
Club Friendlies,World,Salzburg,0,Legia,2,2023-07-04
CAF U23 Cup of Nations,Africa,Egypt U23,1,Guinea,0,2023-07-04
CAF U23 Cup of Nations,Africa,Morocco,2,Mali,2,2023-07-04
Ligue 1,Algeria,Bayadh,2,ASO Chlef,0,2023-07-04
Ligue 1,Algeria,CS Constantine,0,Belouizdad,0,2023-07-04
Ligue 1,Algeria,HBCL,0,Saoura,2,2023-07-04
Ligue 1,Algeria,Kabylie,1,US Biskra,0,2023-07-04
Ligue 1,Algeria,Khenchela,2,RC Arbaâ,1,2023-07-04
Ligue 1,Algeria,MC Oran,3,ES Sétif,1,2023-07-04
Ligue 1,Algeria,Paradou,1,MC Alger,0,2023-07-04
Ligue 1,Algeria,USM Alger,0,NC Magra,0,2023-07-04
Primera Nacional,Argentina,Atlanta,1,Dep Madryn,1,2023-07-04
Primera Nacional,Argentina,All Boys,1,San Telmo,0,2023-07-04
Torneo Federal A,Argentina,Atenas,0,Juventud UU,0,2023-07-04
SAFF Championship,Asia,Kuwait,1,India,1,2023-07-04
New South Wales NPL,Australia,Mt Druitt Town,1,Leichhardt,2,2023-07-04
New South Wales NPL Women,Australia,NSW Institute,0,Bankstown City,3,2023-07-04
Copa de la División Profesional,Bolivia,Blooming,2,Independiente,0,2023-07-04
Serie B,Brazil,Mirassol,0,Ituano,1,2023-07-04
Serie B,Brazil,Botafogo SP,1,Guarani,0,2023-07-04
Serie C,Brazil,Náutico,1,Altos,0,2023-07-04
Serie C,Brazil,São José RS,2,América RN,0,2023-07-04
Serie D,Brazil,Campinense,1,Sousa,2,2023-07-04
Serie D,Brazil,Democrata GV,4,Vitória,2,2023-07-04
Copa Chile,Chile,Audax,0,O'Higgins,2,2023-07-04
Copa Chile,Chile,Rangers,1,Cabrero,0,2023-07-04
Cup,Egypt,Nogoom,1,ENPPI,3,2023-07-04
Cup,Egypt,Zamalek,6,Mokawloon,1,2023-07-04
UEFA U19 Championship,Europe,Norway,5,Greece,4,2023-07-04
UEFA U19 Championship,Europe,Iceland,1,Spain,2,2023-07-04
Ykkönen,Finland,SJK Akatemia,3,JJK,1,2023-07-04
Cup,Iceland,KA,3,Breidablik,3,2023-07-04
Virsliga,Latvia,RFS,1,Jelgava,0,2023-07-04
Virsliga,Latvia,Riga,3,Liepāja,1,2023-07-04
Primera División,Peru,César Vallejo,0,Cienciano,3,2023-07-04
Primera División,Peru,Universitario,2,Alianza Atl.,0,2023-07-04
Primera División,Peru,Boys,0,Acad. Cantolao,1,2023-07-04
CONMEBOL Libertadores U20,South America,Defensor,0,Boca Juniors,1,2023-07-04
CONMEBOL Libertadores U20,South America,Caracas,4,O'Higgins,1,2023-07-04
USL Championship,USA,Loudoun Utd,2,Hartford Ath,1,2023-07-04
