Competition,Country,Home Team,Home Score,Away Team,Away Score,Date
Serie A,Brazil,Grêmio,3,América MG,1,2023-06-23
Serie A,Brazil,Coritiba,0,Internacional,1,2023-06-23
Serie A,Brazil,Cuiabá,0,Botafogo,1,2023-06-23
Serie A,Brazil,Vasco,0,Goiás,1,2023-06-23
Serie A,Brazil,RB Bragantino,4,Flamengo,0,2023-06-23
Liga Profesional Argentina,Argentina,Racing Club,1,Barracas C,1,2023-06-23
Liga Profesional Argentina,Argentina,River Plate,3,Instituto,1,2023-06-23
Liga Profesional Argentina,Argentina,Godoy Cruz,4,Boca Juniors,0,2023-06-23
Primera División,Uruguay,Liverpool,3,Nacional,0,2023-06-23
Super League,Malaysia,Kelantan,0,Sri Pahang,5,2023-06-23
Super League,Malaysia,Perak,1,PDRM,2,2023-06-23
Ligue 1,Algeria,USM Alger,2,MC Alger,0,2023-06-23
Primera Nacional,Argentina,Def Unidos,1,Güemes,0,2023-06-23
Torneo Federal A,Argentina,SM Formosa,0,Gimnasia Tiro,1,2023-06-23
AFC U17 Asian Cup,Asia,Japan,8,India,4,2023-06-23
AFC U17 Asian Cup,Asia,Vietnam,0,Uzbekistan,1,2023-06-23
Queensland NPL,Australia,Lions,3,Roar,1,2023-06-23
Queensland NPL Women,Australia,Eastern Sub,2,Olympic,1,2023-06-23
Victoria NPL,Australia,Green Gully,0,Avondale,4,2023-06-23
Victoria NPL Women,Australia,Preston Lions,2,Southern Utd,0,2023-06-23
Premier League,Belarus,Torpedo BelAZ,1,Energetik-BGU,1,2023-06-23
Primera División,Bolivia,Vaca Díez,2,Aurora,3,2023-06-23
Serie B,Brazil,Sport,3,Juventude,0,2023-06-23
Copa Chile,Chile,Audax,2,Rengo,1,2023-06-23
Copa Chile,Chile,Cobresal,3,Copiapó,0,2023-06-23
FA Cup,China PR,Lushan,1,Three Towns,5,2023-06-23
FA Cup,China PR,Qisheng,0,Guoan,1,2023-06-23
FA Cup,China PR,Tongliang Long,0,Rongcheng,0,2023-06-23
FA Cup,China PR,Dandong,1,Hainiu,1,2023-06-23
FA Cup,China PR,West Coast,2,Cangzhou,1,2023-06-23
FA Cup,China PR,Yukun,1,Shenhua,2,2023-06-23
Úrvalsdeild,Iceland,FH,4,Fram,0,2023-06-23
Úrvalsdeild,Iceland,HK,5,Breidablik,2,2023-06-23
Úrvalsdeild,Iceland,Keflavík,1,Fylkir,1,2023-06-23
1. Deild,Iceland,Leiknir R,2,Afturelding,2,2023-06-23
1. Deild,Iceland,Selfoss,3,ÍA,4,2023-06-23
1. Division,Norway,Start,2,Jerv,1,2023-06-23
2. Division,Norway,TUIL,2,Ullensaker,1,2023-06-23
Primera División,Peru,Melgar,4,ADT,0,2023-06-23
Primera División,Peru,Cienciano,1,Universitario,1,2023-06-23
Premier Division,Republic of Ireland,Bohemians,2,Shamrock,2,2023-06-23
Premier Division,Republic of Ireland,Derry,2,Cork,0,2023-06-23
Premier Division,Republic of Ireland,Drogheda,1,Dundalk,2,2023-06-23
Premier Division,Republic of Ireland,St Pat's,1,Shelbourne,0,2023-06-23
Premier Division,Republic of Ireland,UCD,2,Sligo,1,2023-06-23
First Division,Republic of Ireland,Athlone,0,Treaty United,2,2023-06-23
First Division,Republic of Ireland,Bray,3,Kerry,2,2023-06-23
First Division,Republic of Ireland,Cobh,1,Waterford,0,2023-06-23
First Division,Republic of Ireland,Galway Utd,4,Longford,0,2023-06-23
First Division,Republic of Ireland,Finn Harps,0,Wexford,1,2023-06-23
Premier League,Singapore,Balestier,2,Geylang,3,2023-06-23
Ligue 1,Tunisia,Monastir,3,USBG,1,2023-06-23
Ligue 1,Tunisia,Tataouine,1,Olympique Béja,2,2023-06-23
USL League One,USA,Forward,3,Lexington,2,2023-06-23
MLS Next Pro,USA,St. Louis II,0,MNUFC2,0,2023-06-23
MLS Next Pro,USA,Whitecaps FC 2,1,LAFC II,0,2023-06-23
