Competition,Country,Home Team,Home Score,Away Team,Away Score,Date
Premier League,England,Liverpool,0,Chelsea,0,2023-01-21
Premier League,England,Bournemouth,1,Nottm Forest,1,2023-01-21
Premier League,England,Leicester,2,Brighton,2,2023-01-21
Premier League,England,Southampton,0,Aston Villa,1,2023-01-21
Premier League,England,West Ham,2,Everton,0,2023-01-21
Premier League,England,Crystal Palace,0,Newcastle,0,2023-01-21
La Liga,Spain,Vallecano,0,Real Sociedad,2,2023-01-21
La Liga,Spain,Espanyol,1,Betis,0,2023-01-21
La Liga,Spain,Atlético,3,Valladolid,0,2023-01-21
La Liga,Spain,Sevilla,1,Cádiz,0,2023-01-21
Serie A,Italy,Verona,2,Lecce,0,2023-01-21
Serie A,Italy,Salernitana,0,Napoli,2,2023-01-21
Serie A,Italy,Fiorentina,0,Torino,1,2023-01-21
Bundesliga,Germany,Bochum,3,Hertha BSC,1,2023-01-21
Bundesliga,Germany,Frankfurt,3,Schalke 04,0,2023-01-21
Bundesliga,Germany,Stuttgart,1,Mainz 05,1,2023-01-21
Bundesliga,Germany,Union Berlin,3,Hoffenheim,1,2023-01-21
Bundesliga,Germany,Wolfsburg,6,Freiburg,0,2023-01-21
Bundesliga,Germany,Köln,7,Bremen,1,2023-01-21
Championship,England,Coventry,2,Norwich,4,2023-01-21
Championship,England,Birmingham,1,Preston,2,2023-01-21
Championship,England,Bristol City,1,Blackburn,1,2023-01-21
Championship,England,Cardiff,0,Millwall,1,2023-01-21
Championship,England,QPR,1,Swansea,1,2023-01-21
Championship,England,Stoke,4,Reading,0,2023-01-21
Championship,England,Watford,1,Rotherham,1,2023-01-21
Championship,England,Wigan,0,Luton,2,2023-01-21
Eredivisie,Netherlands,NEC,3,Emmen,1,2023-01-21
Eredivisie,Netherlands,Cambuur,0,Sparta,3,2023-01-21
Eredivisie,Netherlands,PSV,1,Vitesse,0,2023-01-21
A-League Men,Australia,Western United,1,Sydney,0,2023-01-21
A-League Men,Australia,Brisbane,0,Melbourne City,0,2023-01-21
A-League Men,Australia,Perth,3,Mel Victory,1,2023-01-21
Süper Lig,Turkey,Kasımpaşa,1,Başakşehir,3,2023-01-21
Süper Lig,Turkey,Galatasaray,2,Antalyaspor,1,2023-01-21
Liga MX,Mexico,Mazatlán,1,Santos Laguna,2,2023-01-21
Liga MX,Mexico,Tijuana,1,Tigres,1,2023-01-21
First Division A,Belgium,ZW,1,Westerlo,1,2023-01-21
First Division A,Belgium,Mechelen,3,Kortrijk,2,2023-01-21
First Division A,Belgium,Oostende,1,Cercle Brugge,2,2023-01-21
First Division A,Belgium,R. Union SG,1,OHL,0,2023-01-21
Primeira Liga,Portugal,Sporting,2,Vizela,1,2023-01-21
Primeira Liga,Portugal,Paços Ferreira,1,Braga,2,2023-01-21
Primeira Liga,Portugal,Santa Clara,0,Benfica,3,2023-01-21
Primeira Liga,Portugal,Guimarães,0,Porto,1,2023-01-21
Coupe de France,France,Chambéry,0,Lyon,3,2023-01-21
Coupe de France,France,Bastia,1,Lorient,1,2023-01-21
Coupe de France,France,Chamalières,0,Paris,4,2023-01-21
Coupe de France,France,Grasse,0,Rodez,0,2023-01-21
Coupe de France,France,Les Herbiers,0,Reims,3,2023-01-21
Coupe de France,France,Plabennec,0,Grenoble,1,2023-01-21
Coupe de France,France,Toulouse,2,Ajaccio,0,2023-01-21
Coupe de France,France,FCOSK,0,Angers,1,2023-01-21
Primera División,Chile,Magallanes,0,O'Higgins,1,2023-01-21
Primera División,Chile,Unión Española,0,Ñublense,1,2023-01-21
Super League,Switzerland,Luzern,2,Zürich,2,2023-01-21
Super League,Switzerland,GC Zürich,1,Young Boys,2,2023-01-21
Super League 1,Greece,OFI,1,Asteras,0,2023-01-21
Super League 1,Greece,Aris,3,Volos,0,2023-01-21
League One,England,Barnsley,3,Accrington,1,2023-01-21
League One,England,Derby,2,Bolton,1,2023-01-21
League One,England,Forest Green,1,MK Dons,2,2023-01-21
League One,England,Oxford,2,Ipswich,1,2023-01-21
League One,England,Plymouth,4,Cheltenham,2,2023-01-21
League One,England,Portsmouth,2,Exeter,0,2023-01-21
League One,England,Sheff Wed,1,Fleetwood,0,2023-01-21
League One,England,Shrewsbury,5,Cambridge Utd,1,2023-01-21
League Two,England,Colchester,0,Gillingham,2,2023-01-21
League Two,England,Hartlepool,2,Rochdale,0,2023-01-21
League Two,England,Stevenage,3,L Orient,0,2023-01-21
National League,England,Bromley,2,Aldershot,2,2023-01-21
National League,England,Maidstone Utd,2,Wrexham,3,2023-01-21
Serie B,Italy,Benevento,1,Genoa,2,2023-01-21
Serie B,Italy,Como,2,Pisa,2,2023-01-21
Serie B,Italy,Modena,2,Cosenza,0,2023-01-21
Serie B,Italy,Parma,2,Perugia,0,2023-01-21
Serie B,Italy,Reggina,2,Ternana,1,2023-01-21
Serie B,Italy,SPAL,1,Ascoli,1,2023-01-21
Serie B,Italy,Venezia,0,Südtirol,1,2023-01-21
Serie B,Italy,Cittadella,0,Cagliari,0,2023-01-21
League One,Scotland,Peterhead,1,Clyde,0,2023-01-21
League Two,Scotland,Annan,4,Bonnyrigg RA,0,2023-01-21
League Two,Scotland,East Fife,1,Stranraer,3,2023-01-21
CAF African Nations Championship,Africa,Libya,3,Ethiopia,1,2023-01-21
CAF African Nations Championship,Africa,Mozambique,0,Algeria,1,2023-01-21
Superliga,Albania,Kastrioti,1,Partizani,1,2023-01-21
Superliga,Albania,Tirana,4,Bylis,1,2023-01-21
Superliga,Albania,Vllaznia,4,Laçi,1,2023-01-21
A-League Women,Australia,Western United,2,Roar,0,2023-01-21
A-League Women,Australia,Melbourne City,1,Wanderers,0,2023-01-21
A-League Women,Australia,Adelaide,1,Victory,2,2023-01-21
Premier League,Bangladesh,Abahani Chitta,0,Kings,3,2023-01-21
Premier League,Bangladesh,Muktijoddha,1,Fortis,1,2023-01-21
Challenger Pro League,Belgium,RWDM,2,Deinze,1,2023-01-21
Challenger Pro League,Belgium,Dender,3,Virton,4,2023-01-21
Paulista A1,Brazil,Água Santa,1,São Bento,1,2023-01-21
Paulista A1,Brazil,Portuguesa,3,RB Bragantino,0,2023-01-21
Paulista A1,Brazil,Guarani,0,Ituano,0,2023-01-21
Carioca Série A,Brazil,Flamengo,5,Nova Iguaçu,0,2023-01-21
Gaúcho 1,Brazil,Caxias,1,Grêmio,2,2023-01-21
Mineiro 1,Brazil,Athletic,3,Tombense,1,2023-01-21
Mineiro 1,Brazil,Atl. Mineiro,2,Caldense,1,2023-01-21
Paranaense 1,Brazil,Paranaense,1,Maringá,0,2023-01-21
Catarinense 1,Brazil,Marcílio Dias,1,Avaí,2,2023-01-21
Catarinense 1,Brazil,Figueirense,1,Joinville,1,2023-01-21
Cearense 1,Brazil,Iguatu,5,Juazeiro,1,2023-01-21
Goiano 1,Brazil,Goiânia,2,Aparecidense,1,2023-01-21
Baiano 1,Brazil,Barcelona,0,Itabuna,1,2023-01-21
Sergipano 1,Brazil,Dorense,0,Itabaiana,1,2023-01-21
Sergipano 1,Brazil,Confiança,2,Atlético SE,1,2023-01-21
Paraibano 1,Brazil,Auto Esporte,1,CSP,2,2023-01-21
Paraibano 1,Brazil,Serra Branca,1,Queimadense,1,2023-01-21
Paulista A2,Brazil,XV Piracicaba,1,Ponte Preta,2,2023-01-21
Paulista A2,Brazil,Oeste,0,Rio Claro,0,2023-01-21
Paulista A3,Brazil,Bandeirante,2,Marília,0,2023-01-21
Paulista A3,Brazil,Barretos,0,USAC,0,2023-01-21
Paulista A3,Brazil,Desp. Brasil,0,Capivariano,0,2023-01-21
Paulista A3,Brazil,Rio Preto,0,São Bernardo,4,2023-01-21
Paulista A3,Brazil,Grêmio Pr,3,Votuporanguens,0,2023-01-21
Copa do Nordeste,Brazil,Fluminense PI,0,CSA,0,2023-01-21
Copa do Nordeste,Brazil,Fortaleza,2,Campinense,0,2023-01-21
Copa do Nordeste,Brazil,Vitória,1,Santa Cruz,1,2023-01-21
HNL,Croatia,Osijek,1,Rijeka,1,2023-01-21
HNL,Croatia,Dinamo Zagreb,0,Gorica,0,2023-01-21
