Competition,Country,Home Team,Home Score,Away Team,Away Score,Date
UEFA Europa League,Europe,AEK,3,Dynamo Kyiv,3,2022-10-27
UEFA Europa League,Europe,Fenerbahçe,3,Rennes,3,2022-10-27
UEFA Europa League,Europe,Lazio,2,Midtjylland,1,2022-10-27
UEFA Europa League,Europe,Ludogorets,0,Betis,1,2022-10-27
UEFA Europa League,Europe,Malmö,0,R. Union SG,2,2022-10-27
UEFA Europa League,Europe,PSV,2,Arsenal,0,2022-10-27
UEFA Europa League,Europe,Union Berlin,1,Braga,0,2022-10-27
UEFA Europa League,Europe,Zürich,2,Bodø/Glimt,1,2022-10-27
UEFA Europa League,Europe,Crvena Zvezda,2,Trabzonspor,1,2022-10-27
UEFA Europa League,Europe,Ferencváros,1,Monaco,1,2022-10-27
UEFA Europa League,Europe,Freiburg,1,Olympiakos,1,2022-10-27
UEFA Europa League,Europe,HJK,1,Roma,2,2022-10-27
UEFA Europa League,Europe,Man Utd,3,Sheriff,0,2022-10-27
UEFA Europa League,Europe,Nantes,2,Qarabağ,1,2022-10-27
UEFA Europa League,Europe,Omonia,0,Real Sociedad,2,2022-10-27
UEFA Europa League,Europe,Sturm,1,Feyenoord,0,2022-10-27
UEFA Europa Conference League,Europe,Anderlecht,2,FCSB,2,2022-10-27
UEFA Europa Conference League,Europe,Austria,1,Lech,1,2022-10-27
UEFA Europa Conference League,Europe,Fiorentina,2,Başakşehir,1,2022-10-27
UEFA Europa Conference League,Europe,Nice,2,Partizan,1,2022-10-27
UEFA Europa Conference League,Europe,Vaduz,1,AZ,2,2022-10-27
UEFA Europa Conference League,Europe,Villarreal,2,H Be'er Sheva,2,2022-10-27
UEFA Europa Conference League,Europe,Ballkani,0,Slavia,1,2022-10-27
UEFA Europa Conference League,Europe,Basel,2,Žalgiris,2,2022-10-27
UEFA Europa Conference League,Europe,Dnipro-1,1,Apollon,0,2022-10-27
UEFA Europa Conference League,Europe,Hearts,2,RFS,1,2022-10-27
UEFA Europa Conference League,Europe,Molde,2,Djurgården,3,2022-10-27
UEFA Europa Conference League,Europe,Shamrock,1,Gent,1,2022-10-27
UEFA Europa Conference League,Europe,Sivasspor,3,CFR,0,2022-10-27
UEFA Europa Conference League,Europe,Slovan,2,Pyunik,1,2022-10-27
UEFA Europa Conference League,Europe,West Ham,1,Silkeborg,0,2022-10-27
Serie A,Brazil,Botafogo,2,RB Bragantino,1,2022-10-27
Serie A,Brazil,Corinthians,0,Fluminense,2,2022-10-27
Serie A,Brazil,Goiás,2,América MG,2,2022-10-27
Serie A,Brazil,Internacional,2,Ceará,1,2022-10-27
Primera A,Colombia,Millonarios,1,Medellín,2,2022-10-27
Copa Argentina,Argentina,Banfield,0,Talleres,1,2022-10-27
Copa Argentina,Argentina,Patronato,1,Boca Juniors,1,2022-10-27
Primera División,Bolivia,The Strongest,N/A,Royal Pari,N/A,2022-10-27
Primera División,Bolivia,Guabirá,N/A,Blooming,N/A,2022-10-27
Copa Chile,Chile,U. de Chile,0,Unión Española,0,2022-10-27
China League One,China PR,Hainiu,2,BIT,0,2022-10-27
China League One,China PR,Jiading,2,Heilongjiang,3,2022-10-27
China League One,China PR,Kunshan,3,Lushan,0,2022-10-27
China League One,China PR,Nanjing City,2,Shaanxi Chang.,3,2022-10-27
Primera Division,El Salvador,Dragón,3,FAS,2,2022-10-27
Primera Division,El Salvador,Platense,1,Alianza,1,2022-10-27
Primera Division,El Salvador,Marte,0,Águila,0,2022-10-27
Premier League Cup,England,Stoke,1,Burnley,1,2022-10-27
UEFA U17 Championship Qualification,Europe,Bosnia,1,Azerbaijan,0,2022-10-27
UEFA U17 Championship Qualification,Europe,Ukraine,7,Liechtenstein,0,2022-10-27
UEFA Women's Champions League,Europe,Juventus,1,Lyon,1,2022-10-27
UEFA Women's Champions League,Europe,Rosengård,1,Barcelona,4,2022-10-27
UEFA Women's Champions League,Europe,Arsenal,3,Zürich,1,2022-10-27
UEFA Women's Champions League,Europe,SL Benfica,2,Bayern,3,2022-10-27
Indian Super League,India,Odisha,1,Bengaluru,0,2022-10-27
Persian Gulf Pro League,Iran,Tractor,1,Malavan,1,2022-10-27
Persian Gulf Pro League,Iran,Persepolis,1,Mes Kerman,0,2022-10-27
Persian Gulf Pro League,Iran,Sanat Naft,1,Paykan,1,2022-10-27
Persian Gulf Pro League,Iran,Foolad,1,Gol Gohar,2,2022-10-27
J3 League,Japan,Tegevajaro,3,Ehime,3,2022-10-27
FA Cup,Korea Republic,Seoul,2,Jeonbuk Motors,2,2022-10-27
Liga de Expansión MX,Mexico,Durango,0,Celaya,1,2022-10-27
Liga de Expansión MX,Mexico,Mineros,1,Atlante,2,2022-10-27
Super Liga,Moldova,Dinamo-Auto,1,Petrocub,4,2022-10-27
Super Liga,Moldova,Zimbru,1,Milsami,1,2022-10-27
Concacaf League,N/C America,Olimpia,3,Alajuelense,2,2022-10-27
Division Profesional,Paraguay,12 Octubre,4,Sportivo Amel.,0,2022-10-27
Division Profesional,Paraguay,Resistencia,1,Olimpia,6,2022-10-27
Division Profesional,Paraguay,Guaraní,1,Libertad,2,2022-10-27
Division Profesional,Paraguay,Nacional,3,Guaireña,0,2022-10-27
Cup,Singapore,Albirex,4,Young Lions,0,2022-10-27
Cup,Singapore,Lion City,3,Balestier,3,2022-10-27
CONMEBOL Libertadores Femenina,South America,Palmeiras,1,América,0,2022-10-27
Non-FIFA Friendlies,World,Qatar,1,Honduras,0,2022-10-27
