Competition,Country,Home Team,Home Score,Away Team,Away Score,Date
UEFA Champions League,Europe,Panathinaikos,1,Marseille,0,2023-08-09
UEFA Champions League,Europe,Slovan,1,M Haifa,2,2023-08-09
UEFA Champions League,Europe,Rangers,2,Servette,1,2023-08-09
UEFA Europa Conference League,Europe,AEK,1,Maccabi TA,1,2023-08-09
UEFA Europa Conference League,Europe,Gent,5,Pogoń,0,2023-08-09
League Cup,England,Bristol City,5,Oxford,1,2023-08-09
League Cup,England,Cardiff,2,Colchester,2,2023-08-09
League Cup,England,Ipswich,2,Bristol Rovers,0,2023-08-09
League Cup,England,Leeds,2,Shrewsbury,1,2023-08-09
League Cup,England,Wimbledon,2,Coventry,1,2023-08-09
League Cup,England,Burton Albion,0,Leicester,2,2023-08-09
CONMEBOL Libertadores,South America,Fluminense,2,Argentinos,0,2023-08-09
CONMEBOL Libertadores,South America,Internacional,2,River Plate,1,2023-08-09
CONMEBOL Libertadores,South America,Paranaense,2,Bolívar,0,2023-08-09
CONMEBOL Sudamericana,South America,Fortaleza,1,Libertad,1,2023-08-09
CONMEBOL Sudamericana,South America,Def y Justicia,1,Emelec,0,2023-08-09
CONMEBOL Sudamericana,South America,NOB,0,Corinthians,0,2023-08-09
Super Cup,Portugal,Benfica,2,Porto,0,2023-08-09
Bundesliga,Austria,Aus Klagenfurt,2,WAC,2,2023-08-09
Super League,Malaysia,Sabah,1,Darul Ta'zim,5,2023-08-09
Super League,Malaysia,Kelantan,2,Negeri Seem.,0,2023-08-09
Super League,Malaysia,Perak,3,Pulau Pinang,1,2023-08-09
Club Friendlies,World,Salzburg,3,Inter,4,2023-08-09
Copa Argentina,Argentina,Instituto,0,Huracán,2,2023-08-09
Australia Cup,Australia,Edgeworth,0,Western United,4,2023-08-09
Australia Cup,Australia,GV Suns,1,Leichhardt,4,2023-08-09
Australia Cup,Australia,Knights,1,Devonport City,0,2023-08-09
Australia Cup,Australia,Floreat,1,Wanderers,6,2023-08-09
New South Wales NPL,Australia,NWS Spirit,3,Sydney Utd,2,2023-08-09
Copa de la División Profesional,Bolivia,Always Ready,3,Independiente,2,2023-08-09
Copa Paulista,Brazil,Ponte Preta B,0,XV Piracicaba,1,2023-08-09
Copa Paulista,Brazil,Juventus,4,Bragantino B,3,2023-08-09
CSL,China PR,Cangzhou,2,Dalian,1,2023-08-09
CSL,China PR,Shenhua,3,Shenzhen,0,2023-08-09
CSL,China PR,Tianjin JMT,0,Guoan,0,2023-08-09
CSL,China PR,Three Towns,4,Henan,2,2023-08-09
Primera B,Colombia,Quindío,2,Cortuluá,1,2023-08-09
Primera B,Colombia,Tigres,2,Cúcuta,2,2023-08-09
Veikkausliiga,Finland,VPS,3,SJK,2,2023-08-09
Regionalliga,Germany,Illertissen,2,Würzburg,3,2023-08-09
Úrvalsdeild,Iceland,HK,3,Keflavík,1,2023-08-09
Liga 1,Indonesia,Barito,2,Dewa United,1,2023-08-09
Liga 1,Indonesia,PSIS,2,Arema,0,2023-08-09
Liga 1,Indonesia,Persija,1,Borneo,1,2023-08-09
Liga 1,Indonesia,RANS,3,Madura Utd,1,2023-08-09
Persian Gulf Pro League,Iran,Nassaji,1,Paykan,1,2023-08-09
Persian Gulf Pro League,Iran,Gol Gohar,3,Foolad,0,2023-08-09
Persian Gulf Pro League,Iran,Malavan,1,Zob Ahan,2,2023-08-09
Persian Gulf Pro League,Iran,Persepolis,1,Aluminium Arak,0,2023-08-09
Persian Gulf Pro League,Iran,Khuzestan,1,Shams Azar,1,2023-08-09
Toto Cup Ligat Al,Israel,Bnei Raina,1,Sakhnin,2,2023-08-09
Toto Cup Ligat Al,Israel,M Netanya,1,H Haifa,2,2023-08-09
FA Cup,Korea Republic,Jeonbuk Motors,N/A,Incheon Utd,N/A,2023-08-09
FA Cup,Korea Republic,Jeju Utd,N/A,Pohang,N/A,2023-08-09
Leagues Cup,N/C America,América,2,Nashville,2,2023-08-09
Leagues Cup,N/C America,Philadelphia,1,New York,1,2023-08-09
Leagues Cup,N/C America,Toluca,2,Minnesota,2,2023-08-09
Leagues Cup,N/C America,Tigres,0,Monterrey,1,2023-08-09
Leagues Cup,N/C America,Los Angeles,4,Salt Lake,0,2023-08-09
Concacaf Central American Cup,N/C America,Verdes,0,Alajuelense,3,2023-08-09
Concacaf Central American Cup,N/C America,Cobán,0,Universitario,0,2023-08-09
Concacaf Central American Cup,N/C America,Real Estelí,1,Olimpia,0,2023-08-09
1. Division,Norway,Åsane,3,Mjøndalen,2,2023-08-09
1. Division,Norway,Fredrikstad,2,Bryne,1,2023-08-09
1. Division,Norway,Hødd,N/A,Sandnes,N/A,2023-08-09
1. Division,Norway,Moss,0,KFUM,1,2023-08-09
1. Division,Norway,Ranheim,1,Kongsvinger,4,2023-08-09
1. Division,Norway,Raufoss,2,Jerv,3,2023-08-09
1. Division,Norway,Sogndal,N/A,Kristiansund,N/A,2023-08-09
1. Division,Norway,Start,3,Skeid,0,2023-08-09
PSL,South Africa,Mamelodi,2,Kaizer Chiefs,1,2023-08-09
PSL,South Africa,Swallows,0,Cape Town City,1,2023-08-09
PSL,South Africa,AmaZulu,0,SuperSport Utd,0,2023-08-09
PSL,South Africa,Chippa Utd,0,TS Galaxy,0,2023-08-09
PSL,South Africa,Polokwane,1,Stellenbosch,0,2023-08-09
PSL,South Africa,Spurs,0,Sekhukhune Utd,2,2023-08-09
Arab Club Champions Cup,World,Shorta,0,Nassr,1,2023-08-09
Arab Club Champions Cup,World,Hilal,3,Shabab,1,2023-08-09
