Competition,Country,Home Team,Home Score,Away Team,Away Score,Date
La Liga,Spain,Cádiz,2,Mallorca,0,2023-01-28
La Liga,Spain,Girona,0,Barcelona,1,2023-01-28
La Liga,Spain,Sevilla,3,Elche,0,2023-01-28
La Liga,Spain,Getafe,0,Betis,1,2023-01-28
Serie A,Italy,Empoli,2,Torino,2,2023-01-28
Serie A,Italy,Cremonese,1,Inter,2,2023-01-28
Serie A,Italy,Atalanta,2,Sampdoria,0,2023-01-28
Bundesliga,Germany,Bremen,2,Wolfsburg,1,2023-01-28
Bundesliga,Germany,Freiburg,3,Augsburg,1,2023-01-28
Bundesliga,Germany,Hertha BSC,0,Union Berlin,2,2023-01-28
Bundesliga,Germany,Hoffenheim,1,M'gladbach,4,2023-01-28
Bundesliga,Germany,Mainz 05,5,Bochum,2,2023-01-28
Bundesliga,Germany,Bayern München,1,Frankfurt,1,2023-01-28
Ligue 1,France,Troyes,1,Lens,1,2023-01-28
Ligue 1,France,Marseille,1,Monaco,1,2023-01-28
Championship,England,Coventry,2,Huddersfield,0,2023-01-28
Championship,England,Hull,3,QPR,0,2023-01-28
Championship,England,Middlesbrough,2,Watford,0,2023-01-28
Friendlies,World,Guatemala,N/A,Venezuela,N/A,2023-01-28
FA Cup,England,Accrington,1,Leeds,3,2023-01-28
FA Cup,England,Walsall,0,Leicester,1,2023-01-28
FA Cup,England,Blackburn,2,Birmingham,2,2023-01-28
FA Cup,England,Bristol City,3,West Bromwich,0,2023-01-28
FA Cup,England,Fulham,1,Sunderland,1,2023-01-28
FA Cup,England,Ipswich,0,Burnley,0,2023-01-28
FA Cup,England,Luton,2,Grimsby,2,2023-01-28
FA Cup,England,Sheff Wed,1,Fleetwood,1,2023-01-28
FA Cup,England,Southampton,2,Blackpool,1,2023-01-28
FA Cup,England,Preston,0,Tottenham,3,2023-01-28
FA Cup,England,Man Utd,3,Reading,1,2023-01-28
Eredivisie,Netherlands,PSV,2,Go Ahead,0,2023-01-28
Eredivisie,Netherlands,Waalwijk,2,Emmen,0,2023-01-28
Eredivisie,Netherlands,Heerenveen,1,Vitesse,3,2023-01-28
Eredivisie,Netherlands,NEC,1,Sparta,1,2023-01-28
Eredivisie,Netherlands,AZ,5,Utrecht,5,2023-01-28
A-League Men,Australia,Wellington,2,Perth,2,2023-01-28
A-League Men,Australia,Macarthur,2,Western United,2,2023-01-28
A-League Men,Australia,Central Coast,2,Wanderers,2,2023-01-28
Süper Lig,Turkey,Sivasspor,1,Demirspor,2,2023-01-28
Süper Lig,Turkey,Ankaragücü,0,Gaziantep,2,2023-01-28
Süper Lig,Turkey,Hatay,2,Trabzonspor,1,2023-01-28
Süper Lig,Turkey,Antalyaspor,3,Ümraniye,2,2023-01-28
Süper Lig,Turkey,Giresun,0,Galatasaray,4,2023-01-28
Premiership,Scotland,Hibernian,6,Aberdeen,0,2023-01-28
Premiership,Scotland,Rangers,2,St. Johnstone,0,2023-01-28
Premiership,Scotland,Ross County,3,Kilmarnock,0,2023-01-28
Premiership,Scotland,St. Mirren,1,Motherwell,0,2023-01-28
Liga MX,Mexico,Puebla,1,Monterrey,2,2023-01-28
Liga MX,Mexico,Tijuana,0,Pumas,0,2023-01-28
First Division A,Belgium,Westerlo,2,Mechelen,0,2023-01-28
First Division A,Belgium,Kortrijk,2,Oostende,2,2023-01-28
First Division A,Belgium,OHL,1,Sint-Truiden,1,2023-01-28
First Division A,Belgium,Charleroi,0,R. Union SG,1,2023-01-28
Liga Profesional Argentina,Argentina,R. Central,1,Argentinos,0,2023-01-28
Liga Profesional Argentina,Argentina,Def y Justicia,2,Huracán,4,2023-01-28
Liga Profesional Argentina,Argentina,San Lorenzo,1,Arsenal,0,2023-01-28
Primera A,Colombia,Jaguares,2,Santa Fe,2,2023-01-28
Primera A,Colombia,Envigado,1,Equidad,1,2023-01-28
Primera División,Chile,Ñublense,3,Magallanes,2,2023-01-28
Primera División,Chile,U. La Calera,3,Everton,2,2023-01-28
Primera División,Chile,Coquimbo,1,Palestino,1,2023-01-28
2. Bundesliga,Germany,Darmstadt 98,2,Regensburg,0,2023-01-28
2. Bundesliga,Germany,Heidenheim,2,Rostock,0,2023-01-28
2. Bundesliga,Germany,Holstein,2,Greuther Fürth,1,2023-01-28
2. Bundesliga,Germany,Hannover,1,Kaiserslautern,3,2023-01-28
Ekstraklasa,Poland,Warta Poznań,1,Raków,1,2023-01-28
Ekstraklasa,Poland,Widzew,3,Pogoń,3,2023-01-28
Ekstraklasa,Poland,Śląsk,0,Zagłębie,3,2023-01-28
Super League,Switzerland,Lugano,1,GC Zürich,1,2023-01-28
Super League,Switzerland,Basel,2,Luzern,3,2023-01-28
Super League 1,Greece,Volos,2,Panaitolikos,3,2023-01-28
Super League 1,Greece,Giannina,1,Atromitos,1,2023-01-28
League One,England,Charlton,1,Bolton,2,2023-01-28
League One,England,Burton Albion,2,Oxford,0,2023-01-28
League One,England,Cheltenham,0,Port Vale,0,2023-01-28
League One,England,Lincoln,0,Cambridge Utd,0,2023-01-28
League One,England,MK Dons,0,Exeter,2,2023-01-28
League One,England,Morecambe,5,Bristol Rovers,1,2023-01-28
League One,England,Peterborough,2,Portsmouth,1,2023-01-28
League One,England,Shrewsbury,2,Forest Green,1,2023-01-28
League Two,England,Barrow,0,Northampton,2,2023-01-28
League Two,England,Crawley,3,Salford,2,2023-01-28
League Two,England,Harrogate,0,Sutton Utd,1,2023-01-28
League Two,England,Hartlepool,1,Colchester,2,2023-01-28
League Two,England,Mansfield Town,4,Doncaster,1,2023-01-28
League Two,England,Rochdale,0,Carlisle,1,2023-01-28
League Two,England,Swindon,3,Gillingham,3,2023-01-28
League Two,England,Tranmere,1,L Orient,0,2023-01-28
League Two,England,Wimbledon,1,Stockport,0,2023-01-28
National League,England,Aldershot,1,Oldham,1,2023-01-28
National League,England,Altrincham,0,Boreham Wood,2,2023-01-28
National League,England,Barnet,3,Chesterfield,0,2023-01-28
National League,England,Dag & Red,0,Yeovil,2,2023-01-28
National League,England,Dorking W,0,Solihull,3,2023-01-28
National League,England,Notts,1,Halifax,0,2023-01-28
National League,England,Scunthorpe,1,Bromley,1,2023-01-28
National League,England,Southend,1,Eastleigh,3,2023-01-28
National League,England,Torquay,1,Maidstone Utd,0,2023-01-28
National League,England,Wealdstone,1,Gateshead,2,2023-01-28
National League,England,York,1,Maidenhead Utd,2,2023-01-28
Serie B,Italy,Bari,0,Perugia,2,2023-01-28
Serie B,Italy,Brescia,0,Como,1,2023-01-28
Serie B,Italy,Cosenza,1,Parma,0,2023-01-28
Serie B,Italy,Südtirol,2,Reggina,1,2023-01-28
Serie B,Italy,Ternana,2,Modena,1,2023-01-28
Serie B,Italy,Venezia,1,Cittadella,1,2023-01-28
Serie B,Italy,Genoa,0,Pisa,0,2023-01-28
Ligue 2,France,Saint-Étienne,2,Sochaux,3,2023-01-28
Ligue 2,France,Amiens,1,Le Havre,1,2023-01-28
Ligue 2,France,Caen,0,Laval,0,2023-01-28
Ligue 2,France,Dijon,0,Bordeaux,3,2023-01-28
Ligue 2,France,Grenoble,0,Bastia,1,2023-01-28
Ligue 2,France,Nîmes,3,Niort,2,2023-01-28
Ligue 2,France,Pau,2,Annecy,2,2023-01-28
Ligue 2,France,QRM,3,Paris,1,2023-01-28
Ligue 2,France,Rodez,0,Guingamp,1,2023-01-28
Ligue 2,France,Valenciennes,1,Metz,1,2023-01-28
Championship,Scotland,Dundee,3,Queen's Park,0,2023-01-28
Championship,Scotland,Morton,1,Arbroath,2,2023-01-28
Championship,Scotland,Partick,0,Hamilton,1,2023-01-28
Championship,Scotland,Raith Rovers,2,Inverness,2,2023-01-28
League One,Scotland,Airdrieonians,4,Alloa Athletic,0,2023-01-28
League One,Scotland,Clyde,1,Dunfermline,1,2023-01-28
League One,Scotland,Edinburgh City,1,Falkirk,2,2023-01-28
League One,Scotland,Montrose,3,Kelty Hearts,3,2023-01-28
League One,Scotland,Peterhead,1,Queen South,3,2023-01-28
League Two,Scotland,Albion,0,Forfar,1,2023-01-28
League Two,Scotland,Annan,3,East Fife,0,2023-01-28
League Two,Scotland,Dumbarton,1,Bonnyrigg RA,0,2023-01-28
League Two,Scotland,Stenhousemuir,2,Elgin,0,2023-01-28
League Two,Scotland,Stirling,1,Stranraer,0,2023-01-28
Club Friendlies,World,Salzburg,N/A,Slovan,N/A,2023-01-28
CAF African Nations Championship,Africa,Madagascar,3,Mozambique,1,2023-01-28
CAF African Nations Championship,Africa,Niger,2,Ghana,0,2023-01-28
A-League Women,Australia,Canberra,0,Western United,5,2023-01-28
A-League Women,Australia,Wanderers,1,Newcastle,0,2023-01-28
Premier League,Bangladesh,Kings,3,Russel,1,2023-01-28
Premier League,Bangladesh,Fortis,1,Bangladesh Pol,1,2023-01-28
Challenger Pro League,Belgium,Virton,1,Anderlecht II,3,2023-01-28
Challenger Pro League,Belgium,Lommel,1,Dender,1,2023-01-28
Supercopa do Brasil,Brazil,Palmeiras,4,Flamengo,3,2023-01-28
Carioca Série A,Brazil,Nova Iguaçu,1,Bangu,0,2023-01-28
Gaúcho 1,Brazil,Internacional,4,São Luiz,0,2023-01-28
Mineiro 1,Brazil,Cruzeiro,1,Athletic,1,2023-01-28
Mineiro 1,Brazil,Caldense,2,Democrata GV,2,2023-01-28
Mineiro 1,Brazil,Democrata SL,0,Pouso Alegre,0,2023-01-28
Paranaense 1,Brazil,Rio Branco,0,Cascavel,1,2023-01-28
Paranaense 1,Brazil,Independente,2,Paranaense,3,2023-01-28
Cearense 1,Brazil,Ceará,2,Maracanã,1,2023-01-28
Cearense 1,Brazil,Pacajus,1,Iguatu,2,2023-01-28
Goiano 1,Brazil,Atlético GO,3,Aparecidense,1,2023-01-28
Goiano 1,Brazil,G Anapolis,5,Inhumas,2,2023-01-28
Goiano 1,Brazil,Goiânia,1,Goianésia,1,2023-01-28
Baiano 1,Brazil,Jacuipense,1,Itabuna,1,2023-01-28
Sergipano 1,Brazil,Frei Paulista,1,Atlético SE,2,2023-01-28
Sergipano 1,Brazil,Falcon,3,Dorense,0,2023-01-28
Alagoano 1,Brazil,CRB,3,CSA,1,2023-01-28
Alagoano 1,Brazil,Murici,3,ASA,2,2023-01-28
Paraibano 1,Brazil,Campinense,0,Serra Branca,0,2023-01-28
Piauiense,Brazil,Ríver,2,Fluminense PI,2,2023-01-28
Potiguar 1,Brazil,Força e Luz,1,Santa Cruz,1,2023-01-28
Potiguar 1,Brazil,Globo,2,Potyguar,0,2023-01-28
Paulista A2,Brazil,Oeste,0,Comercial,0,2023-01-28
Paulista A2,Brazil,Rio Claro,3,Lemense,0,2023-01-28
Paulista A2,Brazil,Ponte Preta,2,Taubaté,1,2023-01-28
Paulista A2,Brazil,XV Piracicaba,0,Juventus,0,2023-01-28
Paulista A3,Brazil,USAC,3,Marília,4,2023-01-28
Paulista A3,Brazil,Grêmio Pr,2,Rio Preto,3,2023-01-28
Paulista A3,Brazil,Osasco Audax,0,RB Brasil,1,2023-01-28
Paulista A3,Brazil,São José,0,São Bernardo,0,2023-01-28
HNL,Croatia,Šibenik,1,Rijeka,2,2023-01-28
HNL,Croatia,Dinamo Zagreb,2,Lokomotiva,1,2023-01-28
1. Division,Cyprus,AEK,2,APOEL,1,2023-01-28
1. Division,Cyprus,Doxa,0,Anorthosis,0,2023-01-28
Czech Liga,Czech Republic,Bohemians 1905,2,Teplice,0,2023-01-28
Czech Liga,Czech Republic,Slovácko,1,Dynamo CB,0,2023-01-28
Czech Liga,Czech Republic,Viktoria Plzeň,1,Králové,2,2023-01-28
Czech Liga,Czech Republic,Sigma,1,Sparta,1,2023-01-28
Premier League,Egypt,Masry,1,Pharco,2,2023-01-28
U18 Premier League,England,Blackburn,0,Man City,5,2023-01-28
U18 Premier League,England,Nottm Forest,0,Stoke City,2,2023-01-28
U18 Premier League,England,Arsenal,2,Fulham,2,2023-01-28
U18 Premier League,England,Chelsea,2,Spurs,2,2023-01-28
U18 Premier League,England,Crystal Palace,2,Aston Villa,1,2023-01-28
U18 Premier League,England,WBA,1,Brighton,1,2023-01-28
U18 Premier League,England,Derby,3,Everton,3,2023-01-28
U18 Premier League,England,Newcastle,6,Leeds Utd,4,2023-01-28
U18 Premier League,England,Wolves,3,Man Utd,3,2023-01-28
U18 Premier League,England,Leicester,4,Norwich,2,2023-01-28
U18 Premier League,England,Southampton,2,West Ham,1,2023-01-28
U18 Premier League,England,Middlesbrough,4,Liverpool,2,2023-01-28
League Cup,Finland,SJK,0,KuPS,1,2023-01-28
League Cup,Finland,Oulu,0,Ilves,0,2023-01-28
League Cup,Finland,Lahti,0,Honka,2,2023-01-28
League Cup,Finland,VPS,2,Haka,1,2023-01-28
3. Liga,Germany,Aue,0,Freiburg II,0,2023-01-28
3. Liga,Germany,Bayreuth,1,Ingolstadt,0,2023-01-28
3. Liga,Germany,Duisburg,1,Osnabrück,2,2023-01-28
3. Liga,Germany,Hallescher FC,0,Zwickau,2,2023-01-28
3. Liga,Germany,Meppen,1,VfB Oldenburg,1,2023-01-28
3. Liga,Germany,Verl,2,Saarbrücken,0,2023-01-28
Regionalliga,Germany,Cottbus,0,Altglienicke,2,2023-01-28
