Competition,Country,Home Team,Home Score,Away Team,Away Score,Date
UEFA Champions League,Europe,Salzburg,1,Chelsea,2,2022-10-25
UEFA Champions League,Europe,Sevilla,3,København,0,2022-10-25
UEFA Champions League,Europe,Benfica,4,Juventus,3,2022-10-25
UEFA Champions League,Europe,Celtic,1,Shakhtar D,1,2022-10-25
UEFA Champions League,Europe,Dinamo Zagreb,0,Milan,4,2022-10-25
UEFA Champions League,Europe,Dortmund,0,Man City,0,2022-10-25
UEFA Champions League,Europe,Leipzig,3,Real Madrid,2,2022-10-25
UEFA Champions League,Europe,PSG,7,M Haifa,2,2022-10-25
Championship,England,Coventry,2,Rotherham,2,2022-10-25
Championship,England,Burnley,1,Norwich,0,2022-10-25
Serie A,Brazil,Fortaleza,0,Atl. Mineiro,0,2022-10-25
Liga Profesional Argentina,Argentina,Tigre,1,Arsenal,4,2022-10-25
Primera División,Chile,Audax,1,Curicó Unido,1,2022-10-25
League One,England,Barnsley,0,Lincoln,1,2022-10-25
League One,England,Bolton,2,Burton Albion,1,2022-10-25
League One,England,Charlton,0,MK Dons,2,2022-10-25
League One,England,Cheltenham,1,Morecambe,0,2022-10-25
League One,England,Derby,0,Exeter,0,2022-10-25
League One,England,Fleetwood,1,Forest Green,1,2022-10-25
League One,England,Peterborough,3,Accrington,1,2022-10-25
League One,England,Plymouth,2,Shrewsbury,1,2022-10-25
League One,England,Port Vale,2,Ipswich,3,2022-10-25
League One,England,Portsmouth,1,Oxford,1,2022-10-25
League One,England,Wycombe,2,Cambridge Utd,3,2022-10-25
League Two,England,Barrow,1,Grimsby,0,2022-10-25
League Two,England,Bradford,1,Swindon,1,2022-10-25
League Two,England,Colchester,2,Crawley,2,2022-10-25
League Two,England,Doncaster,0,Stevenage,1,2022-10-25
League Two,England,Hartlepool,0,Salford,2,2022-10-25
League Two,England,L Orient,2,Gillingham,0,2022-10-25
League Two,England,Mansfield Town,0,Newport,0,2022-10-25
League Two,England,Northampton,2,Sutton Utd,2,2022-10-25
League Two,England,Stockport,2,Carlisle,0,2022-10-25
League Two,England,Tranmere,1,Rochdale,1,2022-10-25
League Two,England,Walsall,3,Harrogate,1,2022-10-25
League Two,England,Wimbledon,1,Crewe,1,2022-10-25
National League,England,Altrincham,1,Oldham,0,2022-10-25
National League,England,Bromley,1,Barnet,3,2022-10-25
National League,England,Dag & Red,1,Boreham Wood,1,2022-10-25
National League,England,Eastleigh,1,Torquay,0,2022-10-25
National League,England,Maidenhead Utd,0,Solihull,2,2022-10-25
National League,England,Maidstone Utd,0,Southend,3,2022-10-25
National League,England,Scunthorpe,3,Gateshead,1,2022-10-25
National League,England,Wealdstone,1,Notts,6,2022-10-25
National League,England,Woking,3,Dorking W,3,2022-10-25
National League,England,Wrexham,3,Halifax,1,2022-10-25
National League,England,Yeovil,0,Aldershot,2,2022-10-25
National League,England,York,1,Chesterfield,1,2022-10-25
Championship,Scotland,Ayr Utd,4,Partick,2,2022-10-25
Ligue 1,Algeria,ASO Chlef,2,Saoura,1,2022-10-25
Ligue 1,Algeria,USM Alger,2,Paradou,1,2022-10-25
Ligue 1,Algeria,Kabylie,0,Khenchela,0,2022-10-25
Ligue 1,Algeria,ES Sétif,1,Belouizdad,1,2022-10-25
Premier League,Armenia,Ararat,0,Shirak,1,2022-10-25
Primera División,Bolivia,Real Tomayapo,N/A,O. Petrolero,N/A,2022-10-25
Primera División,Bolivia,Wilstermann,N/A,Nacional,N/A,2022-10-25
