Competition,Country,Home Team,Home Score,Away Team,Away Score,Date
UEFA Europa League,Europe,Feyenoord,1,Roma,0,2023-04-13
UEFA Europa League,Europe,Juventus,1,Sporting,0,2023-04-13
UEFA Europa League,Europe,Leverkusen,1,R. Union SG,1,2023-04-13
UEFA Europa League,Europe,Man Utd,2,Sevilla,2,2023-04-13
UEFA Europa Conference League,Europe,Gent,1,West Ham,1,2023-04-13
UEFA Europa Conference League,Europe,Anderlecht,2,AZ,0,2023-04-13
UEFA Europa Conference League,Europe,Basel,2,Nice,2,2023-04-13
UEFA Europa Conference League,Europe,Lech,1,Fiorentina,4,2023-04-13
Copa do Brasil,Brazil,Coritiba,3,Sport,3,2023-04-13
Copa do Brasil,Brazil,CRB,1,Paranaense,0,2023-04-13
Copa do Brasil,Brazil,Fluminense,3,Paysandu,0,2023-04-13
Copa do Brasil,Brazil,Palmeiras,4,Tombense,2,2023-04-13
Copa do Brasil,Brazil,Atl. Mineiro,2,Brasil Pelotas,1,2023-04-13
Copa do Brasil,Brazil,Erechim,0,Botafogo,2,2023-04-13
Copa do Brasil,Brazil,Remo,2,Corinthians,0,2023-04-13
Liga Profesional Argentina,Argentina,Belgrano,2,Huracán,0,2023-04-13
Liga Profesional Argentina,Argentina,Racing Club,0,NOB,1,2023-04-13
Liga Profesional Argentina,Argentina,Estudiantes,0,Atl. Tucumán,0,2023-04-13
Liga Profesional Argentina,Argentina,R. Central,1,Independiente,0,2023-04-13
Liga Profesional Argentina,Argentina,Arsenal,2,Godoy Cruz,3,2023-04-13
Liga Profesional Argentina,Argentina,Colón,2,Talleres,2,2023-04-13
Concacaf Champions Cup,N/C America,Atlas,2,Philadelphia,2,2023-04-13
Primera A,Colombia,Medellín,3,Cali,0,2023-04-13
Primera A,Colombia,Envigado,2,Dep. Tolima,1,2023-04-13
Ligue 1,Algeria,USM Alger,2,Khenchela,0,2023-04-13
Potiguar 1,Brazil,Potiguar M,3,Santa Cruz,1,2023-04-13
First League,Bulgaria,Botev Vratsa,0,Hebar 1918,0,2023-04-13
Primera B,Colombia,Boca,0,Fortaleza,0,2023-04-13
Copa Colombia,Colombia,Cartagena,0,Cúcuta,1,2023-04-13
Liga Femenina,Colombia,Dep. Pasto,1,Bucaramanga,0,2023-04-13
1. Division,Cyprus,Doxa,1,Olympiakos,0,2023-04-13
1. Division,Cyprus,Enosis,0,Nea Salamis,0,2023-04-13
1. Division,Denmark,Vejle,0,Hvidovre,0,2023-04-13
Premier League,Egypt,Haras,0,Zamalek,3,2023-04-13
Premier League,Egypt,Ismaily,3,ENPPI,1,2023-04-13
Premier League,Egypt,Mokawloon,0,Masry,0,2023-04-13
Primera Division,El Salvador,Dragón,3,Marte,1,2023-04-13
Primera Division,El Salvador,Firpo,2,Jocoro,1,2023-04-13
Primera Division,El Salvador,Santa Tecla,1,Platense,1,2023-04-13
Primera Division,El Salvador,FAS,2,Águila,1,2023-04-13
Primera Division,El Salvador,Isidro,2,Once Deportivo,2,2023-04-13
Premier League International Cup,Europe,Fulham,1,PSV,2,2023-04-13
Super League 2,Greece,PAOK II,1,Veria,1,2023-04-13
Cup,Greece,PAOK,1,Lamia,1,2023-04-13
Liga Nacional,Guatemala,Comunicaciones,2,Malacateco,2,2023-04-13
Liga Nacional,Guatemala,Antigua,1,Cobán,1,2023-04-13
Liga Nacional,Honduras,Real España,1,Real Sociedad,0,2023-04-13
Liga 1,Indonesia,Persis,1,Persik,0,2023-04-13
Liga 1,Indonesia,RANS,0,Madura Utd,0,2023-04-13
Liga de Expansión MX,Mexico,Durango,2,Tapatío,5,2023-04-13
Liga de Expansión MX,Mexico,La Paz,1,Atlante,2,2023-04-13
Liga de Expansión MX,Mexico,Correcaminos,0,Celaya,1,2023-04-13
Division Profesional,Paraguay,Luqueño,1,Olimpia,0,2023-04-13
Division Profesional,Paraguay,Tacuary,0,Trinidense,1,2023-04-13
Stars League,Qatar,Arabi,4,Ahli,3,2023-04-13
Stars League,Qatar,Wakrah,5,Shamal,1,2023-04-13
Cup,Tunisia,Tunis,3,Stade Tunisien,2,2023-04-13
1. Lig,Turkey,Rize,2,Sakaryaspor,1,2023-04-13
1. Lig,Turkey,Altay,1,Altınordu,2,2023-04-13
Pro League,United Arab Emirates,Dibba Fujairah,1,Al Wahda,1,2023-04-13
USL Championship,USA,Tampa Bay,1,Charleston,2,2023-04-13
USL League One,USA,One Knoxville,1,Central Valley,1,2023-04-13
MLS Next Pro,USA,Austin II,3,North Texas,0,2023-04-13
V.League 1,Vietnam,Ha Noi,3,Hai Phong,0,2023-04-13
V.League 1,Vietnam,Ho Chi Minh,1,Binh Dinh,1,2023-04-13
