Competition,Country,Home Team,Home Score,Away Team,Away Score,Date
Premier League,England,Aston Villa,3,Bournemouth,0,2023-03-18
Premier League,England,Brentford,1,Leicester,1,2023-03-18
Premier League,England,Southampton,3,Tottenham,3,2023-03-18
Premier League,England,Wolves,2,Leeds,4,2023-03-18
Premier League,England,Chelsea,2,Everton,2,2023-03-18
La Liga,Spain,Almería,1,Cádiz,1,2023-03-18
La Liga,Spain,Vallecano,2,Girona,2,2023-03-18
La Liga,Spain,Espanyol,1,Celta Vigo,3,2023-03-18
La Liga,Spain,Atlético,3,Valencia,0,2023-03-18
Serie A,Italy,Monza,1,Cremonese,1,2023-03-18
Serie A,Italy,Salernitana,2,Bologna,2,2023-03-18
Serie A,Italy,Udinese,3,Milan,1,2023-03-18
Bundesliga,Germany,Augsburg,1,Schalke 04,1,2023-03-18
Bundesliga,Germany,Bochum,1,Leipzig,0,2023-03-18
Bundesliga,Germany,Hoffenheim,3,Hertha BSC,1,2023-03-18
Bundesliga,Germany,Stuttgart,0,Wolfsburg,1,2023-03-18
Bundesliga,Germany,Dortmund,6,Köln,1,2023-03-18
Ligue 1,France,Toulouse,0,Lille,2,2023-03-18
Ligue 1,France,Lens,3,Angers,0,2023-03-18
Championship,England,Blackpool,1,Coventry,4,2023-03-18
Championship,England,Middlesbrough,4,Preston,0,2023-03-18
Championship,England,Millwall,0,Huddersfield,1,2023-03-18
Championship,England,QPR,0,Birmingham,1,2023-03-18
Championship,England,Reading,1,Hull,1,2023-03-18
Championship,England,Stoke,0,Norwich,0,2023-03-18
Championship,England,Sunderland,1,Luton,1,2023-03-18
Championship,England,Watford,1,Wigan,1,2023-03-18
Friendlies,World,Guatemala,N/A,Bolivia,N/A,2023-03-18
FA Cup,England,Man City,6,Burnley,0,2023-03-18
MLS,USA,Sounders,0,Los Angeles,0,2023-03-18
Eredivisie,Netherlands,Utrecht,1,Go Ahead,2,2023-03-18
Eredivisie,Netherlands,Emmen,0,Sparta,2,2023-03-18
Eredivisie,Netherlands,Waalwijk,1,NEC,3,2023-03-18
A-League Men,Australia,Brisbane,1,Western United,0,2023-03-18
A-League Men,Australia,Newcastle,2,Perth,2,2023-03-18
A-League Men,Australia,Sydney,0,Wanderers,4,2023-03-18
Süper Lig,Turkey,Kasımpaşa,1,Ümraniye,1,2023-03-18
Süper Lig,Turkey,Demirspor,2,Antalyaspor,0,2023-03-18
Süper Lig,Turkey,Beşiktaş,3,İstanbulspor,1,2023-03-18
Premiership,Scotland,Motherwell,2,Rangers,4,2023-03-18
Premiership,Scotland,Aberdeen,3,Hearts,0,2023-03-18
Premiership,Scotland,Celtic,3,Hibernian,1,2023-03-18
Premiership,Scotland,Dundee Utd,1,St. Mirren,1,2023-03-18
Premiership,Scotland,Kilmarnock,1,St. Johnstone,1,2023-03-18
Premiership,Scotland,Livingston,2,Ross County,1,2023-03-18
Liga MX,Mexico,Puebla,0,Atlas,4,2023-03-18
Liga MX,Mexico,Mazatlán,0,Necaxa,1,2023-03-18
Liga MX,Mexico,Tijuana,3,Toluca,3,2023-03-18
First Division A,Belgium,Kortrijk,1,Club Brugge,0,2023-03-18
First Division A,Belgium,Oostende,1,Westerlo,2,2023-03-18
First Division A,Belgium,Sint-Truiden,2,Seraing,1,2023-03-18
First Division A,Belgium,Standard,2,ZW,2,2023-03-18
Liga Profesional Argentina,Argentina,Unión,1,Racing Club,3,2023-03-18
Liga Profesional Argentina,Argentina,Arsenal,2,Tigre,0,2023-03-18
Primeira Liga,Portugal,Portimonense,0,Vizela,1,2023-03-18
Primeira Liga,Portugal,Arouca,1,Paços Ferreira,1,2023-03-18
Primeira Liga,Portugal,Benfica,5,Guimarães,1,2023-03-18
Primeira Liga,Portugal,Estoril,0,Chaves,2,2023-03-18
J1 League,Japan,F Marinos,2,Kashima,1,2023-03-18
J1 League,Japan,Nagoya,0,Tokyo,0,2023-03-18
J1 League,Japan,Yokohama,1,Kyoto,4,2023-03-18
J1 League,Japan,Gamba,2,Consadole,2,2023-03-18
J1 League,Japan,Sagan,0,Vissel Kobe,1,2023-03-18
J1 League,Japan,Urawa,2,Albirex,1,2023-03-18
J1 League,Japan,Kawasaki,0,Cerezo,0,2023-03-18
Primera A,Colombia,Pereira,0,Atl. Nacional,2,2023-03-18
Primera A,Colombia,Envigado,0,Boyacá Chicó,1,2023-03-18
Primera División,Uruguay,Plaza Colonia,1,La Luz,1,2023-03-18
Primera División,Uruguay,Liverpool,1,City Torque,0,2023-03-18
Primera División,Uruguay,Maldonado,0,Nacional,0,2023-03-18
Primera División,Chile,Ñublense,1,Curicó Unido,2,2023-03-18
Primera División,Chile,Huachipato,3,Everton,0,2023-03-18
Premier League,Ukraine,Vorskla,0,Metalist 1925,0,2023-03-18
Premier League,Ukraine,Dynamo Kyiv,0,Zorya,1,2023-03-18
Premier League,Ukraine,Lviv,2,Kryvbas KR,2,2023-03-18
Premier League,Ukraine,Veres Rivne,0,Dnipro-1,1,2023-03-18
2. Bundesliga,Germany,Greuther Fürth,3,Magdeburg,0,2023-03-18
2. Bundesliga,Germany,Hamburg,0,Holstein,0,2023-03-18
2. Bundesliga,Germany,Regensburg,1,Paderborn,0,2023-03-18
2. Bundesliga,Germany,Darmstadt 98,2,Kaiserslautern,0,2023-03-18
Ekstraklasa,Poland,Śląsk,1,Stal Mielec,1,2023-03-18
Ekstraklasa,Poland,Jagiellonia,2,Zagłębie,2,2023-03-18
Ekstraklasa,Poland,Pogoń,0,Kielce,0,2023-03-18
Ekstraklasa,Poland,Raków,4,Cracovia,1,2023-03-18
Super League,Switzerland,Zürich,2,Luzern,1,2023-03-18
Super League,Switzerland,Sion,1,GC Zürich,2,2023-03-18
Super League 1,Greece,Asteras,2,Panaitolikos,1,2023-03-18
Super League 1,Greece,OFI,1,Levadiakos,1,2023-03-18
Super League 1,Greece,Atromitos,2,Ionikos,0,2023-03-18
Super League 1,Greece,Lamia,2,Giannina,0,2023-03-18
League One,England,Lincoln,0,Peterborough,3,2023-03-18
League One,England,Accrington,0,MK Dons,1,2023-03-18
League One,England,Bristol Rovers,0,Portsmouth,2,2023-03-18
League One,England,Cambridge Utd,1,Charlton,2,2023-03-18
League One,England,Cheltenham,3,Exeter,1,2023-03-18
League One,England,Derby,0,Fleetwood,2,2023-03-18
League One,England,Ipswich,2,Shrewsbury,0,2023-03-18
League One,England,Morecambe,1,Oxford,1,2023-03-18
