Competition,Country,Home Team,Home Score,Away Team,Away Score,Date
UEFA Champions League,Europe,Leipzig,3,Celtic,1,2022-10-05
UEFA Champions League,Europe,Salzburg,1,Dinamo Zagreb,0,2022-10-05
UEFA Champions League,Europe,Benfica,1,PSG,1,2022-10-05
UEFA Champions League,Europe,Chelsea,3,Milan,0,2022-10-05
UEFA Champions League,Europe,Juventus,3,M Haifa,1,2022-10-05
UEFA Champions League,Europe,Man City,5,København,0,2022-10-05
UEFA Champions League,Europe,Real Madrid,2,Shakhtar D,1,2022-10-05
UEFA Champions League,Europe,Sevilla,1,Dortmund,4,2022-10-05
Championship,England,Burnley,1,Stoke,1,2022-10-05
Championship,England,Hull,2,Wigan,1,2022-10-05
Championship,England,Middlesbrough,1,Birmingham,0,2022-10-05
Championship,England,Rotherham,1,Millwall,1,2022-10-05
Championship,England,Watford,1,Swansea,2,2022-10-05
Championship,England,Preston,1,West Bromwich,0,2022-10-05
Premiership,Scotland,Kilmarnock,2,St. Johnstone,1,2022-10-05
Serie A,Brazil,Juventude,2,Corinthians,2,2022-10-05
Liga Profesional Argentina,Argentina,Sarmiento,2,Tigre,2,2022-10-05
Liga Profesional Argentina,Argentina,Vélez,1,Banfield,0,2022-10-05
Liga Profesional Argentina,Argentina,Colón,1,Patronato,0,2022-10-05
Primera División,Chile,Colo Colo,0,Univ Católica,0,2022-10-05
League One,Scotland,Edinburgh City,2,Peterhead,0,2022-10-05
Torneo Federal A,Argentina,Cipolletti,0,Ind Chivilcoy,0,2022-10-05
AFC Cup,Asia,Sogdiana,0,Kuala Lumpur,0,2022-10-05
AFC U17 Asian Cup Qualification,Asia,Australia,23,Mariana Island,0,2022-10-05
Primera División,Bolivia,Nacional,3,Guabirá,1,2022-10-05
Primera División,Bolivia,Wilstermann,1,Bolívar,1,2022-10-05
Serie B,Brazil,Brusque,0,Sport,1,2022-10-05
Serie B,Brazil,CRB,2,Chapecoense,1,2022-10-05
Serie B,Brazil,Grêmio,2,CSA,0,2022-10-05
Serie B,Brazil,Operário,2,Vasco,3,2022-10-05
Serie B,Brazil,Vila Nova,1,Criciúma,0,2022-10-05
Serie B,Brazil,Náutico,4,Tombense,3,2022-10-05
Serie B,Brazil,Novorizontino,1,Bahia,1,2022-10-05
CSL,China PR,Changchun,0,Guangzhou,0,2022-10-05
CSL,China PR,Meizhou,1,Shandong,2,2022-10-05
CSL,China PR,Port,0,Guoan,1,2022-10-05
CSL,China PR,Wuhan Yangtze,0,Rongcheng,1,2022-10-05
Primera B,Colombia,Leones,1,Boyacá Chicó,1,2022-10-05
DBU Pokalen,Denmark,SGI,0,Middelfart,6,2022-10-05
UEFA U17 Championship Qualification,Europe,Finland,2,Greece,1,2022-10-05
UEFA U17 Championship Qualification,Europe,Italy,5,Kosovo,2,2022-10-05
Premier League International Cup,Europe,Fulham,0,Valencia,0,2022-10-05
UEFA Youth League,Europe,FS Jelgava U19,0,MTK,1,2022-10-05
UEFA Youth League,Europe,Apolonia,3,Astana,1,2022-10-05
UEFA Youth League,Europe,Galatasaray,4,Csikszereda,0,2022-10-05
UEFA Youth League,Europe,Pobeda U19,2,Coleraine,2,2022-10-05
UEFA Youth League,Europe,Pyunik U19,0,Nantes,3,2022-10-05
UEFA Youth League,Europe,Slavia,2,Genk,4,2022-10-05
UEFA Youth League,Europe,Omonia Nicosia,1,C. Zvezda,2,2022-10-05
UEFA Youth League,Europe,Slavia,2,Panathinaikos,2,2022-10-05
UEFA Youth League,Europe,Domžale,2,Young Boys,2,2022-10-05
UEFA Youth League,Europe,Trenčín,4,Žalgiris,0,2022-10-05
UEFA Youth League,Europe,Zagłębie,0,Rukh Vynnyky,0,2022-10-05
UEFA Youth League,Europe,Racing U19,2,AIK,3,2022-10-05
UEFA Youth League,Europe,Hibernian U19,2,Molde,1,2022-10-05
UEFA Youth League,Europe,RB Leipzig,1,Celtic,2,2022-10-05
UEFA Youth League,Europe,Real Madrid,6,Shakhtar,1,2022-10-05
UEFA Youth League,Europe,Salzburg,2,Dinamo,0,2022-10-05
UEFA Youth League,Europe,Benfica,0,PSG,1,2022-10-05
UEFA Youth League,Europe,Chelsea,1,Milan,1,2022-10-05
UEFA Youth League,Europe,Man City,1,København,1,2022-10-05
UEFA Youth League,Europe,Sevilla,1,Dortmund,1,2022-10-05
UEFA U19 Championship Women Qualification,Europe,Kazakhstan,0,Czechia,7,2022-10-05
UEFA U19 Championship Women Qualification,Europe,Romania,8,Armenia,0,2022-10-05
UEFA U19 Championship Women Qualification,Europe,Albania,3,Latvia,1,2022-10-05
UEFA U19 Championship Women Qualification,Europe,Bosnia,3,Moldova,2,2022-10-05
UEFA U19 Championship Women Qualification,Europe,England,5,Slovenia,0,2022-10-05
UEFA U19 Championship Women Qualification,Europe,Switzerland,0,Finland,2,2022-10-05
UEFA U19 Championship Women Qualification,Europe,Italy,2,Serbia,2,2022-10-05
UEFA U19 Championship Women Qualification,Europe,Norway,10,Malta,0,2022-10-05
UEFA U19 Championship Women Qualification,Europe,Wales,0,Hungary,3,2022-10-05
UEFA U19 Championship Women Qualification,Europe,Slovakia,1,Denmark,6,2022-10-05
UEFA U19 Championship Women Qualification,Europe,Portugal,1,Belgium,0,2022-10-05
UEFA U19 Championship Women Qualification,Europe,Spain,6,Scotland,0,2022-10-05
Veikkausliiga,Finland,KuPS,0,Haka,0,2022-10-05
Regionalliga,Germany,FSV Frankfurt,2,Mainz 05 II,1,2022-10-05
Úrvalsdeild,Iceland,ÍBV,2,FH,1,2022-10-05
Úrvalsdeild,Iceland,Víkingur R,3,Valur,2,2022-10-05
J2 League,Japan,Omiya,1,Montedio,1,2022-10-05
Emperor Cup,Japan,Ventforet,1,Kashima,0,2022-10-05
Emperor Cup,Japan,Kyoto,1,Sanfrecce,2,2022-10-05
K League 2,Korea Republic,Daejeon,2,Dragons,1,2022-10-05
K League 2,Korea Republic,Chungnam Asan,2,Seoul E-Land,1,2022-10-05
FA Cup,Korea Republic,Daegu,0,Seoul,1,2022-10-05
FA Cup,Korea Republic,Ulsan,1,Jeonbuk Motors,2,2022-10-05
Liga de Expansión MX,Mexico,Leones Negros,0,Celaya,2,2022-10-05
Liga de Expansión MX,Mexico,Pumas Tabasco,0,Dorados,3,2022-10-05
Liga de Expansión MX,Mexico,Venados FC,3,Tlaxcala,0,2022-10-05
Concacaf League,N/C America,Real España,0,Alajuelense,3,2022-10-05
Tweede Divisie,Netherlands,HHC,0,AFC,0,2022-10-05
Tweede Divisie,Netherlands,Katwijk,5,OFC,0,2022-10-05
Tweede Divisie,Netherlands,Rijnsburg,3,Treffers,0,2022-10-05
Tweede Divisie,Netherlands,Sparta II,1,Scheveningen,0,2022-10-05
Division Profesional,Paraguay,Caballero JLM,0,Guaireña,0,2022-10-05
Primera División,Peru,Cienciano,0,Sport Huancayo,1,2022-10-05
Primera División,Peru,César Vallejo,3,Alianza Lima,2,2022-10-05
Primera División,Peru,ADT,1,Melgar,1,2022-10-05
Primera División,Peru,Ayacucho,0,Sp. Cristal,1,2022-10-05
Highland / Lowland,Scotland,Cumbernauld C.,2,Gretna,3,2022-10-05
Highland / Lowland,Scotland,Hearts,2,Tranent,3,2022-10-05
Highland / Lowland,Scotland,Banks O' Dee,2,Deveronvale,0,2022-10-05
Highland / Lowland,Scotland,Brechin,2,Huntly,2,2022-10-05
Highland / Lowland,Scotland,Clachnacuddin,1,Buckie Thistle,4,2022-10-05
Highland / Lowland,Scotland,Forres,4,Wick,2,2022-10-05
Highland / Lowland,Scotland,Lossiemouth,2,Keith,0,2022-10-05
Highland / Lowland,Scotland,Nairn,2,Inverurie,2,2022-10-05
Highland / Lowland,Scotland,Rothes,2,Formartine Utd,2,2022-10-05
Highland / Lowland,Scotland,Strathspey,0,Brora Rangers,11,2022-10-05
Highland / Lowland,Scotland,Turriff Udt,1,Fraserburgh,4,2022-10-05
PSL,South Africa,AmaZulu,0,Richards Bay,1,2022-10-05
PSL,South Africa,Swallows,1,Kaizer Chiefs,2,2022-10-05
2. Lig,Turkey,Bayburt,0,Soma,3,2022-10-05
2. Lig,Turkey,Sivas BS,0,Çorum FK,2,2022-10-05
2. Lig,Turkey,Ankaraspor,1,Bursaspor,1,2022-10-05
2. Lig,Turkey,Düzce,1,Isparta 32,0,2022-10-05
2. Lig,Turkey,Erokspor,5,Afyonspor,1,2022-10-05
2. Lig,Turkey,İnegöl,1,Şanlıurfa,2,2022-10-05
2. Lig,Turkey,Tarsus İY,1,Nazilli BS,1,2022-10-05
2. Lig,Turkey,24 Erzincan,1,Arnavutköy BS,1,2022-10-05
2. Lig,Turkey,Amed,2,Batman Petrol,0,2022-10-05
2. Lig,Turkey,1461 Trabzon F,1,Kastamonuspor,1,2022-10-05
2. Lig,Turkey,Adıyaman,0,Etimesgut BS,0,2022-10-05
2. Lig,Turkey,Pazar,1,Kocaelispor,3,2022-10-05
2. Lig,Turkey,Vanspor,1,Diyarbekirspor,1,2022-10-05
2. Lig,Turkey,Zonguldak,0,Karacabey BS,0,2022-10-05
2. Lig,Turkey,Kırklareli,0,İskenderunspor,2,2022-10-05
2. Lig,Turkey,Uşak Spor,0,Serik BS,1,2022-10-05
2. Lig,Turkey,Balıkesirspor,1,Kırşehir FK,0,2022-10-05
2. Lig,Turkey,Bucaspor 1928,3,Sarıyer,1,2022-10-05
2. Lig,Turkey,Fethiye,0,Ankara Demir,2,2022-10-05
Primera División,Venezuela,Dep. La Guaira,1,Estudiantes M.,0,2022-10-05
Primera División,Venezuela,Colmenárez,0,Caracas,0,2022-10-05
