Competition,Country,Home Team,Home Score,Away Team,Away Score,Date,URL
League Cup,England,MK Dons,0,Leicester,3,2022-12-20,https://www.goal.com/en/match/milton-keynes-dons-vs-leicester-city/z88jl6q371fqqnz1ok06avx0
League Cup,England,Newcastle,1,Bournemouth,0,2022-12-20,https://www.goal.com/en/match/newcastle-united-vs-afc-bournemouth/z0ygmby223agqrjbrylxhtsk
League Cup,England,Southampton,2,Lincoln,1,2022-12-20,https://www.goal.com/en/match/southampton-vs-lincoln-city/yw9md05ysfmq22pjf819fris
League Cup,England,Wolves,2,Gillingham,0,2022-12-20,https://www.goal.com/en/match/wolverhampton-wanderers-vs-gillingham/yszrp8jgfwyx91yz0p76dzbo
AFF Championship,Asia,Cambodia,3,Philippines,2,2022-12-20,https://www.goal.com/en/match/cambodia-vs-philippines/28rnokg26r2hu35on88e8k1sk
AFF Championship,Asia,Brunei,0,Thailand,5,2022-12-20,https://www.goal.com/en/match/brunei-vs-thailand/6k2jdisucb2s9f9j57k5c9v6c
Premiership,Scotland,Aberdeen,2,Rangers,3,2022-12-20,https://www.goal.com/en/match/aberdeen-vs-rangers/9lsrf5thodiv562jdi87athxw
Copa del Rey,Spain,Diocesano,0,Getafe,2,2022-12-20,https://www.goal.com/en/match/diocesano-vs-getafe/9bb2c9u5u5zvtd9sl7kclp444
Copa del Rey,Spain,Guadalajara,0,Elche,3,2022-12-20,https://www.goal.com/en/match/guadalajara-vs-elche/at1c8vyf4n6rq6k9k52z4dafo
Copa del Rey,Spain,Intercity,2,Mirandés,0,2022-12-20,https://www.goal.com/en/match/intercity-vs-mirandes/5m3rlhd9d214mehc6zhjbtbf8
Copa del Rey,Spain,Alcorcón,1,Cartagena,1,2022-12-20,https://www.goal.com/en/match/alcorcon-vs-fc-cartagena/2nhb49v6nvkikonz0r4ufzac4
Copa del Rey,Spain,Guijuelo,1,Villarreal,2,2022-12-20,https://www.goal.com/en/match/guijuelo-vs-villarreal/447gy21umvvdno2kwccily42c
Copa del Rey,Spain,Real Unión,0,Mallorca,1,2022-12-20,https://www.goal.com/en/match/real-union-vs-mallorca/6ir3at9u979rk1ccxrqcnfspg
Copa del Rey,Spain,Sestao,0,Athletic Club,1,2022-12-20,https://www.goal.com/en/match/sestao-river-vs-athletic-club/1065nstt7gu5wzi3e23e288b8
Cup,Turkey,Ankaragücü,2,Tuzla,0,2022-12-20,https://www.goal.com/en/match/ankaraguecue-vs-tuzlaspor/1eimuvbv4hetxcosecmg7jf8
Cup,Turkey,Kasımpaşa,1,Ümraniye,2,2022-12-20,https://www.goal.com/en/match/kasimpasa-vs-uemraniyespor/jbh5kuyonscx0g4x8kmvfh0
Cup,Turkey,Sivasspor,5,Erokspor,2,2022-12-20,https://www.goal.com/en/match/sivasspor-vs-esenler-erokspor/1bybuci7ndjo3gcbm6wnnsb8
Cup,Turkey,Antalyaspor,1,Manisa FK,0,2022-12-20,https://www.goal.com/en/match/antalyaspor-vs-manisa-fk/147qylnozxqlbeqhp63j4lqs
Cup,Turkey,Başakşehir,3,Göztepe,1,2022-12-20,https://www.goal.com/en/match/istanbul-basaksehir-vs-goeztepe/mqg2kniny4uha1o5f9e8g7o
Cup,Turkey,Fenerbahçe,3,İstanbulspor,1,2022-12-20,https://www.goal.com/en/match/fenerbahce-vs-istanbulspor/wjrodutjfk66ywcb3t0a710
League Two,England,Northampton,2,Carlisle,1,2022-12-20,https://www.goal.com/en/match/northampton-town-vs-carlisle-united/9qyb8wczpzcdvq1i4j6zct1qs
Ligue 1,Algeria,Belouizdad,1,US Biskra,1,2022-12-20,https://www.goal.com/en/match/belouizdad-vs-us-biskra/bxcstwp1smf64uzbjuyyevoyc
Ligue 1,Algeria,MC Alger,1,USM Alger,0,2022-12-20,https://www.goal.com/en/match/mc-alger-vs-usm-alger/bxvktzsqhs7e8krl24tr9b8r8
Ligue 1,Algeria,MC Oran,2,Kabylie,1,2022-12-20,https://www.goal.com/en/match/mc-oran-vs-kabylie/by4jngj6ufnb557k7lovdl1xw
Cup,Belgium,Gent,2,Cercle Brugge,0,2022-12-20,https://www.goal.com/en/match/gent-vs-cercle-brugge/bk9v7j2gh58yull68u51gv9jo
