Competition,Country,Home Team,Home Score,Away Team,Away Score,Date,URL
Liga MX,Mexico,Querétaro,2,Juárez,2,2023-03-20,https://www.goal.com/en/match/queretaro-vs-juarez/1o9w4s8rxi5xhk2rh1c8g3ms4
Liga MX,Mexico,León,4,Santos Laguna,1,2023-03-20,https://www.goal.com/en/match/leon-vs-santos-laguna/1oe04gh2r112onoyjamze2ck4
Liga Profesional Argentina,Argentina,Boca Juniors,2,Instituto,3,2023-03-20,https://www.goal.com/en/match/boca-juniors-vs-instituto/1vfgb8agrllguw5frkqvhc2s4
Liga Profesional Argentina,Argentina,Sarmiento,0,River Plate,2,2023-03-20,https://www.goal.com/en/match/sarmiento-vs-river-plate/1w5uv7229rvb1estn2nojdd04
Liga Profesional Argentina,Argentina,Talleres,0,Banfield,1,2023-03-20,https://www.goal.com/en/match/talleres-de-cordoba-vs-banfield/1vbkt2to9rce6x9jz3mpk2vx0
Primera A,Colombia,Millonarios,2,Águilas D,2,2023-03-20,https://www.goal.com/en/match/millonarios-vs-aguilas-doradas/ag08mipbxuzxwdn498ei71ct0
Primera A,Colombia,Medellín,1,Jaguares,0,2023-03-20,https://www.goal.com/en/match/independiente-medellin-vs-jaguares-de-cordoba/afaxpquqpjdoptr8npnug3xuc
Primera División,Uruguay,Racing,1,Wanderers,1,2023-03-20,https://www.goal.com/en/match/racing-vs-wanderers/du1unao4u5eanpjnu4ig6gbv8
Primera División,Chile,U. de Chile,0,Copiapó,0,2023-03-20,https://www.goal.com/en/match/universidad-de-chile-vs-copiapo/bnfo6jbewinnt9113tz7hmp78
Primera División,Chile,Magallanes,1,Univ Católica,1,2023-03-20,https://www.goal.com/en/match/magallanes-vs-universidad-catolica/bna7baubj8txaqla8mql0o5jo
Primera División,Chile,Unión Española,2,Palestino,0,2023-03-20,https://www.goal.com/en/match/union-espanola-vs-palestino/bnuoufmhnzvab1anyc453enmc
Africa Cup of Nations Qualification,Africa,Kenya,N/A,Cameroon,N/A,2023-03-20,https://www.goal.com/en/match/kenya-vs-cameroon/4zhm97o40k5h9pznh5hyjhvro
Africa Cup of Nations Qualification,Africa,Liberia,N/A,Zimbabwe,N/A,2023-03-20,https://www.goal.com/en/match/liberia-vs-zimbabwe/d9houix8r0sdortzq5ishawwk
Primera Nacional,Argentina,Racing Córdoba,1,Maipú,0,2023-03-20,https://www.goal.com/en/match/racing-cordoba-vs-deportivo-maipu/ca3eilb25g5jhobfi2s22z3f8
Primera Nacional,Argentina,Temperley,3,San Telmo,0,2023-03-20,https://www.goal.com/en/match/temperley-vs-san-telmo/b1j8cfb8x34m2agw1wx9e1lp0
Primera Nacional,Argentina,Güemes,1,Gim Mendoza,0,2023-03-20,https://www.goal.com/en/match/club-atletico-gueemes-vs-gimnasia-mendoza/b0pfzhzrd8d50hz0256cowtn8
Primera Nacional,Argentina,SM Tucumán,1,Almagro,0,2023-03-20,https://www.goal.com/en/match/san-martin-tucuman-vs-almagro/b1frmmoklsdfk8pexotxlsydw
Primera Nacional,Argentina,Estudiantes RC,1,Def Unidos,0,2023-03-20,https://www.goal.com/en/match/estudiantes-rio-cuarto-vs-defensores-unidos/b15kiyhu3rp72bu21ub1yuadw
Primera Nacional,Argentina,Riestra,2,Villa Dálmine,1,2023-03-20,https://www.goal.com/en/match/deportivo-riestra-vs-villa-dalmine/c9zy9d1lyoui3mjrf2g2x8rh0
