Competition,Country,Home Team,Home Score,Away Team,Away Score,Date,URL
Serie A,Italy,Cremonese,2,Roma,1,2023-02-28,https://www.goal.com/en/match/cremonese-vs-roma/57kq2kxmj0cy7yugrr3yi2fpw
Serie A,Italy,Juventus,4,Torino,2,2023-02-28,https://www.goal.com/en/match/juventus-vs-torino/57s8k0101xk00rmnsu793bhuc
Championship,England,Preston,0,Coventry,0,2023-02-28,https://www.goal.com/en/match/preston-north-end-vs-coventry-city/69v5ynt1o4drhcjj5yhy6c5qs
Championship,England,Luton,2,Millwall,2,2023-02-28,https://www.goal.com/en/match/luton-town-vs-millwall/62jmoen747pvrxbyt0f2a7eac
FA Cup,England,Stoke,0,Brighton,1,2023-02-28,https://www.goal.com/en/match/stoke-city-vs-brighton-and-hove-albion/euuxv2jswfu2chw0eid5nhyxg
FA Cup,England,Leicester,1,Blackburn,2,2023-02-28,https://www.goal.com/en/match/leicester-city-vs-blackburn-rovers/e6ubf3lmxnutofonalhwcbthw
FA Cup,England,Fulham,2,Leeds,0,2023-02-28,https://www.goal.com/en/match/fulham-vs-leeds-united/1gki85gpczu6erhn2d7zwygwk
FA Cup,England,Bristol City,0,Man City,3,2023-02-28,https://www.goal.com/en/match/bristol-city-vs-manchester-city/1ys2ustkt3409c6hxa11dadxw
MLS,USA,Portland,1,Sporting KC,0,2023-02-28,https://www.goal.com/en/match/portland-timbers-vs-sporting-kc/9h9qa1j31ia0r97ojdznx5el0
Liga MX,Mexico,León,1,Monterrey,1,2023-02-28,https://www.goal.com/en/match/leon-vs-monterrey/1l5q37jalv70rx42qegl3fcwk
Copa do Brasil,Brazil,Resende,1,Ferroviário,2,2023-02-28,https://www.goal.com/en/match/resende-vs-ferroviario/1eoc3ionffgwz1su5d634f1n8
Liga Profesional Argentina,Argentina,Racing Club,2,Lanús,1,2023-02-28,https://www.goal.com/en/match/racing-club-vs-lanus/1raech1rp97s2d664mshhjl04
Liga Profesional Argentina,Argentina,Córdoba SdE,1,Argentinos,0,2023-02-28,https://www.goal.com/en/match/central-cordoba-sde-vs-argentinos-juniors/1r12cm8aaju73b8hikwepwf84
Primeira Liga,Portugal,Guimarães,2,Braga,1,2023-02-28,https://www.goal.com/en/match/vitoria-guimaraes-vs-sporting-braga/bvk7efw1nyh3pxmxgl69abdas
Coupe de France,France,Lyon,2,Grenoble,1,2023-02-28,https://www.goal.com/en/match/olympique-lyonnais-vs-grenoble-foot-38/5flyzerahbfvpd7wxx8ti06c4
Primera A,Colombia,Atl. Nacional,3,Huila,1,2023-02-28,https://www.goal.com/en/match/atletico-nacional-vs-atletico-huila/actcad0kd4dsydefry5av8idw
Primera A,Colombia,Boyacá Chicó,1,Pasto,1,2023-02-28,https://www.goal.com/en/match/boyaca-chico-vs-deportivo-pasto/acj31ijnpdr2hryccqv2js8pg
Primera División,Uruguay,La Luz,1,City Torque,1,2023-02-28,https://www.goal.com/en/match/la-luz-vs-city-torque/dnx9o7y32ohpj7jb4bg2d2784
Primera División,Uruguay,Wanderers,1,Liverpool,1,2023-02-28,https://www.goal.com/en/match/wanderers-vs-liverpool/do6r67x0l3iqg0iqgxd66v190
Primera División,Chile,Copiapó,2,O'Higgins,2,2023-02-28,https://www.goal.com/en/match/copiapo-vs-o-higgins/bl9cqgey6exlo85hohrm53ndg
Primera División,Chile,Everton,3,Audax,1,2023-02-28,https://www.goal.com/en/match/everton-vs-audax-italiano/bkyfehsksvhb7xt0qihcwr8yc
Premier League,Ukraine,Minai,1,Shakhtar D,4,2023-02-28,https://www.goal.com/en/match/minai-vs-shakhtar-donetsk/xwingz6fhbpt5vj7shqvn9ck
League One,England,Derby,2,Cheltenham,0,2023-02-28,https://www.goal.com/en/match/derby-county-vs-cheltenham-town/7ig6plts8abrhqfg7931du87o
League One,England,Lincoln,1,MK Dons,1,2023-02-28,https://www.goal.com/en/match/lincoln-city-vs-milton-keynes-dons/7inrdf5oexpbu72v5qby6tjis
League One,England,Peterborough,0,Charlton,0,2023-02-28,https://www.goal.com/en/match/peterborough-united-vs-charlton-athletic/84dpz3j9fvstvxt01c7uo8glw
League One,England,Portsmouth,3,Bolton,1,2023-02-28,https://www.goal.com/en/match/portsmouth-vs-bolton-wanderers/7j78cfkcmmqbrza03z7ewzt3o
