Competition,Country,Home Team,Home Score,Away Team,Away Score,Date,URL
Premier League,England,Brentford,2,Brighton,0,2022-10-14,https://www.goal.com/en/match/brentford-vs-brighton-and-hove-albion/7j2f27lvhsjywsg1w985ecnx0
La Liga,Spain,Vallecano,0,Getafe,0,2022-10-14,https://www.goal.com/en/match/rayo-vallecano-vs-getafe/9dteydova32tahk0nfwzv5rmc
Bundesliga,Germany,Schalke 04,0,Hoffenheim,3,2022-10-14,https://www.goal.com/en/match/schalke-04-vs-hoffenheim/dhcott7s1gml3k9ub9ta4ccgk
Ligue 1,France,Strasbourg,0,Lille,3,2022-10-14,https://www.goal.com/en/match/strasbourg-vs-lille/qt5gy4acxista074ahyuyi38
Eredivisie,Netherlands,Emmen,1,Volendam,1,2022-10-14,https://www.goal.com/en/match/emmen-vs-volendam/3aj3u3n9k9fcq3a3iy317s5jo
A-League Men,Australia,Brisbane,0,Melbourne City,2,2022-10-14,https://www.goal.com/en/match/brisbane-roar-vs-melbourne-city/2avb4xoajoc9k56uvd7sdnuac
Süper Lig,Turkey,Alanyaspor,3,Antalyaspor,2,2022-10-14,https://www.goal.com/en/match/alanyaspor-vs-antalyaspor/gpf2c88opko0afagrnwgmiac
Liga MX,Mexico,Toluca,4,Santos Laguna,3,2022-10-14,https://www.goal.com/en/match/toluca-vs-santos-laguna/d22s818ao8s2jclky3tgic4yc
Liga MX,Mexico,Tigres,1,Pachuca,0,2022-10-14,https://www.goal.com/en/match/tigres-uanl-vs-pachuca/d1yrujg0aepdcb01yuufyu2hg
First Division A,Belgium,Westerlo,2,Seraing,2,2022-10-14,https://www.goal.com/en/match/westerlo-vs-rfc-seraing/dd200jppjviray4jhs9meip78
Liga Profesional Argentina,Argentina,Godoy Cruz,0,Argentinos,0,2022-10-14,https://www.goal.com/en/match/godoy-cruz-vs-argentinos-juniors/aj6r0bowwur3gtf2a5vhrhuz8
Liga Profesional Argentina,Argentina,Lanús,0,Patronato,1,2022-10-14,https://www.goal.com/en/match/lanus-vs-patronato/aiyx8fq6b69ewue3b70586q6s
Liga Profesional Argentina,Argentina,Atl. Tucumán,1,R. Central,1,2022-10-14,https://www.goal.com/en/match/atletico-tucuman-vs-rosario-central/aikqmpgr1hy1gtef5ofef4tn8
Liga Profesional Argentina,Argentina,NOB,0,Tigre,2,2022-10-14,https://www.goal.com/en/match/newell-s-old-boys-vs-tigre/ajuizsqw805yw9dfh7nlkvok4
Liga Profesional Argentina,Argentina,Colón,0,Racing Club,2,2022-10-14,https://www.goal.com/en/match/colon-vs-racing-club/air02iww0eqmacq7adaelhvdg
Superliga,Denmark,Lyngby,0,AaB,2,2022-10-14,https://www.goal.com/en/match/lyngby-vs-aab/5clkpzxe9hg7f1ac7m68hjs44
Primera A,Colombia,Junior,1,Magdalena,1,2022-10-14,https://www.goal.com/en/match/junior-vs-union-magdalena/21xvzdkbwqz9cg4yl1kpcgg7o
Primera A,Colombia,Once Caldas,1,Atl. Nacional,0,2022-10-14,https://www.goal.com/en/match/once-caldas-vs-atletico-nacional/221p7t3e9mr67i2rim1wdde6s
Primera División,Uruguay,Albion,0,Nacional,1,2022-10-14,https://www.goal.com/en/match/albion-vs-nacional/7k5nkd3zn6ywakkddzvhxbuvo
Primera División,Uruguay,Wanderers,2,Cerrito,1,2022-10-14,https://www.goal.com/en/match/wanderers-vs-cerrito/7jdynyfv2olt6kvjmzsr76fbo
Premier League,Ukraine,Minai,1,Veres Rivne,1,2022-10-14,https://www.goal.com/en/match/minai-vs-veres-rivne/vmc46ashqystzjggj1jfd53o
2. Bundesliga,Germany,Greuther Fürth,2,Rostock,2,2022-10-14,https://www.goal.com/en/match/greuther-fuerth-vs-hansa-rostock/44fsp9ox4prdrf0ze9nsxu1w4
2. Bundesliga,Germany,St. Pauli,3,Hamburg,0,2022-10-14,https://www.goal.com/en/match/st-pauli-vs-hamburger-sv/44j9bhg3bgafraham2h4148pg
Ekstraklasa,Poland,Kielce,0,Stal Mielec,2,2022-10-14,https://www.goal.com/en/match/korona-kielce-vs-stal-mielec/deigwnqfpam8as8reksv6off8
Ekstraklasa,Poland,Wisła Płock,2,Legia,1,2022-10-14,https://www.goal.com/en/match/wisla-plock-vs-legia-warszawa/dffb102a9byu0khl5tjprljpw
Allsvenskan,Sweden,Elfsborg,1,Degerfors,1,2022-10-14,https://www.goal.com/en/match/elfsborg-vs-degerfors/7jj7phjwl8lzvcpdz071xz190
League Two,England,Tranmere,3,Crewe,0,2022-10-14,https://www.goal.com/en/match/tranmere-rovers-vs-crewe-alexandra/9hug27ew37ouvmhptbmnm03ys
Serie B,Italy,Venezia,1,Frosinone,3,2022-10-14,https://www.goal.com/en/match/venezia-vs-frosinone/eqcofs0s8fjjuxqmokj8knpqs
Championship,Scotland,Queen's Park,1,Arbroath,1,2022-10-14,https://www.goal.com/en/match/queen-s-park-vs-arbroath/avfwoqdgr1fvswpmcwui7l0r8
