Competition,Country,Home Team,Home Score,Away Team,Away Score,Date,URL
UEFA Champions League,Europe,Frankfurt,0,Napoli,2,2023-02-21,https://www.goal.com/en/match/eintracht-frankfurt-vs-napoli/b6j1ldg89za1can784v8b3x90
UEFA Champions League,Europe,Liverpool,2,Real Madrid,5,2023-02-21,https://www.goal.com/en/match/liverpool-vs-real-madrid/7m54f3ngvtyxrqt0trvklpdlg
Championship,England,Blackburn,1,Blackpool,0,2023-02-21,https://www.goal.com/en/match/blackburn-rovers-vs-blackpool/6953qa8ryo4vhdpodtnga3kt0
Championship,England,Millwall,1,Burnley,1,2023-02-21,https://www.goal.com/en/match/millwall-vs-burnley/69o5fddyuub1pfhq8gr31j0gk
Championship,England,Norwich,3,Birmingham,1,2023-02-21,https://www.goal.com/en/match/norwich-city-vs-birmingham-city/69rlg0wkwr1ffhirs0zi2ayac
Championship,England,Rotherham,2,Sunderland,1,2023-02-21,https://www.goal.com/en/match/rotherham-united-vs-sunderland/6a250fpowrrkq1oslz33khbtg
Championship,England,Swansea,1,Stoke,3,2023-02-21,https://www.goal.com/en/match/swansea-city-vs-stoke-city/6a5m00eia1iax6v166h86r4lw
Liga Profesional Argentina,Argentina,Sarmiento,0,San Lorenzo,1,2023-02-21,https://www.goal.com/en/match/sarmiento-vs-san-lorenzo/1qi3vcr061xpquzr68mdws0lw
Liga Profesional Argentina,Argentina,Atl. Tucumán,1,Vélez,1,2023-02-21,https://www.goal.com/en/match/atletico-tucuman-vs-velez-sarsfield/1py80mqlns3msrw3t1x0ype6s
Primeira Liga,Portugal,Benfica,3,Boavista,1,2023-02-21,https://www.goal.com/en/match/benfica-vs-boavista/bumv5fbqx49ms182nraewppn8
Primera A,Colombia,Cali,1,Águilas D,1,2023-02-21,https://www.goal.com/en/match/deportivo-cali-vs-aguilas-doradas/abyht9wwy413w4cihh1a3mplg
Primera División,Uruguay,City Torque,0,Wanderers,1,2023-02-21,https://www.goal.com/en/match/city-torque-vs-wanderers/djvry1qdhiq7anbdywpmsrehg
Primera División,Chile,Palestino,1,U. La Calera,1,2023-02-21,https://www.goal.com/en/match/palestino-vs-union-la-calera/bk3tz8o8pkassiwy6ueuauqz8
League One,England,Fleetwood,1,Cambridge Utd,0,2023-02-21,https://www.goal.com/en/match/fleetwood-town-vs-cambridge-united/7wmvri41cbpo2x0lg4grz4v84
League One,England,Morecambe,1,Port Vale,0,2023-02-21,https://www.goal.com/en/match/morecambe-vs-port-vale/846vl2u1wwdcwvuqb48yehtlg
League Two,England,Grimsby,0,Harrogate,0,2023-02-21,https://www.goal.com/en/match/grimsby-town-vs-harrogate-town/9xpxntyfe8i8qs468b09nxf6c
League Two,England,Hartlepool,0,Newport,1,2023-02-21,https://www.goal.com/en/match/hartlepool-united-vs-newport-county/9qn2wiqqjvbm65po52f5uy32s
League Two,England,Rochdale,1,Stockport,2,2023-02-21,https://www.goal.com/en/match/rochdale-vs-stockport-county/9pl5fyxclvq538byjq3uwrqc4
League Two,England,Walsall,0,Crewe,0,2023-02-21,https://www.goal.com/en/match/walsall-vs-crewe-alexandra/9r94bm3qqv1in3q0551z6blzo
National League,England,Barnet,2,Altrincham,4,2023-02-21,https://www.goal.com/en/match/barnet-vs-altrincham/9qz5c4lwotwpgww9lrhk6zn6c
National League,England,Chesterfield,1,Wealdstone,1,2023-02-21,https://www.goal.com/en/match/chesterfield-vs-wealdstone/9r2xgitt6u9kcjgfmyoolbi8k
National League,England,Dag & Red,2,Aldershot,1,2023-02-21,https://www.goal.com/en/match/dagenham-and-redbridge-vs-aldershot-town/9r6ooobgfy6gm32bx049mtdzo
National League,England,Dorking W,3,Torquay,2,2023-02-21,https://www.goal.com/en/match/dorking-wanderers-vs-torquay-united/9rakfisplv2dakhthmmta49as
National League,England,Gateshead,2,Oldham,1,2023-02-21,https://www.goal.com/en/match/gateshead-vs-oldham-athletic/9ri6rlvpswkw00xkpn6a7yw44
National League,England,Halifax,1,Solihull,1,2023-02-21,https://www.goal.com/en/match/halifax-town-vs-solihull-moors/9rekhdb90y78tai5yttl0eeqc
National League,England,Maidenhead Utd,2,Yeovil,0,2023-02-21,https://www.goal.com/en/match/maidenhead-united-vs-yeovil-town/9rlwblvvkuf093k3yum4poqok
National League,England,Maidstone Utd,1,Eastleigh,3,2023-02-21,https://www.goal.com/en/match/maidstone-united-vs-eastleigh/9rpl203yhm5l4pn5lj884uql0
National League,England,Notts,4,Southend,0,2023-02-21,https://www.goal.com/en/match/notts-county-vs-southend-united/9rtb9duu3gwzhtjsad7oftvys
National League,England,Woking,2,Bromley,1,2023-02-21,https://www.goal.com/en/match/woking-vs-bromley/9ryo7tj16lc2u9uclzlc0jp5g
National League,England,Wrexham,2,Scunthorpe,0,2023-02-21,https://www.goal.com/en/match/wrexham-vs-scunthorpe-united/9s2cwcr6pjq39aafcfsbqkw7o
National League,England,York,1,Boreham Wood,1,2023-02-21,https://www.goal.com/en/match/york-city-vs-boreham-wood/9s65vhpz79ykul4a4iaotxrf8
Championship,Scotland,Hamilton,2,Inverness,1,2023-02-21,https://www.goal.com/en/match/hamilton-academical-vs-inverness-ct/ayzeegmierwrapc6lzlfw2rys
League Two,Scotland,Albion,3,Elgin,0,2023-02-21,https://www.goal.com/en/match/albion-rovers-vs-elgin-city/dayiid78bptd3q5ymszki4ums
Club Friendlies,World,Konyaspor,5,Afyonspor,0,2023-02-21,https://www.goal.com/en/match/konyaspor-vs-afyonspor/et61k4a53rs00z84s0a294i6s
Africa U20 Cup of Nations,Africa,Gambia,1,Tunisia,0,2023-02-21,https://www.goal.com/en/match/gambia-u20-vs-tunisia-u20/720wzrdw62ingyrqmqxwpffo4
Africa U20 Cup of Nations,Africa,Benin,1,Zambia,1,2023-02-21,https://www.goal.com/en/match/benin-u20-vs-zambia-u20/726m7pkyphwlwtspbfmhoufis
Primera Nacional,Argentina,Nueva Chicago,1,SM Tucumán,0,2023-02-21,https://www.goal.com/en/match/nueva-chicago-vs-san-martin-tucuman/axz8f6eq96cmzucsydtluoff8
Primera Nacional,Argentina,Atlanta,0,Rafaela,0,2023-02-21,https://www.goal.com/en/match/atlanta-vs-atletico-rafaela/c6chfmm8cai3e8qc7fu0a17h0
