Competition,Country,Home Team,Home Score,Away Team,Away Score,Date,URL
Friendlies,World,Trinidad,1,Guatemala,0,2023-06-12,https://www.goal.com/en/match/trinidad-and-tobago-vs-guatemala/87wxrf533cg6ypsluig0b3f8
Friendlies,World,Chile,3,Cuba,0,2023-06-12,https://www.goal.com/en/match/chile-vs-cuba/96l6nzedtbb1cqkyfzzbhjx0
Friendlies,World,Germany,3,Ukraine,3,2023-06-12,https://www.goal.com/en/match/germany-vs-ukraine/efdsh2boypucilhh4zblf21as
Friendlies,World,Kuwait,3,Zambia,0,2023-06-12,https://www.goal.com/en/match/kuwait-vs-zambia/9hvfxqjcxf62c01tu2mykj0no
Friendlies,World,Morocco,0,Cabo Verde,0,2023-06-12,https://www.goal.com/en/match/morocco-vs-cabo-verde/dn83dq8lp1vx1za4huraa5gr8
MLS,USA,Portland,1,Dallas,0,2023-06-12,https://www.goal.com/en/match/portland-timbers-vs-dallas/a6a6km77ih32mx4givxmdj8d0
Serie A,Brazil,Flamengo,3,Grêmio,0,2023-06-12,https://www.goal.com/en/match/flamengo-vs-gremio/bxxrvl30cujv4xe3vu56qukno
Serie A,Brazil,Goiás,2,Fluminense,2,2023-06-12,https://www.goal.com/en/match/goias-vs-fluminense/byyosuea4ck7kzwfen25g3p5g
Liga Profesional Argentina,Argentina,NOB,1,Unión,1,2023-06-12,https://www.goal.com/en/match/newell-s-old-boys-vs-union/2d591oae9wta0pa5re0m6aej8
Liga Profesional Argentina,Argentina,San Lorenzo,0,Córdoba SdE,0,2023-06-12,https://www.goal.com/en/match/san-lorenzo-vs-central-cordoba-sde/2by9t15zqke08pu6z1ub7h4wk
Primera A,Colombia,Boyacá Chicó,2,Millonarios,1,2023-06-12,https://www.goal.com/en/match/boyaca-chico-vs-millonarios/8bb4bl3g0twqg28grmysk3p5g
Torneo Federal A,Argentina,S Resistencia,1,SM Formosa,0,2023-06-12,https://www.goal.com/en/match/sarmiento-resistencia-vs-san-martin-formosa/4g7p6lqhl7zs7p6a7m1rpebdg
Prim B Metro,Argentina,Merlo,1,Urquiza,0,2023-06-12,https://www.goal.com/en/match/deportivo-merlo-vs-uai-urquiza/ecfi9h6dvuz49iitx8p2g4104
Victoria NPL Women,Australia,Bulleen,2,Heidelberg,0,2023-06-12,https://www.goal.com/en/match/bulleen-lions-vs-heidelberg-united/cllancqy80xf5bln92psq4t1w
Primera División,Bolivia,O. Petrolero,1,Libertad,1,2023-06-12,https://www.goal.com/en/match/oriente-petrolero-vs-libertad-gran-mamore/4nnn0j2il9ah4nnbm34b9icr8
Serie B,Brazil,Vitória,0,Criciúma,1,2023-06-12,https://www.goal.com/en/match/vitoria-vs-criciuma/bjiiu6ie2bp0q2ub7c87bw4k4
Serie B,Brazil,Juventude,1,Tombense,2,2023-06-12,https://www.goal.com/en/match/juventude-vs-tombense/bk279orib4941mu6v91gbwpw4
Serie C,Brazil,América RN,2,Brusque,1,2023-06-12,https://www.goal.com/en/match/america-rn-vs-brusque/12w7nn9j96y4aau5h6t9s7578
Serie C,Brazil,Erechim,1,São José RS,0,2023-06-12,https://www.goal.com/en/match/ypiranga-erechim-vs-sao-jose-rs/123ogdblzug8lesb37pm980lw
Serie C,Brazil,Floresta,0,Altos,0,2023-06-12,https://www.goal.com/en/match/floresta-vs-altos/13ovn701kmwghxr33c3395mhg
Serie D,Brazil,Humaitá,1,São Raimundo R,0,2023-06-12,https://www.goal.com/en/match/humaita-vs-sao-raimundo-rr/b9od13k8vaxxlj5aosbknf6l0
