Competition,Country,Home Team,Home Score,Away Team,Away Score,Date,URL
La Liga,Spain,Vallecano,2,Osasuna,1,2023-04-14,https://www.goal.com/en/match/rayo-vallecano-vs-osasuna/9zrnkfvogvyck2zx1zrnywm50
Serie A,Italy,Cremonese,1,Empoli,0,2023-04-14,https://www.goal.com/en/match/cremonese-vs-empoli/5do5s275x0f9yqhe0472uo55g
Serie A,Italy,Spezia,0,Lazio,3,2023-04-14,https://www.goal.com/en/match/spezia-vs-lazio/5edl4q43xhs9u2ni879d3lez8
Bundesliga,Germany,Schalke 04,5,Hertha BSC,2,2023-04-14,https://www.goal.com/en/match/schalke-04-vs-hertha-bsc/e09bbkud70fr0mw6vy9pjjb4k
Ligue 1,France,Toulouse,1,Lyon,2,2023-04-14,https://www.goal.com/en/match/toulouse-vs-olympique-lyonnais/1dx606qzg8id7teeqe2nmoowk
Championship,England,Middlesbrough,5,Norwich,1,2023-04-14,https://www.goal.com/en/match/middlesbrough-vs-norwich-city/6p8q22pziybjdrbearwub5gk4
Eredivisie,Netherlands,Excelsior,2,Go Ahead,1,2023-04-14,https://www.goal.com/en/match/excelsior-vs-go-ahead-eagles/3tsnaw2xunsbobm05tbagu0ic
A-League Men,Australia,Newcastle,2,Macarthur,1,2023-04-14,https://www.goal.com/en/match/newcastle-jets-vs-macarthur/2qcbt8c42z4m1jv0r2t8rhct0
Süper Lig,Turkey,Antalyaspor,3,Alanyaspor,1,2023-04-14,https://www.goal.com/en/match/antalyaspor-vs-alanyaspor/14kt2o4eficvjhcbauc9jt89g
Süper Lig,Turkey,Galatasaray,6,Kayseri,0,2023-04-14,https://www.goal.com/en/match/galatasaray-vs-kayserispor/15ous1fccjsc3x7t3qug3imms
Premiership,Scotland,Ross County,0,Aberdeen,1,2023-04-14,https://www.goal.com/en/match/ross-county-vs-aberdeen/a2mpcdbm9ffz2c9xbnclizthw
Liga MX,Mexico,San Luis,2,Juárez,0,2023-04-14,https://www.goal.com/en/match/atletico-san-luis-vs-juarez/1qmov54yk6xmt0wjmbk89e13o
First Division A,Belgium,Standard,3,Charleroi,1,2023-04-14,https://www.goal.com/en/match/standard-liege-vs-sporting-charleroi/dzbx1w5ssk201k4pl8nvpoxsk
Copa do Brasil,Brazil,Náutico,1,Cruzeiro,0,2023-04-14,https://www.goal.com/en/match/nautico-vs-cruzeiro/23kvr0e3lobyo7hrydv3u9jpw
Copa do Brasil,Brazil,Maringá,2,Flamengo,0,2023-04-14,https://www.goal.com/en/match/maringa-vs-flamengo/24xz0fm6zvvsg2b12gy49vi1g
Copa do Brasil,Brazil,ABC,0,Grêmio,2,2023-04-14,https://www.goal.com/en/match/abc-vs-gremio/24o86kn6zfd9h124pzydq1pn8
Liga Profesional Argentina,Argentina,River Plate,3,Gimn La Plata,0,2023-04-14,https://www.goal.com/en/match/river-plate-vs-gimnasia-la-plata/1zsm4gkxtoze6seg7zv82hudw
Liga Profesional Argentina,Argentina,Tigre,1,Sarmiento,0,2023-04-14,https://www.goal.com/en/match/tigre-vs-sarmiento/1zinlg8sssiwfulcijzph5st0
Concacaf Champions Cup,N/C America,Tigres,5,Motagua,0,2023-04-14,https://www.goal.com/en/match/tigres-uanl-vs-motagua/a49rrd2bmapvls4fmo2vz13bo
Primeira Liga,Portugal,Famalicão,2,Guimarães,1,2023-04-14,https://www.goal.com/en/match/famalicao-vs-vitoria-guimaraes/c0uct6vrj4kjdb4bzogvznqqc
Superliga,Denmark,Midtjylland,1,AaB,1,2023-04-14,https://www.goal.com/en/match/midtjylland-vs-aab/792nte2phgcz7bxikfbxt5k44
Primera A,Colombia,Pasto,1,Bucaramanga,0,2023-04-14,https://www.goal.com/en/match/deportivo-pasto-vs-atletico-bucaramanga/akh3z2195fo1y3b505cslj578
Primera A,Colombia,Junior,1,Boyacá Chicó,1,2023-04-14,https://www.goal.com/en/match/junior-vs-boyaca-chico/ajx5j4d38g3ez1pwhpx37bfh0
Primera División,Chile,Palestino,1,Cobresal,5,2023-04-14,https://www.goal.com/en/match/palestino-vs-cobresal/bobbs8d7n1lag6gzcqg5p0hlg
Bundesliga,Austria,Ried,1,WSG Tirol,1,2023-04-14,https://www.goal.com/en/match/ried-vs-wsg-tirol/ev8s6slza2qgyefbq4f02j2ms
Premier League,Ukraine,Minai,1,Kryvbas KR,0,2023-04-14,https://www.goal.com/en/match/minai-vs-kryvbas-kr/1916az1adwp5tb0ko4r6g093o
Premier League,Ukraine,Inhulets',0,Kolos,1,2023-04-14,https://www.goal.com/en/match/inhulets-vs-kolos-kovalivka/18s7rv226gqjskdwonhy924us
Premier League,Ukraine,Rukh Vynnyky,1,Dynamo Kyiv,1,2023-04-14,https://www.goal.com/en/match/rukh-vynnyky-vs-dynamo-kyiv/19j6zp687cktba09n164ld6ac
2. Bundesliga,Germany,Greuther Fürth,2,Regensburg,1,2023-04-14,https://www.goal.com/en/match/greuther-fuerth-vs-jahn-regensburg/4isfomzi5h87suphf1p6kx2c4
2. Bundesliga,Germany,Hannover,0,Heidenheim,3,2023-04-14,https://www.goal.com/en/match/hannover-96-vs-heidenheim/4j9p1zqc19zvnttpiwjlh3fh0
Ekstraklasa,Poland,Warta Poznań,3,Śląsk,1,2023-04-14,https://www.goal.com/en/match/warta-poznan-vs-slask-wroclaw/dwhmp5pt77oy0z7mnx30oy1w4
Ekstraklasa,Poland,Zagłębie,0,Górnik,2,2023-04-14,https://www.goal.com/en/match/zaglebie-lubin-vs-gornik-zabrze/dvqeonhm4mybrenhjuwnzakno
Serie B,Italy,Modena,1,Parma,1,2023-04-14,https://www.goal.com/en/match/modena-vs-parma/ad3hdhsci9hocadem938oxzo
Championship,Scotland,Queen's Park,1,Hamilton,0,2023-04-14,https://www.goal.com/en/match/queen-s-park-vs-hamilton-academical/b7r9qcv6oxfqrsbvcphusyln8
Ligue 1,Algeria,Belouizdad,1,Paradou,1,2023-04-14,https://www.goal.com/en/match/belouizdad-vs-paradou-ac/dg6519u6funcvra8lf54p0ljo
Primera Nacional,Argentina,Rafaela,2,Aldosivi,2,2023-04-14,https://www.goal.com/en/match/atletico-rafaela-vs-aldosivi/cd6ll9pyudapjyvgfj0unws9g
Victoria NPL,Australia,Green Gully,1,Hume City,3,2023-04-14,https://www.goal.com/en/match/green-gully-vs-hume-city/rydpq4f8pfjnsclclrn4sx04
Victoria NPL,Australia,Altona Magic,5,St. Albans,1,2023-04-14,https://www.goal.com/en/match/altona-magic-vs-st-albans-saints/s9i5g24rqiombi0oj8ofqadw
Victoria NPL Women,Australia,Box Hill,2,Emerging,5,2023-04-14,https://www.goal.com/en/match/box-hill-united-vs-fv-emerging/chsckmei8gjejkw0t1v339iqc
