Competition,Country,Home Team,Home Score,Away Team,Away Score,Date,URL
UEFA Champions League,Europe,Valmiera,1,Olimpija,2,2023-07-19,https://www.goal.com/en/match/valmiera-vs-olimpija/9if406behug6shyav7sgw42l0
UEFA Champions League,Europe,Dinamo Tbilisi,1,Astana,2,2023-07-19,https://www.goal.com/en/match/dinamo-tbilisi-vs-astana/9knp9ffzr8l2cbvtp6h72ojdg
UEFA Champions League,Europe,Ferencváros,0,KÍ,3,2023-07-19,https://www.goal.com/en/match/ferencvaros-vs-ki/9i605o7q3hoh55m8rekpr5no4
UEFA Champions League,Europe,Qarabağ,4,Red Imps,0,2023-07-19,https://www.goal.com/en/match/qarabag-vs-lincoln-red-imps/9ix5n4nu06s98avnw1r7yl0yc
UEFA Champions League,Europe,Ludogorets,4,Ballkani,0,2023-07-19,https://www.goal.com/en/match/ludogorets-vs-ballkani/9hbl0y2kh20xfz0x6rypqq13o
UEFA Champions League,Europe,Swift,0,Slovan,2,2023-07-19,https://www.goal.com/en/match/swift-hesperange-vs-slovan-bratislava/9jf77odnoaajlwgr3tbhmwglw
UEFA Champions League,Europe,Larne,2,HJK,2,2023-07-19,https://www.goal.com/en/match/larne-vs-hjk/9io61d36ntwqs0qyrsde7rims
CONMEBOL Sudamericana,South America,América MG,5,Colo Colo,1,2023-07-19,https://www.goal.com/en/match/america-mineiro-vs-colo-colo/52poxco0w45uqvymyapyk8x78
CONMEBOL Sudamericana,South America,Estudiantes,4,Barcelona,0,2023-07-19,https://www.goal.com/en/match/estudiantes-vs-barcelona/51xdqrb1lp3aobsnch1ukyn84
CONMEBOL Sudamericana,South America,Universitario,1,Corinthians,2,2023-07-19,https://www.goal.com/en/match/universitario-vs-corinthians/538myyfbh4vn54v9276th7k0k
Eliteserien,Norway,Lillestrøm,5,Aalesund,1,2023-07-19,https://www.goal.com/en/match/lillestrom-vs-aalesund/ex4r2x6xo8qu5cocn8iwp3is
Club Friendlies,World,Man Utd,1,Lyon,0,2023-07-19,https://www.goal.com/en/match/manchester-united-vs-olympique-lyonnais/53h9h4lj7xy2emr1bkemmtgd0
Club Friendlies,World,Kayseri,3,İstanbulspor,2,2023-07-19,https://www.goal.com/en/match/kayserispor-vs-istanbulspor/cwo4566n6e8lytk9331bjtg5w
Club Friendlies,World,Sivasspor,1,Səbail,1,2023-07-19,https://www.goal.com/en/match/sivasspor-vs-s-bail/alyzwl1g7r2s1v7omsgrhytck
Club Friendlies,World,RW Oberhausen,2,Dortmund,3,2023-07-19,https://www.goal.com/en/match/rot-weiss-oberhausen-vs-borussia-dortmund/y03y19rgpjf2mqgdvtbg9z4k
Club Friendlies,World,Karlsruhe,2,Liverpool,4,2023-07-19,https://www.goal.com/en/match/karlsruher-sc-vs-liverpool/f2u94nawkbsgdxlh7ngwzbyfo
Club Friendlies,World,Crawley,0,Crystal Palace,4,2023-07-19,https://www.goal.com/en/match/crawley-town-vs-crystal-palace/51lo2jw9difomi8h8su6hlkwk
Prim B Metro,Argentina,Talleres,0,Sacachispas,0,2023-07-19,https://www.goal.com/en/match/talleres-remedios-vs-sacachispas/emtg9cz0yq98c01zym1w74nbo
Copa de la División Profesional,Bolivia,Guabirá,1,Palmaflor,0,2023-07-19,https://www.goal.com/en/match/guabira-vs-palmaflor/bqe6nnn75m9jvoxowj7nx9yxg
