Competition,Country,Home Team,Home Score,Away Team,Away Score,Date,URL
FIFA Women's World Cup,World,United States,3,Vietnam,0,2023-07-22,https://www.goal.com/en/match/united-states-vs-vietnam/5gg2xnccx7dedyq39ht20n2tw
FIFA Women's World Cup,World,Zambia,0,Japan,5,2023-07-22,https://www.goal.com/en/match/zambia-vs-japan/1qgcgjebl615g933kyl1rprf8
FIFA Women's World Cup,World,England,1,Haiti,0,2023-07-22,https://www.goal.com/en/match/england-vs-haiti/brexzllipw5x50y3xcdo9mdck
FIFA Women's World Cup,World,Denmark,1,China PR,0,2023-07-22,https://www.goal.com/en/match/denmark-vs-china-pr/bwy2iqzop4a1a5msnqiqdwr2s
CONMEBOL Sudamericana,South America,Audax,0,Ñublense,1,2023-07-22,https://www.goal.com/en/match/audax-italiano-vs-nublense/526tu19fm7g9qtbzjyfw7spas
Serie A,Brazil,Flamengo,1,América MG,1,2023-07-22,https://www.goal.com/en/match/flamengo-vs-america-mineiro/cdelcgcrpofluiuf1naq6b6z8
Serie A,Brazil,Palmeiras,3,Fortaleza,1,2023-07-22,https://www.goal.com/en/match/palmeiras-vs-fortaleza/cdwsl9ui3d495a3gli4pp7f9w
Liga Profesional Argentina,Argentina,San Lorenzo,0,Argentinos,2,2023-07-22,https://www.goal.com/en/match/san-lorenzo-vs-argentinos-juniors/2kowizws23wmpzshdhga5qnf8
J1 League,Japan,Vissel Kobe,2,Kawasaki,2,2023-07-22,https://www.goal.com/en/match/vissel-kobe-vs-kawasaki-frontale/1kagmrv3vhvtiy9990bpzs6c4
Superliga,Denmark,Lyngby,1,København,2,2023-07-22,https://www.goal.com/en/match/lyngby-vs-kobenhavn/9ejib392m4juplne264qye0wk
Primera A,Colombia,Dep. Tolima,3,Once Caldas,1,2023-07-22,https://www.goal.com/en/match/deportes-tolima-vs-once-caldas/5bapyib172cbyrml1zjr2zifo
Primera A,Colombia,Equidad,1,Envigado,1,2023-07-22,https://www.goal.com/en/match/la-equidad-vs-envigado/5brc2nk83954lfxtj6jadls0k
Primera A,Colombia,Pasto,1,Petrolera,1,2023-07-22,https://www.goal.com/en/match/deportivo-pasto-vs-alianza-petrolera/5bhhnhq1ld3270mp3auare2ac
Primera División,Uruguay,La Luz,1,City Torque,3,2023-07-22,https://www.goal.com/en/match/la-luz-vs-city-torque/d0km08vthr0js3hlm3fwk8ftg
Primera División,Uruguay,Racing,2,Maldonado,0,2023-07-22,https://www.goal.com/en/match/racing-vs-deportivo-maldonado/da4xwtowwkspd85xtyk5h8lxw
Primera División,Uruguay,Danubio,0,River Plate,0,2023-07-22,https://www.goal.com/en/match/danubio-vs-river-plate/d0vvm9vfazimg0t7zt2t6cphw
Primera División,Chile,U. La Calera,2,Magallanes,1,2023-07-22,https://www.goal.com/en/match/union-la-calera-vs-magallanes/bvk6ayr0zcouhvb9rha88xclw
Primera División,Chile,Copiapó,0,Cobresal,3,2023-07-22,https://www.goal.com/en/match/copiapo-vs-cobresal/bvg7epvigw65jvb2z4jkvmv4k
