Competition,Country,Home Team,Home Score,Away Team,Away Score,Date,URL
Premier League,England,Chelsea,0,Man City,1,2023-01-05,https://www.goal.com/en/match/chelsea-vs-manchester-city/7s6gvh3jul2rze2ujie39i044
Süper Lig,Turkey,Gaziantep,1,Başakşehir,1,2023-01-05,https://www.goal.com/en/match/gaziantep-fk-vs-istanbul-basaksehir/q28a13ixicnvplrf9r2vmk2c
Süper Lig,Turkey,Demirspor,6,İstanbulspor,0,2023-01-05,https://www.goal.com/en/match/adana-demirspor-vs-istanbulspor/q6xutgsj34zgwg2ppkdnwzdg
Süper Lig,Turkey,Trabzonspor,3,Giresun,0,2023-01-05,https://www.goal.com/en/match/trabzonspor-vs-giresunspor/pvuhzg2oghe4bv6u4r8szlzo
Primeira Liga,Portugal,Santa Clara,0,Braga,4,2023-01-05,https://www.goal.com/en/match/santa-clara-vs-sporting-braga/bodkuw2skzqefuq1s0rlwx0r8
Copa del Rey,Spain,Ibiza Pitiusas,1,Betis,4,2023-01-05,https://www.goal.com/en/match/ibiza-islas-pitiusas-vs-real-betis/emyvz6bhq1oqndp38okk3yvbo
Copa del Rey,Spain,Tarragona,1,Osasuna,2,2023-01-05,https://www.goal.com/en/match/gimnastic-tarragona-vs-osasuna/996g3ocu76pecf1yo325qzllg
Copa del Rey,Spain,Eldense,1,Athletic Club,6,2023-01-05,https://www.goal.com/en/match/eldense-vs-athletic-club/6k2jegdgkp9jz893a9xignoyc
FA Cup,China PR,Port,4,Rongcheng,0,2023-01-05,https://www.goal.com/en/match/shanghai-port-vs-chengdu-rongcheng/e1hz50hqtef55rf60c3gqi8lw
FA Cup,China PR,Zhejiang,3,Xingzhou,0,2023-01-05,https://www.goal.com/en/match/zhejiang-vs-jinan-xingzhou/e1rj7dm0f2yd3zmzbrg52n9jo
1. Division,Cyprus,Karmiotissa,0,Aris Limassol,0,2023-01-05,https://www.goal.com/en/match/karmiotissa-vs-aris-limassol/24w0pchaydx7gscb7klghak9g
