Competition,Country,Home Team,Home Score,Away Team,Away Score,Date,URL
FIFA World Cup,World,Australia,1,Denmark,0,2022-11-30,https://www.goal.com/en/match/australia-vs-denmark/do8iptn2hyb8i1g1fq1psubkk
FIFA World Cup,World,Tunisia,1,France,0,2022-11-30,https://www.goal.com/en/match/tunisia-vs-france/d0cuxth50n6ei4vr5msou1st0
FIFA World Cup,World,Poland,0,Argentina,2,2022-11-30,https://www.goal.com/en/match/poland-vs-argentina/7wu5w4mfdu4q7p1gtw2rtxvdg
FIFA World Cup,World,Saudi Arabia,1,Mexico,2,2022-11-30,https://www.goal.com/en/match/saudi-arabia-vs-mexico/8jpdbq72twug6v7a3f3fi9p90
Premier League,Ukraine,Dynamo Kyiv,3,FK Metalist,0,2022-11-30,https://www.goal.com/en/match/dynamo-kyiv-vs-fk-metalist-kharkiv/wua3xrwmq1uful2ecj6qbsb8
Club Friendlies,World,Antalyaspor,1,Maccabi TA,2,2022-11-30,https://www.goal.com/en/match/antalyaspor-vs-maccabi-tel-aviv/9i720a4iztv1x6ocqe3xivs44
Club Friendlies,World,Başakşehir,1,Hull,1,2022-11-30,https://www.goal.com/en/match/istanbul-basaksehir-vs-hull-city/bq8hn69egvf42haija9p7r3mc
Club Friendlies,World,Fenerbahçe,3,Vallecano,1,2022-11-30,https://www.goal.com/en/match/fenerbahce-vs-rayo-vallecano/euciu9830r7nkqlkndyr0pfdg
Premier League,Armenia,Pyunik,2,Ararat,0,2022-11-30,https://www.goal.com/en/match/pyunik-vs-ararat/1i6rs3u3esp5b5es5jj8qmz9w
Premier League,Armenia,Urartu,0,Ararat-Armenia,3,2022-11-30,https://www.goal.com/en/match/urartu-vs-ararat-armenia/1i2gqyfr7ud1suzh3v3193k7o
CSL,China PR,Shandong,2,Cangzhou,3,2022-11-30,https://www.goal.com/en/match/shandong-taishan-vs-cangzhou-mighty-lions/fy5h5s39oeok4s2tqamhuplg
CSL,China PR,Hebei FC,1,Dalian,4,2022-11-30,https://www.goal.com/en/match/hebei-fc-vs-dalian-pro/gopvdecebpd6xnyf50yxgu8k
CSL,China PR,Tianjin JMT,1,Guangzhou City,0,2022-11-30,https://www.goal.com/en/match/tianjin-jinmen-tiger-vs-guangzhou-city/1ubc98wk7qg0u108q59lp9n8
CSL,China PR,Port,1,Henan,3,2022-11-30,https://www.goal.com/en/match/shanghai-port-vs-henan/fpszc0eofewdj698oyg2309g
CSL,China PR,Shenzhen,1,Wuhan Yangtze,2,2022-11-30,https://www.goal.com/en/match/shenzhen-vs-wuhan-yangtze/gkfqgaweclt9h40sy7m8nh1w
CSL,China PR,Three Towns,2,Changchun,3,2022-11-30,https://www.goal.com/en/match/wuhan-three-towns-vs-changchun-yatai/g30tbq9kics6kdldvgdhb8r8
CSL,China PR,Zhejiang,2,Guoan,0,2022-11-30,https://www.goal.com/en/match/zhejiang-vs-beijing-guoan/gg74z2b5e6j0q1jcnou28hsk
China League One,China PR,BSU,0,Kunshan,2,2022-11-30,https://www.goal.com/en/match/beijing-bsu-vs-kunshan/f4cf3a7p26krrd0jo6bsvjvo4
China League One,China PR,Lushan,1,Dongwu,3,2022-11-30,https://www.goal.com/en/match/jiangxi-lushan-vs-suzhou-dongwu/f49kc4udzcfzutv4tr7qk7ims
Primera B,Colombia,Quindío,1,Huila,0,2022-11-30,https://www.goal.com/en/match/deportes-quindio-vs-atletico-huila/a7jii2u8qufrxe3qvbplbeac
Premier League,Egypt,Haras,0,Pyramids,1,2022-11-30,https://www.goal.com/en/match/haras-el-hodood-vs-pyramids/77f2244e93sl4bgilu59qrvh0
Premier League,Egypt,National Bank,2,ENPPI,3,2022-11-30,https://www.goal.com/en/match/national-bank-of-egypt-vs-enppi/77ie27rumfen5zd706ct2rnkk
Premier League,Egypt,Ittihad,0,Ghazl,2,2022-11-30,https://www.goal.com/en/match/al-ittihad-vs-ghazl-el-mehalla/77lnsyi4zfbryxa6fjw6jr0gk
EFL Trophy,England,Everton,2,Mansfield Town,1,2022-11-30,https://www.goal.com/en/match/everton-u21-vs-mansfield-town/a9kwlgg94ztnq202fm64t75sk
Premier League International Cup,Europe,Arsenal,0,Sparta,1,2022-11-30,https://www.goal.com/en/match/arsenal-u21-vs-sparta-praha-u21/6x5dn63p1nvt7gwb1255w53pw
Premier League International Cup,Europe,Brighton,3,Monaco,0,2022-11-30,https://www.goal.com/en/match/brighton-u21-vs-monaco-u21/6x27m6ox8wz8wrb5l47jikums
Regionalliga,Germany,St. Pauli II,2,Werder II,1,2022-11-30,https://www.goal.com/en/match/st-pauli-ii-vs-werder-bremen-ii/8m5941d9ei5di7qpam2pdtfro
Regionalliga,Germany,BAK,1,Lok Leipzig,2,2022-11-30,https://www.goal.com/en/match/bak-07-vs-lokomotive-leipzig/cue4bewrmxk6i0b6b89ou6z9w
Regionalliga,Germany,BW Lohne,2,HSV II,3,2022-11-30,https://www.goal.com/en/match/bw-lohne-vs-hamburger-sv-ii/8g67kdnirrvqw8nkdxnxw15hw
Liga Nacional,Guatemala,Guastatoya,0,Comunicaciones,0,2022-11-30,https://www.goal.com/en/match/guastatoya-vs-comunicaciones/aal2jsggqqh6a5wymj9zpbok4
Serie C,Italy,Pordenone,2,Pro Patria,2,2022-11-30,https://www.goal.com/en/match/pordenone-vs-pro-patria/ba7dpuml4sm7rmc2f3m1fdg5w
Serie C,Italy,Foggia,1,Messina,0,2022-11-30,https://www.goal.com/en/match/foggia-vs-messina/cd0vl5xlv1btxpwwd6eweo0es
Serie C,Italy,Picerno,1,Monterosi,0,2022-11-30,https://www.goal.com/en/match/picerno-vs-monterosi-tuscia/cd8w7kzwjmjqf2ktcs7y5ln9w
Serie C,Italy,Catanzaro,3,Giugliano,0,2022-11-30,https://www.goal.com/en/match/catanzaro-vs-giugliano/ccx3jw5qxkriq22br3hj73cpg
Serie C,Italy,FeralpiSalò,2,Juventus NG,1,2022-11-30,https://www.goal.com/en/match/feralpisalo-vs-juventus-ii/b9n6ynxq52ffnvli4gsmi6h3o
Serie C,Italy,Lecco,1,Renate,0,2022-11-30,https://www.goal.com/en/match/lecco-vs-renate/b9raiy9dnbuhpkq8ep9wehs0k
Serie C,Italy,Mantova,0,AlbinoLeffe,1,2022-11-30,https://www.goal.com/en/match/mantova-vs-albinoleffe/b9vl48oke4hsodg5pjpci0mxg
Serie C,Italy,Pergolettese,1,Novara,0,2022-11-30,https://www.goal.com/en/match/pergolettese-vs-novara/b9zk01zcgezquo0knxp3hbq50
Serie C,Italy,Piacenza,2,Triestina,0,2022-11-30,https://www.goal.com/en/match/piacenza-vs-triestina/ba3ki1adjvk0pokycdwbg4sno
Serie C,Italy,Virtus Verona,0,Pro Sesto,1,2022-11-30,https://www.goal.com/en/match/virtus-verona-vs-pro-sesto/bajbnozsuv6dydn49kpoyhhqs
Serie C,Italy,Latina,0,Monopoli,0,2022-11-30,https://www.goal.com/en/match/latina-vs-monopoli/cd4vgg8y82x1pbv9evm2yjn6c
Serie C,Italy,Taranto,2,Crotone,2,2022-11-30,https://www.goal.com/en/match/taranto-vs-crotone/cdh5ypiy03elgxfbp8lxipa8k
Serie C,Italy,Sangiuliano,1,Calcio Padova,0,2022-11-30,https://www.goal.com/en/match/sangiuliano-city-vs-calcio-padova/babi88gqqt83ddil6w7m3lkic
Serie C,Italy,Avellino,0,Juve Stabia,0,2022-11-30,https://www.goal.com/en/match/avellino-vs-juve-stabia/cct8tbacn7ruysexzow4jo8wk
Serie C,Italy,Potenza,0,Audace Cerig.,0,2022-11-30,https://www.goal.com/en/match/potenza-calcio-vs-audace-cerignola/cdcvmpo14gaprvtcjw5bcqi38
