Competition,Country,Home Team,Home Score,Away Team,Away Score,Date,URL
UEFA Europa League,Europe,HJK,1,Qarabağ,2,2023-08-17,https://www.goal.com/en/match/hjk-vs-qarabag/7dylj7viwcyxvxxt8j4uysc2c
UEFA Europa League,Europe,Häcken,5,Žalgiris,0,2023-08-17,https://www.goal.com/en/match/haecken-vs-zalgiris/68n6voxt4jfkcsd00m6kkby8k
UEFA Europa League,Europe,Breidablik,1,Zrinjski,0,2023-08-17,https://www.goal.com/en/match/breidablik-vs-zrinjski/8hgrj0a8jgac1ub3ixbpnmz2s
UEFA Europa League,Europe,BATE,2,Sheriff,2,2023-08-17,https://www.goal.com/en/match/bate-vs-sheriff/cgk2byylc0oris9oxusixpmac
UEFA Europa League,Europe,Dnipro-1,1,Slavia,1,2023-08-17,https://www.goal.com/en/match/dnipro-1-vs-slavia-praha/7wep3x0zkfqjxtbyha9b4a1hw
UEFA Europa League,Europe,Genk,1,Olympiakos,1,2023-08-17,https://www.goal.com/en/match/genk-vs-olympiakos-piraeus/724pc67vnqwvvlb126al5mjo4
UEFA Europa League,Europe,Ludogorets,5,Astana,1,2023-08-17,https://www.goal.com/en/match/ludogorets-vs-astana/asgz486ze2ifq3tnjv5sn8v10
UEFA Europa Conference League,Europe,Aktobe,0,Sepsi,1,2023-08-17,https://www.goal.com/en/match/aktobe-vs-sepsi/b8w0ttjcua4piy2v739vgygwk
UEFA Europa Conference League,Europe,Pogoń,2,Gent,1,2023-08-17,https://www.goal.com/en/match/pogon-szczecin-vs-gent/66z1vg5jbiurb7ruzzf7bj7ys
UEFA Europa Conference League,Europe,Pyunik,0,Bodø/Glimt,3,2023-08-17,https://www.goal.com/en/match/pyunik-vs-bodo-glimt/6ay9c7id7pxahenomhhwsabro
UEFA Europa Conference League,Europe,Red Imps,1,Ballkani,3,2023-08-17,https://www.goal.com/en/match/lincoln-red-imps-vs-ballkani/69uqhzrws3nouks42kopx242c
UEFA Europa Conference League,Europe,APOEL,1,Dila,0,2023-08-17,https://www.goal.com/en/match/apoel-vs-dila/68rdwu3o6zd9mp7yal7gdrm6s
UEFA Europa Conference League,Europe,Austria,3,Legia,5,2023-08-17,https://www.goal.com/en/match/austria-wien-vs-legia-warszawa/6dyx6dvir5vch5gwe36bopzx0
UEFA Europa Conference League,Europe,Brann,3,Arouca,1,2023-08-17,https://www.goal.com/en/match/brann-vs-arouca/68261epc1qwytedp1k7lbi7mc
UEFA Europa Conference League,Europe,Dynamo Kyiv,2,Aris,1,2023-08-17,https://www.goal.com/en/match/dynamo-kyiv-vs-aris/bbbfg57y6kgamm1xb0j4t3wus
UEFA Europa Conference League,Europe,Ferencváros,2,Hamrun,1,2023-08-17,https://www.goal.com/en/match/ferencvaros-vs-hamrun-spartans/6al1dhiu0lrrsqc34v3shijv8
UEFA Europa Conference League,Europe,Gzira Utd,0,Viktoria Plzeň,2,2023-08-17,https://www.goal.com/en/match/gzira-united-vs-viktoria-plzen/67p7hhc42gqtavqss72xzrqj8
