Competition,Country,Home Team,Home Score,Away Team,Away Score,Date,URL
Serie A,Italy,Juventus,4,Empoli,0,2022-10-21,https://www.goal.com/en/match/juventus-vs-empoli/4ut4yu8i9ufmj495zbms4pk44
Bundesliga,Germany,Mainz 05,5,Köln,0,2022-10-21,https://www.goal.com/en/match/mainz-05-vs-koeln/dhwoenk98m9h42npju3775wd0
Ligue 1,France,Ajaccio,0,PSG,3,2022-10-21,https://www.goal.com/en/match/ajaccio-vs-psg/r8b0vhw3wi9urnjyg1bhb76c
MLS,USA,Philadelphia,1,Cincinnati,0,2022-10-21,https://www.goal.com/en/match/philadelphia-union-vs-cincinnati/bsg55bepiqv9q6h0o9dru7sic
MLS,USA,Los Angeles,3,Galaxy,2,2022-10-21,https://www.goal.com/en/match/los-angeles-vs-la-galaxy/bsl9evb84dpxxv1oeut7igdg4
A-League Men,Australia,Western United,1,Macarthur,1,2022-10-21,https://www.goal.com/en/match/western-united-vs-macarthur/2bkie3noenu91quvblyiez7dg
Süper Lig,Turkey,Antalyaspor,2,İstanbulspor,1,2022-10-21,https://www.goal.com/en/match/antalyaspor-vs-istanbulspor/hzpizmr1ba7e4zxcvsywslxw
Premiership,Scotland,Hibernian,1,St. Johnstone,2,2022-10-21,https://www.goal.com/en/match/hibernian-vs-st-johnstone/9oz6onlysggrwcra9ydtxv310
Liga MX,Mexico,Pachuca,5,Monterrey,2,2022-10-21,https://www.goal.com/en/match/pachuca-vs-monterrey/7fwkx9npot74gbzx79hp5ha1g
First Division A,Belgium,Cercle Brugge,4,Charleroi,1,2022-10-21,https://www.goal.com/en/match/cercle-brugge-vs-sporting-charleroi/devwp9slbc2tx4a9r9omrfdp0
Serie A,Brazil,São Paulo,3,Coritiba,1,2022-10-21,https://www.goal.com/en/match/sao-paulo-vs-coritiba/3npjxkf0whpdwh0q6fqhxrqxg
Primeira Liga,Portugal,Porto,0,Benfica,1,2022-10-21,https://www.goal.com/en/match/porto-vs-benfica/bkb8031t7vgfa10hzkfaxrmz8
Superliga,Denmark,OB,3,Lyngby,1,2022-10-21,https://www.goal.com/en/match/ob-vs-lyngby/5dkfltu37545ufxiojz8q64gk
Primera División,Uruguay,River Plate,2,City Torque,1,2022-10-21,https://www.goal.com/en/match/river-plate-vs-city-torque/7la5ghj49tebetao3cctg0jdg
