Competition,Country,Home Team,Home Score,Away Team,Away Score,Date,URL
UEFA Champions League,Europe,Napoli,3,Frankfurt,0,2023-03-15,https://www.goal.com/en/match/napoli-vs-eintracht-frankfurt/587v8glplqcy3h2zdnicmk6xg
UEFA Champions League,Europe,Real Madrid,1,Liverpool,0,2023-03-15,https://www.goal.com/en/match/real-madrid-vs-liverpool/2qxumjyjgtdztv1e0uccoqbro
UEFA Europa Conference League,Europe,Başakşehir,1,Gent,4,2023-03-15,https://www.goal.com/en/match/istanbul-basaksehir-vs-gent/1s0o38dslt99x9kjt78m6c5qs
Premier League,England,Brighton,1,Crystal Palace,0,2023-03-15,https://www.goal.com/en/match/brighton-and-hove-albion-vs-crystal-palace/7fuszx8yumtlau1tzpgo8ct1w
Premier League,England,Southampton,0,Brentford,2,2023-03-15,https://www.goal.com/en/match/southampton-vs-brentford/7ffn69y1bavnqie7bx9xkiln8
Championship,England,Blackburn,2,Reading,1,2023-03-15,https://www.goal.com/en/match/blackburn-rovers-vs-reading/6jgktm5k29yoqvyn02i6zzj10
Championship,England,Cardiff,1,West Bromwich,1,2023-03-15,https://www.goal.com/en/match/cardiff-city-vs-west-bromwich-albion/6jk2x2ti4e1qzt0aerjv9hatw
Championship,England,Huddersfield,1,Norwich,1,2023-03-15,https://www.goal.com/en/match/huddersfield-town-vs-norwich-city/6jpsw26yxttm9e3wdiu63rml0
Championship,England,Hull,1,Burnley,3,2023-03-15,https://www.goal.com/en/match/hull-city-vs-burnley/6jteuqowngb2j71v1tdqoxno4
Championship,England,Luton,1,Bristol City,0,2023-03-15,https://www.goal.com/en/match/luton-town-vs-bristol-city/6jx1idosao4cjkzc9vrndvi1g
Championship,England,Sunderland,1,Sheff Utd,2,2023-03-15,https://www.goal.com/en/match/sunderland-vs-sheffield-united/6k0m8l9y6g4jtmfut4e0fn4lw
Friendlies,World,Jamaica,0,Trinidad,0,2023-03-15,https://www.goal.com/en/match/jamaica-vs-trinidad-and-tobago/b7hctiwwfujzh0jjrow96cyz8
Copa do Brasil,Brazil,Coritiba,1,Criciúma,1,2023-03-15,https://www.goal.com/en/match/coritiba-vs-criciuma/b4kaf9xr0urrc0tza5fcegzkk
Copa do Brasil,Brazil,Maringá,2,Marcílio Dias,0,2023-03-15,https://www.goal.com/en/match/maringa-vs-marcilio-dias/b3unjz5eua6savu1twy5209hw
Copa do Brasil,Brazil,América MG,1,Santa Cruz,0,2023-03-15,https://www.goal.com/en/match/america-mineiro-vs-santa-cruz/b3hwahco2snlvmbmgv8caaln8
