Competition,Country,Home Team,Home Score,Away Team,Away Score,Date,URL
AFF Championship,Asia,Indonesia,2,Cambodia,1,2022-12-23,https://www.goal.com/en/match/indonesia-vs-cambodia/28z1cc13xmaxk976ok01t42dw
AFF Championship,Asia,Philippines,5,Brunei,1,2022-12-23,https://www.goal.com/en/match/philippines-vs-brunei/8c4pngv7wk9dydv601kpfruhg
A-League Men,Australia,Brisbane,1,Wanderers,1,2022-12-23,https://www.goal.com/en/match/brisbane-roar-vs-western-sydney-wanderers/2fuakvw09fgj4gzrskpmb0a38
A-League Men,Australia,Perth,1,Wellington,1,2022-12-23,https://www.goal.com/en/match/perth-glory-vs-wellington-phoenix/2fqflil8vm6p2o5lnnodgo2dw
Süper Lig,Turkey,Antalyaspor,0,Ankaragücü,2,2022-12-23,https://www.goal.com/en/match/antalyaspor-vs-ankaraguecue/mxxgl3sd4xhtwiih94gkoi6s
Süper Lig,Turkey,Ümraniye,1,Başakşehir,3,2022-12-23,https://www.goal.com/en/match/uemraniyespor-vs-istanbul-basaksehir/n2sw53nxrt1eh4tr3hbbcmxg
Premiership,Scotland,Ross County,0,Rangers,1,2022-12-23,https://www.goal.com/en/match/ross-county-vs-rangers/9taupgxf3paqg3pmep4h5v8k4
Premiership,Scotland,Motherwell,2,Kilmarnock,2,2022-12-23,https://www.goal.com/en/match/motherwell-vs-kilmarnock/9t70pb1kbdz9pfy72idbbn66s
First Division A,Belgium,Seraing,0,Eupen,1,2022-12-23,https://www.goal.com/en/match/rfc-seraing-vs-as-eupen/dj5flcudwgejcc1p023yo4idw
First Division A,Belgium,Gent,0,Standard,0,2022-12-23,https://www.goal.com/en/match/gent-vs-standard-liege/dix1n0u39z8ckydnhio1yyrkk
First Division A,Belgium,Mechelen,1,Cercle Brugge,1,2022-12-23,https://www.goal.com/en/match/mechelen-vs-cercle-brugge/djdx2qmyv3ywx6hd0njiaxqfo
Primeira Liga,Portugal,Rio Ave,1,Marítimo,1,2022-12-23,https://www.goal.com/en/match/rio-ave-vs-maritimo/bno2o9khr2kmvenp60zizbaqc
Championship,Scotland,Arbroath,1,Queen's Park,4,2022-12-23,https://www.goal.com/en/match/arbroath-vs-queen-s-park/azfjg9air8zw5qqa3lxhatw5w
Championship,Scotland,Ayr Utd,0,Dundee,2,2022-12-23,https://www.goal.com/en/match/ayr-united-vs-dundee/azjehxszjxg5zq9jg8br2g74k
Championship,Scotland,Cove Rangers,2,Hamilton,0,2022-12-23,https://www.goal.com/en/match/cove-rangers-vs-hamilton-academical/azneg5b7kubtu0k8enl3b88wk
Championship,Scotland,Partick,5,Inverness,1,2022-12-23,https://www.goal.com/en/match/partick-thistle-vs-inverness-ct/azrcs11scmv10o9u9gvr11a1g
Championship,Scotland,Raith Rovers,2,Morton,2,2022-12-23,https://www.goal.com/en/match/raith-rovers-vs-greenock-morton/azv8c7wy14jxo105t8d912784
League One,Scotland,Clyde,2,Alloa Athletic,2,2022-12-23,https://www.goal.com/en/match/clyde-vs-alloa-athletic/7sllh8ei0ssfpil77b6rpx6vo
League One,Scotland,Falkirk,5,Queen South,2,2022-12-23,https://www.goal.com/en/match/falkirk-vs-queen-of-the-south/7ssmeaowvwafwj6cto2bxjg9g
League One,Scotland,Montrose,2,Airdrieonians,4,2022-12-23,https://www.goal.com/en/match/montrose-vs-airdrieonians/7sznd206dw962m9wsvjg0rifo
League Two,Scotland,Annan,5,Albion,1,2022-12-23,https://www.goal.com/en/match/annan-athletic-vs-albion-rovers/dbjucorzl7jsmqelqkwggn4es
League Two,Scotland,Bonnyrigg RA,3,Stranraer,2,2022-12-23,https://www.goal.com/en/match/bonnyrigg-rose-vs-stranraer/dbnt9hpjm0r47l6zrfr632978
League Two,Scotland,Elgin,1,Stirling,2,2022-12-23,https://www.goal.com/en/match/elgin-city-vs-stirling-albion/dbvxd9j9zvwhjc44w8yaw1kic
Club Friendlies,World,River Plate,0,U. La Calera,0,2022-12-23,https://www.goal.com/en/match/river-plate-vs-union-la-calera/7uj5k05vd53jtlublzw8nzq50
Club Friendlies,World,Feyenoord,N/A,Go Ahead,N/A,2022-12-23,https://www.goal.com/en/match/feyenoord-vs-go-ahead-eagles/7qc28mvcd18lid128t6q57ifo
A-League Women,Australia,Canberra,0,Melbourne City,4,2022-12-23,https://www.goal.com/en/match/canberra-united-vs-melbourne-city/6xir34mhklyvgwcav9lyoiqdw
A-League Women,Australia,Newcastle,0,Roar,2,2022-12-23,https://www.goal.com/en/match/newcastle-jets-vs-brisbane-roar/6xm8958vgp732mrjm9ouw3ris
Premier League,Bangladesh,Abahani Chitta,2,Russel,4,2022-12-23,https://www.goal.com/en/match/abahani-chittagong-vs-sheikh-russel/1r3as9zox1jq9ko8egg3gt79w
Premier League,Bangladesh,Fortis,0,Kings,2,2022-12-23,https://www.goal.com/en/match/fortis-vs-bashundhara-kings/1qvyv1gbus7b0y94duqyfwx04
Premier League,Bangladesh,Muktijoddha,2,Jamal,3,2022-12-23,https://www.goal.com/en/match/muktijoddha-skc-vs-sheikh-jamal/1qzg1kmzkhw6n5of8ihiy8ufo
CSL,China PR,Guangzhou City,4,Hebei FC,1,2022-12-23,https://www.goal.com/en/match/guangzhou-city-vs-hebei-fc/kzr8sn0i4am14gvkdaamrlzo
CSL,China PR,Guangzhou,1,Guoan,3,2022-12-23,https://www.goal.com/en/match/guangzhou-fc-vs-beijing-guoan/kvdrjxjyx8diubvf0ag08aac
CSL,China PR,Henan,3,Shenzhen,0,2022-12-23,https://www.goal.com/en/match/henan-vs-shenzhen/704u3tkpb3nhsz3famgn7a50
CSL,China PR,Meizhou,1,Changchun,0,2022-12-23,https://www.goal.com/en/match/meizhou-hakka-vs-changchun-yatai/k9rfo34cf57k8myvbr07s00k
CSL,China PR,Wuhan Yangtze,3,Dalian,0,2022-12-23,https://www.goal.com/en/match/wuhan-yangtze-vs-dalian-pro/l95f6loonq0g8p3u0tu1e7f8
CSL,China PR,Zhejiang,3,Tianjin JMT,0,2022-12-23,https://www.goal.com/en/match/zhejiang-vs-tianjin-jinmen-tiger/kmon1bh2mr12z0n5e33agoic
CSL,China PR,Cangzhou,0,Shenhua,3,2022-12-23,https://www.goal.com/en/match/cangzhou-mighty-lions-vs-shanghai-shenhua/7e6dtaohpzkb4e5pu1y2ii38
CSL,China PR,Port,2,Shandong,0,2022-12-23,https://www.goal.com/en/match/shanghai-port-vs-shandong-taishan/kqx75204l9vagqyzxiqo7xn8
CSL,China PR,Rongcheng,1,Three Towns,0,2022-12-23,https://www.goal.com/en/match/chengdu-rongcheng-vs-wuhan-three-towns/kdzs2fyotql5s1o06n8ilmac
1. Division,Cyprus,Pafos,5,Akritas,2,2022-12-23,https://www.goal.com/en/match/pafos-vs-akritas/24dz9ytkkg9095upc1qmck104
1. Division,Cyprus,AEL,2,Olympiakos,0,2022-12-23,https://www.goal.com/en/match/ael-vs-olympiakos-nicosia/242aiaep6po5wxmopv7t517o4
1. Division,Cyprus,Anorthosis,N/A,Karmiotissa,N/A,2022-12-23,https://www.goal.com/en/match/anorthosis-vs-karmiotissa/24a5chlcdk3mw4tnf6fz11t04
Premier League,Egypt,Ittihad,1,Ceramica Cleo,0,2022-12-23,https://www.goal.com/en/match/al-ittihad-vs-ceramica-cleopatra/7av7mb9x32a4mxb5zl489aiok
Premier League,Egypt,El Dakhleya,2,Pyramids,1,2022-12-23,https://www.goal.com/en/match/el-dakhleya-vs-pyramids/7aye3shqotebu4eqiq13wpij8
Indian Super League,India,Bengaluru,0,Hyderabad,3,2022-12-23,https://www.goal.com/en/match/bengaluru-vs-hyderabad/de68worrn9ylqo8zsbttmm6tw
Liga 1,Indonesia,Madura Utd,0,RANS,0,2022-12-23,https://www.goal.com/en/match/madura-united-vs-rans-nusantara/b7siky6qq65uvzr9lajd4zkk
Liga 1,Indonesia,Bhayangkara,1,Arema,0,2022-12-23,https://www.goal.com/en/match/bhayangkara-vs-arema/bbvqm0x18jdxrw2crafom1p0
Liga 1,Indonesia,Borneo,1,PSM,1,2022-12-23,https://www.goal.com/en/match/borneo-vs-psm/bfpe8f5bnuzvkhipsfujdkwk
Serie C,Italy,Trento,2,Juventus NG,1,2022-12-23,https://www.goal.com/en/match/trento-vs-juventus-ii/bebe9gxk25daz5or3arej2cd0
Serie C,Italy,Arzignano,0,Pro Patria,0,2022-12-23,https://www.goal.com/en/match/arzignano-valchiampo-vs-pro-patria/besoozzmf07gcyjn7agscozkk
Serie C,Italy,Calcio Padova,1,Pro Vercelli,0,2022-12-23,https://www.goal.com/en/match/calcio-padova-vs-pro-vercelli/bewuhpqh8on5f2ul0deo9gb9w
Serie C,Italy,FeralpiSalò,1,AlbinoLeffe,0,2022-12-23,https://www.goal.com/en/match/feralpisalo-vs-albinoleffe/be6k8w4imr3ahtqtxhq9zpgd0
Serie C,Italy,Lecco,0,Virtus Verona,0,2022-12-23,https://www.goal.com/en/match/lecco-vs-virtus-verona/bf9e6qxzm181bp4x81ohwtic4
Serie C,Italy,Mantova,2,Sangiuliano,1,2022-12-23,https://www.goal.com/en/match/mantova-vs-sangiuliano-city/bf1afm8goebklgkdtl6wu84d0
Serie C,Italy,Piacenza,3,Pergolettese,1,2022-12-23,https://www.goal.com/en/match/piacenza-vs-pergolettese/beob160k6yl0ifnet95n5hbmc
Serie C,Italy,Pro Sesto,1,Vicenza,4,2022-12-23,https://www.goal.com/en/match/pro-sesto-vs-vicenza/befvutb9rorg2vk1h4qg52gpg
Serie C,Italy,Renate,1,Novara,0,2022-12-23,https://www.goal.com/en/match/renate-vs-novara/bek69vws06u7avk0qwy39cqhg
Serie C,Italy,Alessandria,2,Imolese,0,2022-12-23,https://www.goal.com/en/match/alessandria-vs-imolese/57tfdp2hhyyor0wxrwcvfgh78
Serie C,Italy,Carrarese,1,Cesena,1,2022-12-23,https://www.goal.com/en/match/carrarese-vs-cesena/57haq9rlhl75np2t94mbwa5g4
Serie C,Italy,Montevarchi,2,Gubbio,1,2022-12-23,https://www.goal.com/en/match/montevarchi-calcio-vs-gubbio/57pf9vi2ot0rxt03bliip07bo
Serie C,Italy,Torres,0,Virtus,1,2022-12-23,https://www.goal.com/en/match/torres-vs-virtus-entella/58dnbk0oqawy2tfx3je59intg
Serie C,Italy,Vis Pesaro,0,Recanatese,1,2022-12-23,https://www.goal.com/en/match/vis-pesaro-vs-recanatese/581nzjhahprn5yxj6lt5iiivo
Serie C,Italy,Crotone,1,Messina,0,2022-12-23,https://www.goal.com/en/match/crotone-vs-messina/chc3ivcvdu0r4q9ja366f8y6s
Serie C,Italy,Picerno,0,Catanzaro,1,2022-12-23,https://www.goal.com/en/match/picerno-vs-catanzaro/chgc66izdss28y9qtfscwiwpg
Serie C,Italy,Potenza,2,Fidelis Andria,1,2022-12-23,https://www.goal.com/en/match/potenza-calcio-vs-fidelis-andria/chkad6vj7hmm4xwbfrmn1h990
Serie C,Italy,Viterbese,2,Giugliano,1,2022-12-23,https://www.goal.com/en/match/viterbese-vs-giugliano/chvxq3zrxjx5j3fjxt8cdpic4
Serie C,Italy,Fermana,4,Fiorenzuola,2,2022-12-23,https://www.goal.com/en/match/fermana-vs-fiorenzuola/57lgsq2toiefsj0ddcemoovmc
Serie C,Italy,Lucchese,0,Reggiana,1,2022-12-23,https://www.goal.com/en/match/lucchese-vs-reggiana/58601zecoibm3slm2zfibdjbo
Serie C,Italy,Pontedera,5,Olbia,4,2022-12-23,https://www.goal.com/en/match/pontedera-vs-olbia/57xcaghvhgfcfezdmmrm8n4es
Serie C,Italy,Rimini,1,Tavarnelle,2,2022-12-23,https://www.goal.com/en/match/rimini-vs-san-donato-tavarnelle/589v5p3i4vm0ejfv124rvplw4
Serie C,Italy,Siena,0,Ancona,0,2022-12-23,https://www.goal.com/en/match/siena-vs-ancona/57d6dg2hx685d8neip0p78kr8
Serie C,Italy,Avellino,1,Pescara,0,2022-12-23,https://www.goal.com/en/match/avellino-vs-pescara/ci7kv6eas17idn4xoao3nn0no
Serie C,Italy,Audace Cerig.,3,Monterosi,0,2022-12-23,https://www.goal.com/en/match/audace-cerignola-vs-monterosi-tuscia/ci3s4ckopwes65qi53by4s5ck
Serie C,Italy,Juve Stabia,1,Gelbison,0,2022-12-23,https://www.goal.com/en/match/juve-stabia-vs-gelbison/chs0uurfq7mj9ql597c8idt04
Serie C,Italy,Latina,1,Foggia,5,2022-12-23,https://www.goal.com/en/match/latina-vs-foggia/cho6mxkrhoy89hn1qtgl2qfbo
Serie C,Italy,Taranto,0,Monopoli,0,2022-12-23,https://www.goal.com/en/match/taranto-vs-monopoli/chzva1p1bb7a7lvdjxwr88pas
Serie C,Italy,V. Francavilla,3,Turris,1,2022-12-23,https://www.goal.com/en/match/virtus-francavilla-vs-turris/cibhrgji3ntr5bg0edt7uejv8
Segunda Liga,Portugal,Vilafranquense,3,Mafra,3,2022-12-23,https://www.goal.com/en/match/vilafranquense-vs-mafra/22x28l0iqcieqpv4fi7goaivo
Highland / Lowland,Scotland,Brechin,4,Banks O' Dee,4,2022-12-23,https://www.goal.com/en/match/brechin-city-vs-banks-o-dee/9obl903pb42lf2ofejs1ifw2c
Highland / Lowland,Scotland,Broomhill,0,East Stirling,2,2022-12-23,https://www.goal.com/en/match/broomhill-vs-east-stirlingshire/7u451k9353x457k8detgq5f6c
Highland / Lowland,Scotland,Fairydean,1,Spartans,3,2022-12-23,https://www.goal.com/en/match/gala-fairydean-rovers-vs-spartans/7uie6wzonwd2ye968cp54pz4k
Highland / Lowland,Scotland,Deveronvale,1,Buckie Thistle,2,2022-12-23,https://www.goal.com/en/match/deveronvale-vs-buckie-thistle/9ofkurykbft5rrj8aulrsqrkk
Highland / Lowland,Scotland,Formartine Utd,0,Fraserburgh,1,2022-12-23,https://www.goal.com/en/match/formartine-united-vs-fraserburgh/9ojoigyyodysbhb3sah6afk7o
Highland / Lowland,Scotland,Forres,1,Lossiemouth,0,2022-12-23,https://www.goal.com/en/match/forres-mechanics-vs-lossiemouth/9onfwxp6v63klua4or60s1gk4
