Competition,Country,Home Team,Home Score,Away Team,Away Score,Date,URL
Premier League,England,Bournemouth,0,Brighton,2,2023-04-04,https://www.goal.com/en/match/afc-bournemouth-vs-brighton-and-hove-albion/7ejkkrfda38qjdnmcbwplf66s
Premier League,England,Leeds,2,Nottm Forest,1,2023-04-04,https://www.goal.com/en/match/leeds-united-vs-nottingham-forest/7eyflh07pvmpsl4gikocglt04
Premier League,England,Leicester,1,Aston Villa,2,2023-04-04,https://www.goal.com/en/match/leicester-city-vs-aston-villa/7f24hx2we11zxgsvmxop1hdzo
Premier League,England,Chelsea,0,Liverpool,0,2023-04-04,https://www.goal.com/en/match/chelsea-vs-liverpool/7fyo4rhkdmonwjjdqgiqv23o4
Liga Profesional Argentina,Argentina,Belgrano,0,Sarmiento,0,2023-04-04,https://www.goal.com/en/match/belgrano-vs-sarmiento/1wujuml653j3g6xemiq49en84
Liga Profesional Argentina,Argentina,Córdoba SdE,1,Arsenal,0,2023-04-04,https://www.goal.com/en/match/central-cordoba-sde-vs-arsenal/1wjsu7fhaspz779gde0pdv0no
DFB Pokal,Germany,Frankfurt,2,Union Berlin,0,2023-04-04,https://www.goal.com/en/match/eintracht-frankfurt-vs-union-berlin/5xkqaiuv333jdxakgurrchwd0
DFB Pokal,Germany,Bayern München,1,Freiburg,2,2023-04-04,https://www.goal.com/en/match/bayern-muenchen-vs-freiburg/7b3dc1am2jzpbqyy1l5m5xo9g
Copa del Rey,Spain,Athletic Club,1,Osasuna,1,2023-04-04,https://www.goal.com/en/match/athletic-club-vs-osasuna/4v424ecl1wuk4myyqsqvkknx0
Coppa Italia,Italy,Juventus,1,Inter,1,2023-04-04,https://www.goal.com/en/match/juventus-vs-internazionale/2p4zisln791vhqbzq7xslqfis
Cup,Turkey,Ankaragücü,3,Trabzonspor,1,2023-04-04,https://www.goal.com/en/match/ankaraguecue-vs-trabzonspor/alm10orjit8jw9svfls1g1i50
Primera A,Colombia,Junior,1,Petrolera,0,2023-04-04,https://www.goal.com/en/match/junior-vs-alianza-petrolera/ahtc9q7pbjr30pf668emwnfh0
Primera División,Uruguay,Plaza Colonia,1,City Torque,2,2023-04-04,https://www.goal.com/en/match/plaza-colonia-vs-city-torque/dx7kn6nxbmg58kaj7ogrnfgus
National League,England,Gateshead,4,Yeovil,0,2023-04-04,https://www.goal.com/en/match/gateshead-vs-yeovil-town/9ozeokw5mothzwcfoikatk74k
Super League,Malaysia,Perak,0,Darul Ta'zim,5,2023-04-04,https://www.goal.com/en/match/perak-vs-johor-darul-ta-zim/awqnyfb3q383rsz8gbd4ylfys
Super League,Malaysia,Selangor,2,Negeri Seem.,1,2023-04-04,https://www.goal.com/en/match/selangor-vs-negeri-sembilan/awoalibz85v609y3kxagiipzo
Super League,Malaysia,Terengganu,5,Kelantan,0,2023-04-04,https://www.goal.com/en/match/terengganu-vs-kelantan/awku70duswgznlwbeh592a3h0
Championship,Scotland,Raith Rovers,1,Hamilton,2,2023-04-04,https://www.goal.com/en/match/raith-rovers-vs-hamilton-academical/b536s7x19f2lyjgtyqz5datqs
League Two,Scotland,Stirling,1,Elgin,0,2023-04-04,https://www.goal.com/en/match/stirling-albion-vs-elgin-city/df7mmv5h791bmf1c9wuekwsus
Primera Nacional,Argentina,Quilmes,2,Dep Madryn,0,2023-04-04,https://www.goal.com/en/match/quilmes-vs-deportivo-madryn/cblaa5yuaefbj7yxbvpyavg9g
