Competition,Country,Home Team,Home Score,Away Team,Away Score,Date,URL
FIFA Club World Cup,World,Ahly,1,Real Madrid,4,2023-02-08,https://www.goal.com/en/match/al-ahly-vs-real-madrid/39l3pdzszjuoyyo10rfl0gc9g
Premier League,England,Man Utd,2,Leeds,2,2023-02-08,https://www.goal.com/en/match/manchester-united-vs-leeds-united/7g67290xscobcqxo6lwqm8h04
FA Cup,England,Sunderland,2,Fulham,3,2023-02-08,https://www.goal.com/en/match/sunderland-vs-fulham/170ixm8puw7bp4tdldvj6c4yc
CONMEBOL Libertadores,South America,Sport Huancayo,2,Nacional,1,2023-02-08,https://www.goal.com/en/match/sport-huancayo-vs-nacional-asuncion/e5mxocyhujubez0tu5j872jh0
Coupe de France,France,Angers,1,Nantes,1,2023-02-08,https://www.goal.com/en/match/angers-sco-vs-nantes/2yzb10a658tmx7yujul80dtec
Coupe de France,France,Auxerre,2,Rodez,3,2023-02-08,https://www.goal.com/en/match/auxerre-vs-rodez/djdqp10btr25y8jqhy2kmiyok
Coupe de France,France,Lyon,2,Lille,2,2023-02-08,https://www.goal.com/en/match/olympique-lyonnais-vs-lille/8xri2yl8s2u0kcshhc31hv9ck
Coupe de France,France,Paris,1,Annecy,1,2023-02-08,https://www.goal.com/en/match/paris-fc-vs-annecy/1ynw9x5150rdv3iznnrrodyxg
Coupe de France,France,Toulouse,3,Reims,1,2023-02-08,https://www.goal.com/en/match/toulouse-vs-reims/at6ft4teipljlbm4fyepjenmc
Coupe de France,France,Vierzon,0,Grenoble,1,2023-02-08,https://www.goal.com/en/match/vierzon-fc-vs-grenoble-foot-38/c4a0r7079xb7hj3q7iitfjuvo
Coupe de France,France,Marseille,2,PSG,1,2023-02-08,https://www.goal.com/en/match/olympique-marseille-vs-psg/5xo6r0oy5vnyy0tl55vgda238
DFB Pokal,Germany,Nürnberg,1,Düsseldorf,1,2023-02-08,https://www.goal.com/en/match/nuernberg-vs-fortuna-duesseldorf/2y1i1rmgcjw0gnafaeub2xudw
DFB Pokal,Germany,Bochum,1,Dortmund,2,2023-02-08,https://www.goal.com/en/match/bochum-vs-borussia-dortmund/coolfyuwb8dvokfgm8zh3yuj8
Ligue 1,Algeria,USM Alger,3,RC Arbaâ,0,2023-02-08,https://www.goal.com/en/match/usm-alger-vs-rc-arbaa/9y824n4x6mzaurqa7b39r75ec
A-League Women,Australia,Western United,0,Newcastle,2,2023-02-08,https://www.goal.com/en/match/western-united-vs-newcastle-jets/6y02yrmioakxrj2c1t281vt3o
Paulista A1,Brazil,Mirassol,4,Ferroviária,1,2023-02-08,https://www.goal.com/en/match/mirassol-vs-ferroviaria/cg37edh8trrq3m4hm5sdqv190
Carioca Série A,Brazil,Nova Iguaçu,0,Vasco,2,2023-02-08,https://www.goal.com/en/match/nova-iguacu-vs-vasco-da-gama/7dz40svlkz6nsx5onq5ghl3is
Mineiro 1,Brazil,Athletic,1,América MG,1,2023-02-08,https://www.goal.com/en/match/athletic-club-vs-america-mineiro/1qwrd7kor21ck8bshaot4j7ro
Mineiro 1,Brazil,Cruzeiro,0,Pouso Alegre,1,2023-02-08,https://www.goal.com/en/match/cruzeiro-vs-pouso-alegre/1quay8jjyp5ecbf5t72eh8rh0
Paranaense 1,Brazil,Independente,1,Aruko,1,2023-02-08,https://www.goal.com/en/match/independente-fsj-vs-aruko-sports/7pvghf6rk8zd1s2rij6eftudw
Catarinense 1,Brazil,Barra,4,Avaí,3,2023-02-08,https://www.goal.com/en/match/barra-vs-avai/79wzay29d6ge8qjke3a0xszys
Cearense 1,Brazil,Atlético CE,1,Maracanã,1,2023-02-08,https://www.goal.com/en/match/atletico-cearense-vs-maracana/84myhhugviczb71c4s29hij2s
Cearense 1,Brazil,Caucaia,2,Pacajus,0,2023-02-08,https://www.goal.com/en/match/caucaia-vs-pacajus/84g34ywqwg4s2vraqdhj63j84
Cearense 1,Brazil,Ceará,2,Fortaleza,1,2023-02-08,https://www.goal.com/en/match/ceara-vs-fortaleza/84k5vlqvbummm40y3embrf9qs
Cearense 1,Brazil,Iguatu,2,Ferroviário,1,2023-02-08,https://www.goal.com/en/match/iguatu-vs-ferroviario/84stv37bvsdu5d748cmaxfsb8
Goiano 1,Brazil,Vila Nova,1,Inhumas,0,2023-02-08,https://www.goal.com/en/match/vila-nova-vs-inhumas/132s983j0qtwlgrc5qpcxsh04
Baiano 1,Brazil,Jacobinense,0,Juazeirense,2,2023-02-08,https://www.goal.com/en/match/jacobinense-vs-juazeirense/6s6xx37h215ybtlao15lbkufo
Baiano 1,Brazil,Itabuna,1,Doce Mel,1,2023-02-08,https://www.goal.com/en/match/itabuna-vs-doce-mel/6s3c7zatyqk8n75drhmvsj7ro
Pernambucano 1,Brazil,Afogados,0,Náutico,1,2023-02-08,https://www.goal.com/en/match/afogados-vs-nautico/597ncxtlt1tqatss726u4jw9g
Pernambucano 1,Brazil,Caruaru City,2,Maguary,3,2023-02-08,https://www.goal.com/en/match/caruaru-city-vs-maguary-pe/59qc45ph1d7igqypo1rzv2p04
Potiguar 1,Brazil,Força e Luz,0,ABC,1,2023-02-08,https://www.goal.com/en/match/forca-e-luz-vs-abc/eal87wizlxouq333ezkyhegwk
Paulista A2,Brazil,Juventus,1,Comercial,2,2023-02-08,https://www.goal.com/en/match/juventus-vs-comercial/egrwy4gxu4dl94zi4si4g48wk
Paulista A2,Brazil,Monte Azul,1,Primavera,3,2023-02-08,https://www.goal.com/en/match/monte-azul-vs-primavera-sp/eh5n086eehxgdfp9bxuvnoc2c
Paulista A2,Brazil,Rio Claro,1,Ponte Preta,3,2023-02-08,https://www.goal.com/en/match/rio-claro-vs-ponte-preta/ehdathebmf5rlspimzsa510k4
Paulista A3,Brazil,Matonense,3,RB Brasil,1,2023-02-08,https://www.goal.com/en/match/matonense-vs-rb-brasil/6civw8ih1av3fav2865rp1bmc
Paulista A3,Brazil,USAC,2,Osasco Audax,0,2023-02-08,https://www.goal.com/en/match/uniao-suzano-vs-osasco-audax/6cm16py5yjnjgmzyz7cdcn190
Paulista A3,Brazil,Votuporanguens,2,Desp. Brasil,1,2023-02-08,https://www.goal.com/en/match/votuporanguense-vs-desportivo-brasil/6c6f1yhm26vyjov44bbg5nspg
