Competition,Country,Home Team,Home Score,Away Team,Away Score,Date,URL
UEFA Champions League,Europe,Leverkusen,0,Club Brugge,0,2022-11-01,https://www.goal.com/en/match/bayer-leverkusen-vs-club-brugge/eilpi4ugmrel5b3qie8lfb2tw
UEFA Champions League,Europe,Porto,2,Atlético,1,2022-11-01,https://www.goal.com/en/match/porto-vs-atletico-madrid/eiigsxt6wxmt0tntwmo19zs44
UEFA Champions League,Europe,Bayern München,2,Inter,0,2022-11-01,https://www.goal.com/en/match/bayern-muenchen-vs-internazionale/ehueece8938yha2q653r84844
UEFA Champions League,Europe,Liverpool,2,Napoli,0,2022-11-01,https://www.goal.com/en/match/liverpool-vs-napoli/9izzuas5v0wl9hbn8bau1onis
UEFA Champions League,Europe,Marseille,1,Tottenham,2,2022-11-01,https://www.goal.com/en/match/olympique-marseille-vs-tottenham-hotspur/f4uf4iq2hy8z7rq7kww3fww7o
UEFA Champions League,Europe,Rangers,1,Ajax,3,2022-11-01,https://www.goal.com/en/match/rangers-vs-ajax/9j2rjo4heluo11znw9x7adlw4
UEFA Champions League,Europe,Sporting,1,Frankfurt,2,2022-11-01,https://www.goal.com/en/match/sporting-cp-vs-eintracht-frankfurt/f4rcpqecprxzgzs2phh8az6l0
UEFA Champions League,Europe,Viktoria Plzeň,2,Barcelona,4,2022-11-01,https://www.goal.com/en/match/viktoria-plzen-vs-barcelona/ehx3o91nabe138amwy2mxlhqs
Championship,England,Coventry,1,Blackburn,0,2022-11-01,https://www.goal.com/en/match/coventry-city-vs-blackburn-rovers/5x20ep0qke1gd5jbwtfbns74k
Championship,England,Hull,1,Middlesbrough,3,2022-11-01,https://www.goal.com/en/match/hull-city-vs-middlesbrough/5x5lhp252fda6cuo8adrfauxg
Championship,England,Luton,0,Reading,0,2022-11-01,https://www.goal.com/en/match/luton-town-vs-reading/5xapu4g348oqbpg2kxcmk055g
Championship,England,Preston,1,Swansea,0,2022-11-01,https://www.goal.com/en/match/preston-north-end-vs-swansea-city/5xe2egbt44ez8b806lib4874k
Championship,England,Bristol City,0,Sheff Utd,1,2022-11-01,https://www.goal.com/en/match/bristol-city-vs-sheffield-united/5wyih5aq5jrsh3nq9la24qtxw
Championship,England,West Bromwich,1,Blackpool,0,2022-11-01,https://www.goal.com/en/match/west-bromwich-albion-vs-blackpool/5xhhdt40n8bs07gtpmi8jmkus
