Competition,Country,Home Team,Home Score,Away Team,Away Score,Date,URL
UEFA Champions League,Europe,Panathinaikos,2,Dnipro-1,2,2023-08-01,https://www.goal.com/en/match/panathinaikos-vs-dnipro-1/exib96ovzd1simjqmnod8fok4
UEFA Champions League,Europe,BATE,3,Aris Limassol,5,2023-08-01,https://www.goal.com/en/match/bate-vs-aris-limassol/ewdadceob74q2nttv9fez9a1g
UEFA Champions League,Europe,Olimpija,2,Ludogorets,1,2023-08-01,https://www.goal.com/en/match/olimpija-vs-ludogorets/eugt3qyyzsn0vfc5l5pgd25n8
UEFA Champions League,Europe,Slovan,2,Zrinjski,2,2023-08-01,https://www.goal.com/en/match/slovan-bratislava-vs-zrinjski/ex4nu7zm037ukrwh966t8r3f8
FIFA Women's World Cup,World,Portugal,0,United States,0,2023-08-01,https://www.goal.com/en/match/portugal-vs-united-states/6bwqh1p2x600c9od8emts0zys
FIFA Women's World Cup,World,Vietnam,0,Netherlands,7,2023-08-01,https://www.goal.com/en/match/vietnam-vs-netherlands/6jsgdrx5qng5to4l11tyjz384
FIFA Women's World Cup,World,China PR,1,England,6,2023-08-01,https://www.goal.com/en/match/china-pr-vs-england/cm98p63c81lnceo18zyzoadck
FIFA Women's World Cup,World,Haiti,0,Denmark,2,2023-08-01,https://www.goal.com/en/match/haiti-vs-denmark/cv7lcz7rs2lwsqpvg5ty4zp5g
UEFA Europa Conference League,Europe,Valmiera,7,Tre Penne,0,2023-08-01,https://www.goal.com/en/match/valmiera-vs-tre-penne/ci8kx32oz3n9risi73xkgbcwk
UEFA Europa Conference League,Europe,Balzan,0,Neman,0,2023-08-01,https://www.goal.com/en/match/balzan-vs-neman-grodno/4khjbqqnpkmw5sdvm2a5p9fys
UEFA Europa Conference League,Europe,Zimbru,0,Fenerbahçe,4,2023-08-01,https://www.goal.com/en/match/zimbru-vs-fenerbahce/3nex2b11ekxcoz6crgnl0yyac
UEFA Europa Conference League,Europe,Swift,3,TNS,2,2023-08-01,https://www.goal.com/en/match/swift-hesperange-vs-the-new-saints/8c084butmnuphnecxvhqz1tec
UEFA Europa Conference League,Europe,Partizani,4,Atlètic,1,2023-08-01,https://www.goal.com/en/match/partizani-tirana-vs-atletic-club-d-escaldes/ciytgq2mgm70ncws1uavkse1g
UEFA Europa Conference League,Europe,Budućnost,3,Struga,4,2023-08-01,https://www.goal.com/en/match/buducnost-vs-struga/btourz9zckynobyi3rpqpbcpg
Primera A,Colombia,Envigado,0,Magdalena,0,2023-08-01,https://www.goal.com/en/match/envigado-vs-union-magdalena/5c4sgwmcn3ajyvgvtz9dur28k
Primera A,Colombia,Boyacá Chicó,0,Equidad,2,2023-08-01,https://www.goal.com/en/match/boyaca-chico-vs-la-equidad/5c1gobqgniwzhr4x4fkoy00t0
Primera A,Colombia,Junior,1,Bucaramanga,1,2023-08-01,https://www.goal.com/en/match/junior-vs-atletico-bucaramanga/5cbia6xl2mb6jlr4ibrzfwzdg
Club Friendlies,World,PSG,1,Inter,2,2023-08-01,https://www.goal.com/en/match/psg-vs-internazionale/3riu6oqcdxbhal55yvmthk74k
Club Friendlies,World,Salernitana,1,Hatay,6,2023-08-01,https://www.goal.com/en/match/salernitana-vs-hatayspor/avgrkonf0itdpuz1yd87pkt90
Club Friendlies,World,Volendam,1,Alanyaspor,1,2023-08-01,https://www.goal.com/en/match/volendam-vs-alanyaspor/18dwwklioump58mne58ezpces
Primera Nacional,Argentina,All Boys,1,Def Unidos,0,2023-08-01,https://www.goal.com/en/match/all-boys-vs-defensores-unidos/2tbo0lsvbmlq4hp2zy240zxuc
Prim B Metro,Argentina,Talleres,0,A Merlo,0,2023-08-01,https://www.goal.com/en/match/talleres-remedios-vs-argentino-merlo/eqjox23qbmw1s78dgfoojbims
Serie C,Brazil,Aparecidense,0,Floresta,0,2023-08-01,https://www.goal.com/en/match/aparecidense-vs-floresta/1myiu1mzab15cbypz88huerro
Serie C,Brazil,Brusque,0,São Bernardo,0,2023-08-01,https://www.goal.com/en/match/brusque-vs-sao-bernardo/1nhyttzpbmanf3grn8muqazv8
Serie D,Brazil,Águia Marabá,1,Atlético CE,1,2023-08-01,https://www.goal.com/en/match/aguia-de-maraba-vs-atletico-cearense/dn294wwnorbgwm3zpi8s0dtec
Serie D,Brazil,Democrata GV,0,Anápolis,0,2023-08-01,https://www.goal.com/en/match/democrata-gv-vs-anapolis/6jcrlus4nzhagk2jhb2zw1wd0
Serie D,Brazil,Princesa,1,Ferroviário,1,2023-08-01,https://www.goal.com/en/match/princesa-solimoes-vs-ferroviario/dnktgwu5nj3lui1evauut2q6s
Primera B,Chile,U. Concepción,3,Cobreloa,3,2023-08-01,https://www.goal.com/en/match/universidad-concepcion-vs-cobreloa/3bq6sdj61vpx6d3r7d6gumiok
