Competition,Country,Home Team,Home Score,Away Team,Away Score,Date,URL
Bundesliga,Germany,Leverkusen,1,Köln,2,2023-05-05,https://www.goal.com/en/match/bayer-leverkusen-vs-koeln/e2p7q07dlelsyf6294qiamxp0
Bundesliga,Germany,Mainz 05,2,Schalke 04,3,2023-05-05,https://www.goal.com/en/match/mainz-05-vs-schalke-04/e2x7nywn43r4oermgy87ofq50
CONMEBOL Libertadores,South America,Patronato,4,Melgar,1,2023-05-05,https://www.goal.com/en/match/patronato-vs-melgar/2fsqed8ul2d3ysqvkgi1p4m50
CONMEBOL Libertadores,South America,Racing Club,1,Flamengo,1,2023-05-05,https://www.goal.com/en/match/racing-club-vs-flamengo/4glr5latq540rh1vciquqbcic
CONMEBOL Libertadores,South America,Libertad,1,Paranaense,2,2023-05-05,https://www.goal.com/en/match/libertad-vs-athletico-paranaense/6qpgyqu2wxyox4t7igfyp4oic
CONMEBOL Libertadores,South America,Pereira,2,Monagas,1,2023-05-05,https://www.goal.com/en/match/deportivo-pereira-vs-monagas/8ql17aig38jcv67y7utse2exg
CONMEBOL Sudamericana,South America,Gimn La Plata,0,Goiás,2,2023-05-05,https://www.goal.com/en/match/gimnasia-la-plata-vs-goias/4xtb3e2vxuqim5uo4m3kponis
CONMEBOL Sudamericana,South America,Audax,2,Blooming,0,2023-05-05,https://www.goal.com/en/match/audax-italiano-vs-blooming/it18iv9s3f96z0nzl2x9rj10
CONMEBOL Sudamericana,South America,Botafogo,0,LDU Quito,0,2023-05-05,https://www.goal.com/en/match/botafogo-vs-ldu-quito/awldt4ebtnqrwuf8tojtufndg
CONMEBOL Sudamericana,South America,Def y Justicia,4,Peñarol,1,2023-05-05,https://www.goal.com/en/match/defensa-y-justicia-vs-penarol/cugvl00jc67yeavjkrkxa63o4
CONMEBOL Sudamericana,South America,Fortaleza,6,Estudiantes M.,1,2023-05-05,https://www.goal.com/en/match/fortaleza-vs-estudiantes-de-merida/71j97kci5tkvkq39p2zv67nro
CONMEBOL Sudamericana,South America,Universitario,2,Santa Fe,0,2023-05-05,https://www.goal.com/en/match/universitario-vs-independiente-santa-fe/2si93mp6akirq2zhhk4tcg0es
Eredivisie,Netherlands,Waalwijk,4,Volendam,1,2023-05-05,https://www.goal.com/en/match/rkc-waalwijk-vs-volendam/3weu2kpyv103k7am5jjj65gr8
A-League Men,Australia,Adelaide Utd,2,Wellington,0,2023-05-05,https://www.goal.com/en/match/adelaide-united-vs-wellington-phoenix/2fu9vkroj4ril514ak5sut0k4
Liga Profesional Argentina,Argentina,Barracas C,3,Instituto,0,2023-05-05,https://www.goal.com/en/match/barracas-central-vs-instituto/267e82uvih7ev8p5nf0mkveac
Liga Profesional Argentina,Argentina,Godoy Cruz,0,Unión,0,2023-05-05,https://www.goal.com/en/match/godoy-cruz-vs-union/24xcty6pl2ma4uygazgmoqgic
Primeira Liga,Portugal,Casa Pia,1,Portimonense,1,2023-05-05,https://www.goal.com/en/match/casa-pia-vs-portimonense/c3ziar0zylvpde0zu7grbds0k
Primera A,Colombia,Millonarios,1,Envigado,1,2023-05-05,https://www.goal.com/en/match/millonarios-vs-envigado/aleg6gk8mtuq5orvptjv0ai38
Primera A,Colombia,Atl. Nacional,2,América,1,2023-05-05,https://www.goal.com/en/match/atletico-nacional-vs-america-de-cali/al70tagy9zay8xragg2hyfz84
Bundesliga,Austria,WAC,0,Altach,0,2023-05-05,https://www.goal.com/en/match/wolfsberger-ac-vs-rheindorf-altach/exqwh5m7b2sy4okkztoay8r9w
2. Bundesliga,Germany,Bielefeld,1,Greuther Fürth,1,2023-05-05,https://www.goal.com/en/match/arminia-bielefeld-vs-greuther-fuerth/4lfakaaf73hwnyjo3z884xjpw
2. Bundesliga,Germany,Hamburg,2,Paderborn,2,2023-05-05,https://www.goal.com/en/match/hamburger-sv-vs-paderborn/4liqeop9ky1hjgm2ngusi5444
Ekstraklasa,Poland,Jagiellonia,1,Śląsk,1,2023-05-05,https://www.goal.com/en/match/jagiellonia-bialystok-vs-slask-wroclaw/dypn7tk46ph1r8740o5te74t0
Ekstraklasa,Poland,Górnik,2,Warta Poznań,0,2023-05-05,https://www.goal.com/en/match/gornik-zabrze-vs-warta-poznan/dzbav3i7axbws9psm4omey8lw
Serie B,Italy,Perugia,0,Cagliari,5,2023-05-05,https://www.goal.com/en/match/perugia-vs-cagliari/djth9wfnp9otah7l026f3bx0
Championship,Scotland,Arbroath,0,Hamilton,0,2023-05-05,https://www.goal.com/en/match/arbroath-vs-hamilton-academical/b95du9v1qaad1v30vqvvcmdjo
Championship,Scotland,Cove Rangers,1,Morton,2,2023-05-05,https://www.goal.com/en/match/cove-rangers-vs-greenock-morton/b997kuavsfb94u6lsuct0i6ms
Championship,Scotland,Inverness,1,Ayr Utd,2,2023-05-05,https://www.goal.com/en/match/inverness-ct-vs-ayr-united/b9d2u4zte8nctdxrfmbdo8npw
Championship,Scotland,Queen's Park,3,Dundee,5,2023-05-05,https://www.goal.com/en/match/queen-s-park-vs-dundee/b9h0ovvrh7ud7xsgp1lxyasr8
