Competition,Country,Home Team,Home Score,Away Team,Away Score,Date,URL
UEFA Europa League,Europe,R. Union SG,1,Leverkusen,4,2023-04-20,https://www.goal.com/en/match/union-saint-gilloise-vs-bayer-leverkusen/ae4lu2bpji5vtbohq2rwagkk4
UEFA Europa League,Europe,Roma,4,Feyenoord,1,2023-04-20,https://www.goal.com/en/match/roma-vs-feyenoord/bkwh3zky8ve1kyv90z9diglck
UEFA Europa League,Europe,Sevilla,3,Man Utd,0,2023-04-20,https://www.goal.com/en/match/sevilla-vs-manchester-united/2qefewroktrm2urn1741lmdck
UEFA Europa League,Europe,Sporting,1,Juventus,1,2023-04-20,https://www.goal.com/en/match/sporting-cp-vs-juventus/9660w7ib5wb7spwimk9zt4zkk
UEFA Europa Conference League,Europe,AZ,2,Anderlecht,0,2023-04-20,https://www.goal.com/en/match/az-vs-anderlecht/6kft0kdknha1o1epxwx1op91w
UEFA Europa Conference League,Europe,Fiorentina,2,Lech,3,2023-04-20,https://www.goal.com/en/match/fiorentina-vs-lech-poznan/8osd5o62xgklyzbmzvwiy5rtg
UEFA Europa Conference League,Europe,Nice,1,Basel,2,2023-04-20,https://www.goal.com/en/match/nice-vs-basel/aiakwuml1ktcngxmzpwc69x5g
UEFA Europa Conference League,Europe,West Ham,4,Gent,1,2023-04-20,https://www.goal.com/en/match/west-ham-united-vs-gent/9q237dgrhjnajuxqeww7sdlhw
Friendlies,World,United States,1,Mexico,1,2023-04-20,https://www.goal.com/en/match/united-states-vs-mexico/arzp5n2nmk75y9dx8dnggjcic
CONMEBOL Libertadores,South America,Nacional,2,Medellín,1,2023-04-20,https://www.goal.com/en/match/nacional-vs-independiente-medellin/18z4xaqyv4ng6xw6pgybbj7ys
CONMEBOL Libertadores,South America,River Plate,4,Sp. Cristal,2,2023-04-20,https://www.goal.com/en/match/river-plate-vs-sporting-cristal/a4ym5wlb5036eb0majw1leal0
CONMEBOL Libertadores,South America,Corinthians,0,Argentinos,1,2023-04-20,https://www.goal.com/en/match/corinthians-vs-argentinos-juniors/2mivsflxlhy4ku4ghi3bqrnkk
CONMEBOL Libertadores,South America,Flamengo,2,Ñublense,0,2023-04-20,https://www.goal.com/en/match/flamengo-vs-nublense/3bjufym7h0y4f4zei4rb2jh0
CONMEBOL Libertadores,South America,Colo Colo,1,Monagas,0,2023-04-20,https://www.goal.com/en/match/colo-colo-vs-monagas/6wa218qolbwm7kndr5cg48ftg
CONMEBOL Libertadores,South America,Barcelona,2,Bolívar,1,2023-04-20,https://www.goal.com/en/match/barcelona-vs-bolivar/50kld75dw96flxucft99ziiok
CONMEBOL Sudamericana,South America,Guaraní,2,Danubio,1,2023-04-20,https://www.goal.com/en/match/club-guarani-vs-danubio/dtvbtgdf744sfu6flusaw1e6s
CONMEBOL Sudamericana,South America,Def y Justicia,2,América MG,1,2023-04-20,https://www.goal.com/en/match/defensa-y-justicia-vs-america-mineiro/1vnpdf9plyyztex2se1748q38
CONMEBOL Sudamericana,South America,LDU Quito,4,Magallanes,0,2023-04-20,https://www.goal.com/en/match/ldu-quito-vs-magallanes/3mclwexir0azg7u1yyn2261as
Süper Lig,Turkey,Ankaragücü,3,Giresun,1,2023-04-20,https://www.goal.com/en/match/ankaraguecue-vs-giresunspor/16s35496cd48k8jfvvpn8q9ec
Süper Lig,Turkey,Sivasspor,4,Trabzonspor,1,2023-04-20,https://www.goal.com/en/match/sivasspor-vs-trabzonspor/168j35sau23wk5fgtnjaf5m38
Primera A,Colombia,Boyacá Chicó,1,América,1,2023-04-20,https://www.goal.com/en/match/boyaca-chico-vs-america-de-cali/aio5dugh55xjdyxwas8k5fw9g
Premier League,Armenia,Shirak,1,BKMA,1,2023-04-20,https://www.goal.com/en/match/shirak-vs-bkma/1nduxa1ygojn03toaaktt0ahg
Copa do Nordeste,Brazil,Ceará,2,Sport,1,2023-04-20,https://www.goal.com/en/match/ceara-vs-sport-recife/5ibc1dylryj3conia5frvhyxg
Canadian Championship,Canada,Wanderers,1,Atlético,3,2023-04-20,https://www.goal.com/en/match/hfx-wanderers-vs-atletico-ottawa/7620eilikv0ro6vqerbbplv6c
