Competition,Country,Home Team,Home Score,Away Team,Away Score,Date,URL
UEFA Champions League,Europe,Man City,1,Inter,0,2023-06-10,https://www.goal.com/en/match/manchester-city-vs-internazionale/emb5xdotl7w4f1ehswxzn9l3o
Serie A,Brazil,Coritiba,0,Santos,0,2023-06-10,https://www.goal.com/en/match/coritiba-vs-santos/bzq7qeuqvgk49gntthx0cdxck
Liga Profesional Argentina,Argentina,Independiente,2,Sarmiento,0,2023-06-10,https://www.goal.com/en/match/independiente-vs-sarmiento/2d1yfhf58t95xkt2arfersaac
J1 League,Japan,F Marinos,4,Kashiwa,3,2023-06-10,https://www.goal.com/en/match/yokohama-f-marinos-vs-kashiwa-reysol/1l9dmqi29pdiuue5qbg1raec4
J1 League,Japan,Cerezo,2,Vissel Kobe,1,2023-06-10,https://www.goal.com/en/match/cerezo-osaka-vs-vissel-kobe/1lcsha8qna8h0yhvt1pcofpck
J1 League,Japan,Sagan,1,Consadole,1,2023-06-10,https://www.goal.com/en/match/sagan-tosu-vs-consadole-sapporo/1lgdvhc430o96wcab3i410zro
Allsvenskan,Sweden,Kalmar,2,Degerfors,1,2023-06-10,https://www.goal.com/en/match/kalmar-vs-degerfors/3o0vy03rpsjra4jx2gi7q5ct0
Allsvenskan,Sweden,Värnamo,1,Malmö,3,2023-06-10,https://www.goal.com/en/match/vaernamo-vs-malmoe-ff/3o4dl2dkea2iwkqbzbm36ntas
Allsvenskan,Sweden,Varberg,1,Halmstad,2,2023-06-10,https://www.goal.com/en/match/varberg-vs-halmstad/3o7smzjrzl38pkwjoyrpjor2s
Ligue 1,Algeria,USM Alger,0,MC Oran,0,2023-06-10,https://www.goal.com/en/match/usm-alger-vs-mc-oran/12zomuqcnbuliqjff1yw39ul0
Primera Nacional,Argentina,Nueva Chicago,2,All Boys,0,2023-06-10,https://www.goal.com/en/match/nueva-chicago-vs-all-boys/2bgbv8ahve72vhxyhhgpwwufo
Primera Nacional,Argentina,San Martín SJ,1,Alvarado,1,2023-06-10,https://www.goal.com/en/match/san-martin-san-juan-vs-alvarado/284cru0mdetv3jyrmtpucwkyc
Primera Nacional,Argentina,San Telmo,3,Almirante Br,1,2023-06-10,https://www.goal.com/en/match/san-telmo-vs-almirante-brown/2a8gjjbj0fi8odsbtg1toe3o4
Primera Nacional,Argentina,Guillermo Br,0,Patronato,0,2023-06-10,https://www.goal.com/en/match/guillermo-brown-vs-patronato/290lzikjbabv6m1txo9hgmu50
Primera Nacional,Argentina,Agropecuario,1,Güemes,0,2023-06-10,https://www.goal.com/en/match/agropecuario-vs-club-atletico-gueemes/29f94g0vd1zppaf3dfdnr94ic
Primera Nacional,Argentina,Almagro,0,Morón,1,2023-06-10,https://www.goal.com/en/match/almagro-vs-deportivo-moron/29tugmue9ou5qvniby63buzh0
Primera Nacional,Argentina,Def Unidos,1,Gim Mendoza,0,2023-06-10,https://www.goal.com/en/match/defensores-unidos-vs-gimnasia-mendoza/28lysjah0y0rnar8eynaj4w0k
Primera Nacional,Argentina,Temperley,1,Defensores Bel,1,2023-06-10,https://www.goal.com/en/match/temperley-vs-defensores-de-belgrano/2an1naavwbnbydpfyq8jjaqz8
Torneo Federal A,Argentina,Argentino MM,4,Las Heras,0,2023-06-10,https://www.goal.com/en/match/argentino-monte-maiz-vs-huracan-las-heras/60usbwmqkao2q22ycxhh4gxlg
Torneo Federal A,Argentina,Ciudad Bolívar,3,SM Mendoza,0,2023-06-10,https://www.goal.com/en/match/ciudad-de-bolivar-vs-san-martin-mendoza/615d358whwu4oy32flhssxlas
Torneo Federal A,Argentina,Ger Rawson,0,Santamarina,2,2023-06-10,https://www.goal.com/en/match/germinal-de-rawson-vs-deportivo-santamarina/3sjbm4xm7tsv8zt0hxh9sidqs
Torneo Federal A,Argentina,Peñarol,2,Juventud UU,0,2023-06-10,https://www.goal.com/en/match/sportivo-penarol-vs-juventud-unida-univ/61fy0vxg7yir8oqobeuav94ic
Prim B Metro,Argentina,A Quilmes,2,Acassuso,1,2023-06-10,https://www.goal.com/en/match/argentino-quilmes-vs-acassuso/ede63z92m48ubdv4gmz54irys
Prim B Metro,Argentina,Armenio,0,Dock Sud,0,2023-06-10,https://www.goal.com/en/match/deportivo-armenio-vs-dock-sud/ecr0obm1wtg9lyagiigoexudw
Prim B Metro,Argentina,San Miguel,0,Sacachispas,0,2023-06-10,https://www.goal.com/en/match/san-miguel-vs-sacachispas/eecu2w2n7i5xb35fldmzlizo4
Prim B Metro,Argentina,Villa SC,0,Fénix,2,2023-06-10,https://www.goal.com/en/match/villa-san-carlos-vs-fenix/ee19ui76xngon1bcn4rl7bk7o
Queensland NPL,Australia,Lions,0,SC Wanderers,1,2023-06-10,https://www.goal.com/en/match/lions-vs-sc-wanderers/9xx6kguhlwwu074tkktmui9ec
Queensland NPL,Australia,Brisbane City,1,Peninsula,1,2023-06-10,https://www.goal.com/en/match/brisbane-city-vs-peninsula-power/9y04u7cxxyeidcwu9wuqb8vtg
Queensland NPL Women,Australia,Mitchelton,2,Gold Coast Utd,1,2023-06-10,https://www.goal.com/en/match/mitchelton-vs-gold-coast-united/2vdad38kjukha6almo7vkjitw
Queensland NPL Women,Australia,Lions,6,FQ QAS,0,2023-06-10,https://www.goal.com/en/match/lions-vs-fq-qas/2ryoy20xqv99qkr499hw1eihg
Queensland NPL Women,Australia,Souths Utd NPL,2,Olympic,0,2023-06-10,https://www.goal.com/en/match/souths-united-vs-brisbane-olympic/2vgb73p52qipxd79vapfcsvf8
Victoria NPL,Australia,Avondale,3,North Geelong,0,2023-06-10,https://www.goal.com/en/match/avondale-vs-north-geelong-warriors/wv0672ihk8rdzv4uom1rrs44
Victoria NPL,Australia,Bentleigh,0,Knights,1,2023-06-10,https://www.goal.com/en/match/bentleigh-greens-vs-melbourne-knights/wxx043dvvi97090fe2zdg844
Victoria NPL,Australia,Altona Magic,3,Moreland City,1,2023-06-10,https://www.goal.com/en/match/altona-magic-vs-moreland-city/x0w676cy4anhipdsx1r806qc
Victoria NPL Women,Australia,Alamein,0,Calder Utd,5,2023-06-10,https://www.goal.com/en/match/alamein-vs-calder-united/cl9h1mygtr6w3rir3un6cd9n8
Victoria NPL Women,Australia,Bayside Utd,2,Boroondara,1,2023-06-10,https://www.goal.com/en/match/bayside-united-vs-boroondara-eagles/clch4o5rta6lkv7tix42s8ys4
Victoria NPL Women,Australia,Southern Utd,2,Box Hill,4,2023-06-10,https://www.goal.com/en/match/southern-united-vs-box-hill-united/clff0yyq4ame0m92rzpx3afx0
New South Wales NPL,Australia,Sydney Utd,3,Western Sydney,6,2023-06-10,https://www.goal.com/en/match/sydney-united-vs-western-sydney-w-ii/a0ffeqcsaqdvjq2x0hparswes
New South Wales NPL,Australia,NWS Spirit,2,Sutherland,2,2023-06-10,https://www.goal.com/en/match/nws-spirit-vs-sutherland-sharks/9zyg2a3i80vgqbrypyomm6syc
New South Wales NPL,Australia,St George City,0,Stallions,2,2023-06-10,https://www.goal.com/en/match/st-george-city-fa-vs-marconi-stallions/a01keef1c9c6xfjvoutkxfaxg
New South Wales NPL Women,Australia,NWS Spirit,3,Sydney Olympic,0,2023-06-10,https://www.goal.com/en/match/nws-spirit-vs-sydney-olympic/3jyj8wckeevkabjcbh0awuw44
Premier League,Belarus,Slutsk,3,Naftan,1,2023-06-10,https://www.goal.com/en/match/slutsk-vs-naftan/468od8ms0b0cn2bs3dhmdjxn8
Premier League,Belarus,Minsk,2,Smorgon,1,2023-06-10,https://www.goal.com/en/match/minsk-vs-smorgon/znidw9hvca4o0hs7dmzisnx0
Premier League,Belarus,Neman,1,Slavia,0,2023-06-10,https://www.goal.com/en/match/neman-grodno-vs-slavia/yj5rfvk5x6jm698gc6xo8npw
Serie B,Brazil,ABC,1,Chapecoense,1,2023-06-10,https://www.goal.com/en/match/abc-vs-chapecoense/bkk6gc4aim5iuwloyc4a7f1uc
Serie B,Brazil,Vila Nova,0,Guarani,0,2023-06-10,https://www.goal.com/en/match/vila-nova-vs-guarani/bihjxfqzrumn0ee8qwzc2j5sk
Serie B,Brazil,Ituano,1,Atlético GO,1,2023-06-10,https://www.goal.com/en/match/ituano-vs-atletico-goianiense/bizki9pbjsbll0fz84o6q1ij8
Serie B,Brazil,Novorizontino,1,Sampaio Corrêa,0,2023-06-10,https://www.goal.com/en/match/novorizontino-vs-sampaio-correa/bj9fiw5h85xaglzql1u9nu32s
Serie D,Brazil,Atlético CE,1,Fluminense PI,1,2023-06-10,https://www.goal.com/en/match/atletico-cearense-vs-fluminense-pi/bbnmtn1xyngpco58g75y6lafo
Serie D,Brazil,Caxias,1,Camboriú,0,2023-06-10,https://www.goal.com/en/match/caxias-vs-camboriu/biv18j3lfiwed5132e89r01ec
Serie D,Brazil,Santo André,2,Noroeste,0,2023-06-10,https://www.goal.com/en/match/santo-andre-vs-real-noroeste/bg96p16tw5kpof2b4nqjw5rf8
Serie D,Brazil,Vitória,3,Nova Iguaçu,2,2023-06-10,https://www.goal.com/en/match/vitoria-es-vs-nova-iguacu/bfxhi7m8sk9uegi8dp29382l0
Serie D,Brazil,CAP,2,XV Piracicaba,0,2023-06-10,https://www.goal.com/en/match/ca-patrocinense-vs-xv-de-piracicaba/bh8gngf8mc5ot1u874vgm11xw
Serie D,Brazil,Cascavel,1,Ferroviária,5,2023-06-10,https://www.goal.com/en/match/cascavel-vs-ferroviaria/bhw2dz99kag54t79jahs4gil0
Serie D,Brazil,Alagoinhas,1,Sergipe,1,2023-06-10,https://www.goal.com/en/match/atletico-alagoinhas-vs-sergipe/be96vycmuj10pv8hbh6y2z9qs
Serie D,Brazil,Anápolis,7,Interporto,0,2023-06-10,https://www.goal.com/en/match/anapolis-vs-interporto/bf7x0uoprbipk1416zivhy784
Serie D,Brazil,Campinense,1,Potiguar M,0,2023-06-10,https://www.goal.com/en/match/campinense-vs-potiguar-mossoro/bcyjn4qizs19hl85ta170c9as
Serie D,Brazil,Inter Limeira,1,Maringá,0,2023-06-10,https://www.goal.com/en/match/inter-de-limeira-vs-maringa/bi7mwv0amf3p3ptfjkj95as5w
Canadian Premier League,Canada,York,2,Atlético,1,2023-06-10,https://www.goal.com/en/match/york-united-vs-atletico-ottawa/e4kdiilkn6v38lfotksacs6xg
Canadian Premier League,Canada,Wanderers,2,Valour,0,2023-06-10,https://www.goal.com/en/match/hfx-wanderers-vs-valour/e4u0f9gkgk0emdwm17gz7h4wk
China League One,China PR,Wugou,0,Lushan,1,2023-06-10,https://www.goal.com/en/match/wuxi-wugou-vs-jiangxi-lushan/9z0vswjrpjpi0ycknojhn5xxw
China League One,China PR,Longding,1,Jiuniu,0,2023-06-10,https://www.goal.com/en/match/yanbian-longding-vs-sichuan-jiuniu/9yp5zwjrp5w8o26jdmitq1pn8
China League One,China PR,Dongguan Utd,1,Guangzhou,2,2023-06-10,https://www.goal.com/en/match/dongguan-united-vs-guangzhou-fc/9znyhj7ob77657g8gaizx2rro
China League One,China PR,Pingguo Haliao,2,Heilongjiang,0,2023-06-10,https://www.goal.com/en/match/guangxi-pingguo-haliao-vs-heilongjiang-ice-city/b2bo7zonwpjwydzgpil15o4k4
China League One,China PR,Jiading,0,Xingzhou,1,2023-06-10,https://www.goal.com/en/match/shanghai-jiading-vs-jinan-xingzhou/9zzh5e6lg4vffyxpkt7eowc9g
China League Two,China PR,Qisheng,1,BIT,1,2023-06-10,https://www.goal.com/en/match/zibo-qisheng-vs-beijing-bit/1bkjwac3wz43k05txulb3qq6s
China League Two,China PR,Billows,1,Star,0,2023-06-10,https://www.goal.com/en/match/hunan-billows-vs-hainan-star/1d2zees7gsrc5pibldoyf5clw
China League Two,China PR,Lanhang,0,Quanzhou,0,2023-06-10,https://www.goal.com/en/match/guangxi-lanhang-vs-quanzhou-yassin/1cbqgu61xpr8d0wi72pnj2uj8
China League Two,China PR,Zhixing,2,Red Lions,1,2023-06-10,https://www.goal.com/en/match/dalian-zhixing-vs-qingdao-red-lions/1cp5mwzgzrkulzykgkrlfjy1g
China League Two,China PR,Jiangcheng,0,Haimen,4,2023-06-10,https://www.goal.com/en/match/wuhan-jiangcheng-vs-haimen-codion/1by6nu0kwkeia2aawp57lu87o
Liga Femenina,Colombia,Pereira,2,América,3,2023-06-10,https://www.goal.com/en/match/deportivo-pereira-vs-america-de-cali/dxqyt9w9rq9wupc000oyajy8k
Liga Femenina,Colombia,Nacional,1,Santa Fe,1,2023-06-10,https://www.goal.com/en/match/atletico-nacional-vs-santa-fe/dy3q1ueqd9qikake2s9jhr6dw
Liga Pro,Ecuador,Universidad,3,Mushuc Runa,2,2023-06-10,https://www.goal.com/en/match/universidad-catolica-vs-mushuc-runa/5r7xesltqmkdt2hhdwl5p6hg
Liga Pro,Ecuador,Libertad,1,Universitario,0,2023-06-10,https://www.goal.com/en/match/libertad-vs-tecnico-universitario/5nnbvcazdswt5bqo8j06xg5w
Liga Pro,Ecuador,LDU Quito,0,Cumbayá,0,2023-06-10,https://www.goal.com/en/match/ldu-quito-vs-cumbaya/5jw8zr0hqkv0ujengyzpztp0
Meistriliiga,Estonia,Vaprus,1,Flora,5,2023-06-10,https://www.goal.com/en/match/vaprus-vs-flora/1k5xp9n0vqna5yxeuqjtkusyc
Meistriliiga,Estonia,Kalju,2,Kuressaare,0,2023-06-10,https://www.goal.com/en/match/nomme-kalju-vs-kuressaare/1kaav665u64jwhkkxh55x0cus
Super League 2,Greece,Anagennisi K,2,Larissa,2,2023-06-10,https://www.goal.com/en/match/anagennisi-karditsas-vs-larissa/e4rsitlvfq0r1al3slq5526fo
Super League 2,Greece,Diagoras,1,Veria,0,2023-06-10,https://www.goal.com/en/match/diagoras-vs-veria/e4vwbzrsgtdbnjjt1popp60pg
Super League 2,Greece,Iraklis Laris.,0,Makedonikos N.,0,2023-06-10,https://www.goal.com/en/match/iraklis-larissa-vs-makedonikos-neapolis/e4zkl4nxml3tvwfiogxjtfvh0
Super League 2,Greece,Niki,3,Panserraikos,0,2023-06-10,https://www.goal.com/en/match/niki-volos-vs-panserraikos/e577oho9p1qbmr3btsqq2edjo
