Competition,Country,Home Team,Home Score,Away Team,Away Score,Date,URL
Premier League,England,Fulham,2,Leeds,1,2023-04-22,https://www.goal.com/en/match/fulham-vs-leeds-united/86h5fvvyaajecwdvjctyj34t0
Premier League,England,Brentford,1,Aston Villa,1,2023-04-22,https://www.goal.com/en/match/brentford-vs-aston-villa/865z3bvnnxy2emsdq43hifz84
Premier League,England,Crystal Palace,0,Everton,0,2023-04-22,https://www.goal.com/en/match/crystal-palace-vs-everton/86ddo875nw2scsthtvduc0mj8
Premier League,England,Leicester,2,Wolves,1,2023-04-22,https://www.goal.com/en/match/leicester-city-vs-wolverhampton-wanderers/86kwhx6hzg4soaggjj5jc9tlg
Premier League,England,Liverpool,3,Nottm Forest,2,2023-04-22,https://www.goal.com/en/match/liverpool-vs-nottingham-forest/86os5msciw0qnk3gdd9n8pk44
La Liga,Spain,Osasuna,3,Betis,2,2023-04-22,https://www.goal.com/en/match/osasuna-vs-real-betis/a0hu45fdxc7wdcnrtgxhl6has
La Liga,Spain,Almería,1,Athletic Club,2,2023-04-22,https://www.goal.com/en/match/almeria-vs-athletic-club/a0acsok8dr7uo7r81i4fu4zdg
La Liga,Spain,Real Sociedad,2,Vallecano,1,2023-04-22,https://www.goal.com/en/match/real-sociedad-vs-rayo-vallecano/a0wn2jcrjqpbj1etf27u44cus
La Liga,Spain,Valladolid,1,Girona,0,2023-04-22,https://www.goal.com/en/match/real-valladolid-vs-girona/a10g4j5xwrlgi4n2bo2lts178
La Liga,Spain,Real Madrid,2,Celta Vigo,0,2023-04-22,https://www.goal.com/en/match/real-madrid-vs-celta-de-vigo/a0ljegsb2opt7ciq823zpqluc
Serie A,Italy,Salernitana,3,Sassuolo,0,2023-04-22,https://www.goal.com/en/match/salernitana-vs-sassuolo/5f0cfi2mpjnkrn11j2c1yaj9w
Serie A,Italy,Lazio,0,Torino,1,2023-04-22,https://www.goal.com/en/match/lazio-vs-torino/5euzok3lddgfelly325jejn6c
Serie A,Italy,Sampdoria,1,Spezia,1,2023-04-22,https://www.goal.com/en/match/sampdoria-vs-spezia/5f3pz57is86yanlsuhxyjm3h0
Bundesliga,Germany,Bochum,1,Wolfsburg,5,2023-04-22,https://www.goal.com/en/match/bochum-vs-wolfsburg/e175lf5yau52eaupjd36genf8
Bundesliga,Germany,Hertha BSC,2,Bremen,4,2023-04-22,https://www.goal.com/en/match/hertha-bsc-vs-werder-bremen/e1f58i4css506qk05v6n20x78
Bundesliga,Germany,Hoffenheim,1,Köln,3,2023-04-22,https://www.goal.com/en/match/hoffenheim-vs-koeln/e0za4fd1f8hhj1v3g3r6ej85w
Bundesliga,Germany,Mainz 05,3,Bayern München,1,2023-04-22,https://www.goal.com/en/match/mainz-05-vs-bayern-muenchen/e0v71lmhknklpwayo6urayuqc
Bundesliga,Germany,Dortmund,4,Frankfurt,0,2023-04-22,https://www.goal.com/en/match/borussia-dortmund-vs-eintracht-frankfurt/e0hgs4p6bigohc25zyo0xl3is
Ligue 1,France,Auxerre,1,Lille,1,2023-04-22,https://www.goal.com/en/match/auxerre-vs-lille/1e4ek2c3t2d2c1ovuo7lub9ck
Ligue 1,France,Lens,3,Monaco,0,2023-04-22,https://www.goal.com/en/match/lens-vs-monaco/1euot9tcnh3zvzwtgu469lst0
Championship,England,Birmingham,0,Blackpool,1,2023-04-22,https://www.goal.com/en/match/birmingham-city-vs-blackpool/6rh84y8wj7boarj567n6oq710
Championship,England,Bristol City,2,Rotherham,1,2023-04-22,https://www.goal.com/en/match/bristol-city-vs-rotherham-united/6rksuxihvht8edx5dvq8ud7o4
Championship,England,Burnley,1,QPR,2,2023-04-22,https://www.goal.com/en/match/burnley-vs-queens-park-rangers/6roewrivsh3rxa9yagva0k9p0
Championship,England,Cardiff,1,Stoke,1,2023-04-22,https://www.goal.com/en/match/cardiff-city-vs-stoke-city/6rrx3kyfymi10l3pfuq0cxus4
Championship,England,Coventry,2,Reading,1,2023-04-22,https://www.goal.com/en/match/coventry-city-vs-reading/6rvij1pm41zhwik6mmfrh7ifo
Championship,England,Hull,1,Watford,0,2023-04-22,https://www.goal.com/en/match/hull-city-vs-watford/6s34s46u7uk89a0fcjvm9aas4
Championship,England,Norwich,0,Swansea,3,2023-04-22,https://www.goal.com/en/match/norwich-city-vs-swansea-city/6sakdgxzy3vvop40g9610hkic
Championship,England,Wigan,2,Millwall,1,2023-04-22,https://www.goal.com/en/match/wigan-athletic-vs-millwall/6sn9bhfo55udn380tcxjxnkt0
Championship,England,Preston,1,Blackburn,1,2023-04-22,https://www.goal.com/en/match/preston-north-end-vs-blackburn-rovers/6sg6kc2skqn2iuv3x6ytlmzh0
FA Cup,England,Man City,3,Sheff Utd,0,2023-04-22,https://www.goal.com/en/match/manchester-city-vs-sheffield-united/9d1xfnwldyeifs5w2nqmz7fo4
Eredivisie,Netherlands,Heerenveen,2,Emmen,3,2023-04-22,https://www.goal.com/en/match/heerenveen-vs-emmen/3vk3yu5e9tp284rbycut34tn8
Eredivisie,Netherlands,Vitesse,0,Excelsior,0,2023-04-22,https://www.goal.com/en/match/vitesse-vs-excelsior/3vntnpjkzv7trvgwg1r15pct0
A-League Men,Australia,Newcastle,1,Central Coast,3,2023-04-22,https://www.goal.com/en/match/newcastle-jets-vs-central-coast-mariners/2r5xt9bwhh5lenykxr375bj10
A-League Men,Australia,Western United,1,Melbourne City,3,2023-04-22,https://www.goal.com/en/match/western-united-vs-melbourne-city/2r9rqmxjq11wz1t03fa1pwcus
