Competition,Country,Home Team,Home Score,Away Team,Away Score,Date,URL
Premier League,England,Brighton,1,Aston Villa,2,2022-11-13,https://www.goal.com/en/match/brighton-and-hove-albion-vs-aston-villa/7omnd8h9u7pmsiowydwtguql0
Premier League,England,Fulham,1,Man Utd,2,2022-11-13,https://www.goal.com/en/match/fulham-vs-manchester-united/7oqdzu5q0f19thyfvuw6zyas4
Serie A,Italy,Atalanta,2,Inter,3,2022-11-13,https://www.goal.com/en/match/atalanta-vs-internazionale/4ydm9dlvru3qh0l5a3fl4o1lg
Serie A,Italy,Monza,3,Salernitana,0,2022-11-13,https://www.goal.com/en/match/monza-vs-salernitana/4yydgzva9z2dl6a98ieatnj84
Serie A,Italy,Roma,1,Torino,1,2022-11-13,https://www.goal.com/en/match/roma-vs-torino/4z5clcdm3s5tdlwd0z7hfh82c
Serie A,Italy,Verona,1,Spezia,2,2022-11-13,https://www.goal.com/en/match/hellas-verona-vs-spezia/4ynwn0p5phc956kcckbjtotuc
Serie A,Italy,Milan,2,Fiorentina,1,2022-11-13,https://www.goal.com/en/match/milan-vs-fiorentina/4yuuk41dohkr07g186jg5asyc
Serie A,Italy,Juventus,3,Lazio,0,2022-11-13,https://www.goal.com/en/match/juventus-vs-lazio/4yrae6dxmyieq46d6ydyk75zo
Bundesliga,Germany,Mainz 05,1,Frankfurt,1,2022-11-13,https://www.goal.com/en/match/mainz-05-vs-eintracht-frankfurt/dluxxsi6x1x0ikraqci6dc4d0
Bundesliga,Germany,Freiburg,4,Union Berlin,1,2022-11-13,https://www.goal.com/en/match/freiburg-vs-union-berlin/dlqvspoy3im4qjdgvpvxkgo44
Ligue 1,France,PSG,5,Auxerre,0,2022-11-13,https://www.goal.com/en/match/psg-vs-auxerre/v28g8q5m8j2f72hxi9jaeec4
Ligue 1,France,Brest,2,Troyes,1,2022-11-13,https://www.goal.com/en/match/brest-vs-troyes/ves0f6omd8fl0w5e7a072syc
Ligue 1,France,Lille,1,Angers,0,2022-11-13,https://www.goal.com/en/match/lille-vs-angers-sco/uq2if62lmax6m60l9gxg39ck
