Competition,Country,Home Team,Home Score,Away Team,Away Score,Date,URL
Premier League,England,Tottenham,0,Aston Villa,2,2023-01-01,https://www.goal.com/en/match/tottenham-hotspur-vs-aston-villa/7rikjs9mb7smncsl7olu3y7mc
Premier League,England,Nottm Forest,1,Chelsea,1,2023-01-01,https://www.goal.com/en/match/nottingham-forest-vs-chelsea/7rej3dxao3h9ah06akrwaa904
Ligue 1,France,Angers,1,Lorient,2,2023-01-01,https://www.goal.com/en/match/angers-sco-vs-lorient/wxb6n7j9b1rtnarnbrwemiok
Ligue 1,France,Monaco,1,Brest,0,2023-01-01,https://www.goal.com/en/match/monaco-vs-brest/wsnsyojist0v95jqhx5cm2hg
Ligue 1,France,Nantes,1,Auxerre,0,2023-01-01,https://www.goal.com/en/match/nantes-vs-auxerre/x2teggjgj8yvtm2zc03ysr2s
Ligue 1,France,Toulouse,2,Ajaccio,0,2023-01-01,https://www.goal.com/en/match/toulouse-vs-ajaccio/y6ogm6brqoli522xzvu89lp0
Ligue 1,France,Lyon,0,Clermont,1,2023-01-01,https://www.goal.com/en/match/olympique-lyonnais-vs-clermont/xnoa28r1ix8t03sgh4l8w0es
Ligue 1,France,Lens,3,PSG,1,2023-01-01,https://www.goal.com/en/match/lens-vs-psg/xric46xugltle7fi2mk6ip78
Championship,England,Blackburn,1,Cardiff,0,2023-01-01,https://www.goal.com/en/match/blackburn-rovers-vs-cardiff-city/65ls407fw56my8btkmprpxa1g
Championship,England,Blackpool,1,Sunderland,1,2023-01-01,https://www.goal.com/en/match/blackpool-vs-sunderland/65pdcdk3l0unip3wqql8ivml0
Championship,England,Coventry,1,Bristol City,1,2023-01-01,https://www.goal.com/en/match/coventry-city-vs-bristol-city/65suvw0srr5u83oekcqsopg5w
Championship,England,Huddersfield,1,Luton,2,2023-01-01,https://www.goal.com/en/match/huddersfield-town-vs-luton-town/65y349267dug03jfsn2txoob8
Championship,England,Millwall,3,Rotherham,0,2023-01-01,https://www.goal.com/en/match/millwall-vs-rotherham-united/661ear588hyo6xg2qaiyh6kgk
A-League Men,Australia,Newcastle,0,Sydney,2,2023-01-01,https://www.goal.com/en/match/newcastle-jets-vs-sydney/2gmkly64yr5ettmznkpp9ygpg
A-League Men,Australia,Wanderers,4,Macarthur,0,2023-01-01,https://www.goal.com/en/match/western-sydney-wanderers-vs-macarthur/2gqlyhlxq4wcd3q5207la3n6c
League One,England,Bristol Rovers,2,Cheltenham,1,2023-01-01,https://www.goal.com/en/match/bristol-rovers-vs-cheltenham-town/807j5fkb5wvbt76skfffav5zo
League One,England,Forest Green,1,Port Vale,3,2023-01-01,https://www.goal.com/en/match/forest-green-rovers-vs-port-vale/80eceiqhavtpoa6mx6aqrs3ys
League One,England,Morecambe,5,Burton Albion,0,2023-01-01,https://www.goal.com/en/match/morecambe-vs-burton-albion/80l6x2nvr6kfgbfcna0kp9gr8
League One,England,Oxford,0,Exeter,1,2023-01-01,https://www.goal.com/en/match/oxford-united-vs-exeter-city/80okbbuh24yho6x0mkifezg2c
League One,England,Peterborough,0,Wycombe,3,2023-01-01,https://www.goal.com/en/match/peterborough-united-vs-wycombe-wanderers/80rz2c7ezvt9yihpxpy3lk1lg
League One,England,Plymouth,3,MK Dons,1,2023-01-01,https://www.goal.com/en/match/plymouth-argyle-vs-milton-keynes-dons/80vgs2ph7vapxcbly8dt0of10
League One,England,Portsmouth,1,Charlton,3,2023-01-01,https://www.goal.com/en/match/portsmouth-vs-charlton-athletic/80yy281q7wtz5harobsfwal90
League One,England,Shrewsbury,0,Fleetwood,3,2023-01-01,https://www.goal.com/en/match/shrewsbury-town-vs-fleetwood-town/815yzc99tnrd04qyr792mej2s
League Two,England,Bradford,3,Salford,2,2023-01-01,https://www.goal.com/en/match/bradford-city-vs-salford-city/9tw041jwyumo79obc89li4tuc
League Two,England,Colchester,1,Swindon,0,2023-01-01,https://www.goal.com/en/match/colchester-united-vs-swindon-town/9tzh90epmt4f86h3eeu4a268k
League Two,England,Crewe,1,Tranmere,0,2023-01-01,https://www.goal.com/en/match/crewe-alexandra-vs-tranmere-rovers/9u38gd3ds5mmn75dsphnm6vbo
League Two,England,Doncaster,2,Carlisle,1,2023-01-01,https://www.goal.com/en/match/doncaster-rovers-vs-carlisle-united/9u6eydiisf0meqvcx098einmc
League Two,England,Grimsby,1,Stockport,0,2023-01-01,https://www.goal.com/en/match/grimsby-town-vs-stockport-county/9u9ix0f3nxlsjfkx4yg7bmal0
League Two,England,Hartlepool,3,Harrogate,3,2023-01-01,https://www.goal.com/en/match/hartlepool-united-vs-harrogate-town/9ucwd21g163x0e862gl2dti50
