Competition,Country,Home Team,Home Score,Away Team,Away Score,Date,URL
La Liga,Spain,Girona,0,Atlético,1,2023-03-13,https://www.goal.com/en/match/girona-vs-atletico-madrid/9v6idk3qw3z7lwkvus0j4xtzo
Serie A,Italy,Milan,1,Salernitana,1,2023-03-13,https://www.goal.com/en/match/milan-vs-salernitana/5a5htle6mhafin2q7dcq2i2ac
Friendlies,World,Guatemala,1,Panama,1,2023-03-13,https://www.goal.com/en/match/guatemala-vs-panama/ax8uj0c62jfk83l6r7lrqtl3o
MLS,USA,Los Angeles,4,New England,0,2023-03-13,https://www.goal.com/en/match/los-angeles-vs-new-england/9kdxndztkdlznekvp90idm7tg
A-League Men,Australia,Mel Victory,1,Western United,2,2023-03-13,https://www.goal.com/en/match/melbourne-victory-vs-western-united/2o2ez26jeftj1uv5qpz13cdg4
Süper Lig,Turkey,İstanbulspor,3,Sivasspor,0,2023-03-13,https://www.goal.com/en/match/istanbulspor-vs-sivasspor/zzpt02nnkhap3y2ye0eb1y50
Liga MX,Mexico,Pachuca,1,Monterrey,2,2023-03-13,https://www.goal.com/en/match/pachuca-vs-monterrey/1n1q659igrkr2bx86s92s39ck
Liga MX,Mexico,Santos Laguna,3,Tijuana,2,2023-03-13,https://www.goal.com/en/match/santos-laguna-vs-tijuana/1n6c14ltaeiu0a4473xw8iv4k
Liga MX,Mexico,Juárez,1,Necaxa,1,2023-03-13,https://www.goal.com/en/match/juarez-vs-necaxa/1nag4uzswcgim9suafsahv5ec
Liga Profesional Argentina,Argentina,Estudiantes,2,Huracán,1,2023-03-13,https://www.goal.com/en/match/estudiantes-vs-huracan/1uaf9vsbshgwr9jgfc31rgt1w
Liga Profesional Argentina,Argentina,River Plate,3,Godoy Cruz,0,2023-03-13,https://www.goal.com/en/match/river-plate-vs-godoy-cruz/1u0s6w8xczc7k66sjax6tbf2s
Liga Profesional Argentina,Argentina,Banfield,1,Boca Juniors,0,2023-03-13,https://www.goal.com/en/match/banfield-vs-boca-juniors/1ur6ugbe1n1la488mw8p4f384
Liga Profesional Argentina,Argentina,R. Central,1,Unión,1,2023-03-13,https://www.goal.com/en/match/rosario-central-vs-union/1u737v7tap2wld4ro8vc7ujo4
Primeira Liga,Portugal,Famalicão,1,Casa Pia,0,2023-03-13,https://www.goal.com/en/match/famalicao-vs-casa-pia/bx6o9cb71lzmjyoizydfs1qtw
Superliga,Denmark,Randers,1,AGF,2,2023-03-13,https://www.goal.com/en/match/randers-vs-agf/5hv80l198ijqc52bmxx7ewjro
Primera A,Colombia,Águilas D,2,Pereira,1,2023-03-13,https://www.goal.com/en/match/aguilas-doradas-vs-deportivo-pereira/af7dctfd5sqxwwztd0rvamdxw
Primera A,Colombia,Junior,1,Envigado,2,2023-03-13,https://www.goal.com/en/match/junior-vs-envigado/aek8d0jtdp1g8cl2zw7tp01sk
Primera A,Colombia,Petrolera,2,Magdalena,1,2023-03-13,https://www.goal.com/en/match/alianza-petrolera-vs-union-magdalena/aewhzy65jsjwkwxgnjj06s6j8
Primera División,Uruguay,Peñarol,2,City Torque,2,2023-03-13,https://www.goal.com/en/match/penarol-vs-city-torque/ds658n66m973iwtvmp3b1lzx0
Primera División,Uruguay,River Plate,3,Maldonado,1,2023-03-13,https://www.goal.com/en/match/river-plate-vs-deportivo-maldonado/dsfiwwfrmhz88qfs2npg3boyc
Primera División,Chile,Colo Colo,0,U. de Chile,0,2023-03-13,https://www.goal.com/en/match/colo-colo-vs-universidad-de-chile/bmbvjljli9az4vvqf32zb4zys
Ekstraklasa,Poland,Wisła Płock,1,Widzew,1,2023-03-13,https://www.goal.com/en/match/wisla-plock-vs-widzew-lodz/drd0dk2473z7w2c4f7ty69clw
Ligue 2,France,Metz,1,Le Havre,1,2023-03-13,https://www.goal.com/en/match/metz-vs-le-havre/as9ffmv8scsx9y84bwcclmnmc
Super League,Malaysia,Kelantan Utd,2,Kedah,3,2023-03-13,https://www.goal.com/en/match/kelantan-united-vs-kedah/9jmmdet6kcif6aj7sn3jaekno
Ligue 1,Algeria,USM Alger,3,HBCL,0,2023-03-13,https://www.goal.com/en/match/usm-alger-vs-hb-chelghoum-laid/2k9vzaybq5rd9s5zfk4r81ogk
Primera Nacional,Argentina,Chaco,1,Chacarita,1,2023-03-13,https://www.goal.com/en/match/chaco-for-ever-vs-chacarita-juniors/c8stbxspf3dwwmz8cteq35rmc
