Competition,Country,Home Team,Home Score,Away Team,Away Score,Date,URL
UEFA Europa League,Europe,Feyenoord,1,Lazio,0,2022-11-03,https://www.goal.com/en/match/feyenoord-vs-lazio/8ffo0iaqq5oy9uwg2mzt53bis
UEFA Europa League,Europe,Midtjylland,2,Sturm,0,2022-11-03,https://www.goal.com/en/match/midtjylland-vs-sturm-graz/7jiivvcypey2qcwor6lqquu50
UEFA Europa League,Europe,Monaco,4,Crvena Zvezda,1,2022-11-03,https://www.goal.com/en/match/monaco-vs-crvena-zvezda/caibp1kd470ci2cyem305tez8
UEFA Europa League,Europe,Olympiakos,0,Nantes,2,2022-11-03,https://www.goal.com/en/match/olympiakos-piraeus-vs-nantes/9fd2vmaw0w4qsojq6traroidw
UEFA Europa League,Europe,Qarabağ,1,Freiburg,1,2022-11-03,https://www.goal.com/en/match/qarabag-vs-freiburg/agc12l9q74jf6lnyfth8fb3mc
UEFA Europa League,Europe,Real Sociedad,0,Man Utd,1,2022-11-03,https://www.goal.com/en/match/real-sociedad-vs-manchester-united/5rxfb2lsxn88128cxnvuc4nx0
UEFA Europa League,Europe,Sheriff,1,Omonia,0,2022-11-03,https://www.goal.com/en/match/sheriff-vs-omonia-nicosia/6n9ik9p1w7v7nmknow0g9tb10
UEFA Europa League,Europe,Trabzonspor,1,Ferencváros,0,2022-11-03,https://www.goal.com/en/match/trabzonspor-vs-ferencvaros/b9fdtwjf5b8qqi4jrx9jducyc
UEFA Europa League,Europe,Arsenal,1,Zürich,0,2022-11-03,https://www.goal.com/en/match/arsenal-vs-zuerich/f02rstw21lm62r7bloij6xams
UEFA Europa League,Europe,Betis,3,HJK,0,2022-11-03,https://www.goal.com/en/match/real-betis-vs-hjk/3zefbtxyzkcb65fbndw7fc36c
UEFA Europa League,Europe,Bodø/Glimt,1,PSV,2,2022-11-03,https://www.goal.com/en/match/bodo-glimt-vs-psv/pfub3rrw7l39fzrt209ccl5g
UEFA Europa League,Europe,Braga,2,Malmö,1,2022-11-03,https://www.goal.com/en/match/sporting-braga-vs-malmoe-ff/9d168mkdmrl6bj2eii7z0zp5g
UEFA Europa League,Europe,Dynamo Kyiv,0,Fenerbahçe,2,2022-11-03,https://www.goal.com/en/match/dynamo-kyiv-vs-fenerbahce/1lhbo3cv823ml0a7miuqzuivo
UEFA Europa League,Europe,R. Union SG,0,Union Berlin,1,2022-11-03,https://www.goal.com/en/match/union-saint-gilloise-vs-union-berlin/7zhq48p3nesrehajh1j4lrhg4
UEFA Europa League,Europe,Rennes,1,AEK,1,2022-11-03,https://www.goal.com/en/match/rennes-vs-aek-larnaca/2tbj0w9qef5aeqjicojh9jpqs
UEFA Europa League,Europe,Roma,3,Ludogorets,1,2022-11-03,https://www.goal.com/en/match/roma-vs-ludogorets/4vccvao96mirmpq6uergbzpck
UEFA Europa Conference League,Europe,Başakşehir,3,Hearts,1,2022-11-03,https://www.goal.com/en/match/istanbul-basaksehir-vs-hearts/dmmmbbn27loenao14p32vyhw4
UEFA Europa Conference League,Europe,RFS,0,Fiorentina,3,2022-11-03,https://www.goal.com/en/match/rigas-fs-vs-fiorentina/dmizmaae9jjuj58lnjcoa52j8
UEFA Europa Conference League,Europe,Apollon,1,Vaduz,0,2022-11-03,https://www.goal.com/en/match/apollon-vs-vaduz/dsd7u8pi10fd5lt1ohnvfks2c
UEFA Europa Conference League,Europe,AZ,2,Dnipro-1,1,2022-11-03,https://www.goal.com/en/match/az-vs-dnipro-1/dsh4jji4wcomfpp9gs76m2bro
UEFA Europa Conference League,Europe,CFR,1,Ballkani,0,2022-11-03,https://www.goal.com/en/match/cfr-cluj-vs-ballkani/dsz4pnvheloauaupn6hg2579w
UEFA Europa Conference League,Europe,Djurgården,1,Shamrock,0,2022-11-03,https://www.goal.com/en/match/djurgarden-vs-shamrock-rovers/dsn231dyuku5vkw01fij36sr8
UEFA Europa Conference League,Europe,Gent,4,Molde,0,2022-11-03,https://www.goal.com/en/match/gent-vs-molde/dsr828chcudlg1on0bj89l53o
UEFA Europa Conference League,Europe,Pyunik,1,Basel,2,2022-11-03,https://www.goal.com/en/match/pyunik-vs-basel/dt7j26h4f7vopzc317jl3vllg
UEFA Europa Conference League,Europe,Slavia,1,Sivasspor,1,2022-11-03,https://www.goal.com/en/match/slavia-praha-vs-sivasspor/dsv8s00qjbb95s4xo56n83cic
UEFA Europa Conference League,Europe,Žalgiris,1,Slovan,2,2022-11-03,https://www.goal.com/en/match/zalgiris-vs-slovan-bratislava/dt3lu45i0qgbdl0i2v4domyvo
UEFA Europa Conference League,Europe,FCSB,0,West Ham,3,2022-11-03,https://www.goal.com/en/match/fcsb-vs-west-ham-united/dmq4eogqsewpkxzlmcym4gwt0
UEFA Europa Conference League,Europe,H Be'er Sheva,4,Austria,0,2022-11-03,https://www.goal.com/en/match/hapoel-be-er-sheva-vs-austria-wien/dn2mgbhz3mljp8g1k3kcz1ic4
UEFA Europa Conference League,Europe,Köln,2,Nice,2,2022-11-03,https://www.goal.com/en/match/koeln-vs-nice/dn9xsy5gtt8eyuf5zx5iw7swk
UEFA Europa Conference League,Europe,Lech,3,Villarreal,0,2022-11-03,https://www.goal.com/en/match/lech-poznan-vs-villarreal/dmyyfxjfckx950yz60az3b0gk
UEFA Europa Conference League,Europe,Partizan,1,Slovácko,1,2022-11-03,https://www.goal.com/en/match/partizan-vs-slovacko/dn63mnutykzqrekz8180jmkus
UEFA Europa Conference League,Europe,Silkeborg,0,Anderlecht,2,2022-11-03,https://www.goal.com/en/match/silkeborg-vs-anderlecht/dmtp1q43ewwekmydlmuu13l04
Serie A,Brazil,Atlético GO,2,Santos,3,2022-11-03,https://www.goal.com/en/match/atletico-goianiense-vs-santos/3u7i2vht2elbg570c6k427b4k
Serie A,Brazil,Avaí,1,RB Bragantino,2,2022-11-03,https://www.goal.com/en/match/avai-vs-rb-bragantino/3ubcfbhb6bdg84cnis20lhh5g
Serie A,Brazil,Juventude,0,Coritiba,1,2022-11-03,https://www.goal.com/en/match/juventude-vs-coritiba/3u0gv8jykjas84sxjxo1l8ob8
Serie A,Brazil,Flamengo,1,Corinthians,2,2022-11-03,https://www.goal.com/en/match/flamengo-vs-corinthians/3tmegfyg8nk4ots5435j9qiok
Serie A,Brazil,Palmeiras,4,Fortaleza,0,2022-11-03,https://www.goal.com/en/match/palmeiras-vs-fortaleza/3tt5wwc2psjve3d7wmv91me50
CAF Women's Champions League,Africa,Mamelodi,5,Wadi Degla,0,2022-11-03,https://www.goal.com/en/match/mamelodi-sundowns-vs-wadi-degla/byl1oj1fvpptry42l0hejytqs
CAF Women's Champions League,Africa,Mazembe,0,Bayelsa Queens,2,2022-11-03,https://www.goal.com/en/match/tp-mazembe-vs-bayelsa-queens/bynuidp0s9b4bwoeaz9fdc6qc
Superliga,Albania,Kukësi,0,Vllaznia,1,2022-11-03,https://www.goal.com/en/match/kukesi-vs-vllaznia-shkoder/av2ukoemlpsq60mddy4eueb6c
Superliga,Albania,Laçi,1,Partizani,0,2022-11-03,https://www.goal.com/en/match/laci-vs-partizani-tirana/auzdhimmkx85y2lirhdx9436c
Superliga,Albania,Tirana,1,Egnatia,0,2022-11-03,https://www.goal.com/en/match/tirana-vs-egnatia-rrogozhine/avdjx5joehmvig7oah40y2nmc
Premier League,Armenia,Ararat-Armenia,4,Van,0,2022-11-03,https://www.goal.com/en/match/ararat-armenia-vs-van/1fe731arlcaghr83j7pubipsk
Premier League,Armenia,Shirak,0,Alashkert,2,2022-11-03,https://www.goal.com/en/match/shirak-vs-alashkert/1fa74tkv1gt34udyeye5sopas
Primera División,Bolivia,Guabirá,N/A,Palmaflor,N/A,2022-11-03,https://www.goal.com/en/match/guabira-vs-palmaflor/c9t3tbavsek98nqq6pn6ojvh0
Primera División,Bolivia,Universitario,N/A,Blooming,N/A,2022-11-03,https://www.goal.com/en/match/universitario-de-sucre-vs-blooming/c9vtau4rmrl5p66j7o6da5b84
Primera División,Bolivia,Always Ready,N/A,Independiente,N/A,2022-11-03,https://www.goal.com/en/match/always-ready-vs-independiente/c9ynip74tvhg0bd2mjoirxq8k
Primera División,Bolivia,Santa Cruz,N/A,Universitario,N/A,2022-11-03,https://www.goal.com/en/match/real-santa-cruz-vs-universitario-de-vinto/ca9zoja180t32t4vqkmxn9jis
Copa Verde,Brazil,Cuiabá,0,Brasiliense,3,2022-11-03,https://www.goal.com/en/match/cuiaba-vs-brasiliense/bx8fyi9vcqe3c96ywnwztslqs
Copa Chile,Chile,Unión Española,1,U. de Chile,0,2022-11-03,https://www.goal.com/en/match/union-espanola-vs-universidad-de-chile/hdqtqf6yutmg24qe3tfwbwno
CSL,China PR,Changchun,0,Shenhua,0,2022-11-03,https://www.goal.com/en/match/changchun-yatai-vs-shanghai-shenhua/ar3ddx7oxmtlzc1gplbrscno
CSL,China PR,Shandong,4,Tianjin JMT,1,2022-11-03,https://www.goal.com/en/match/shandong-taishan-vs-tianjin-jinmen-tiger/awl99vg68jvoeo2oez9e6cd0
CSL,China PR,Zhejiang,0,Shenzhen,2,2022-11-03,https://www.goal.com/en/match/zhejiang-vs-shenzhen/a4b0m9krme06zyr6lo8nbuhg
CSL,China PR,Rongcheng,6,Hebei FC,0,2022-11-03,https://www.goal.com/en/match/chengdu-rongcheng-vs-hebei-fc/b0yinftrxeiltwbqjoheazv8
CSL,China PR,Three Towns,4,Guangzhou City,1,2022-11-03,https://www.goal.com/en/match/wuhan-three-towns-vs-guangzhou-city/9z97pijhmce3jcjmcu635us4
China League One,China PR,Dongwu,2,Lushan,1,2022-11-03,https://www.goal.com/en/match/suzhou-dongwu-vs-jiangxi-lushan/3wi3o0s57r44n5zizw10b84yc
China League One,China PR,Kunshan,4,BSU,0,2022-11-03,https://www.goal.com/en/match/kunshan-vs-beijing-bsu/3wmmoyywwf0xohssoa7xqbpxw
Primera B,Colombia,Real Santander,3,Quindío,2,2022-11-03,https://www.goal.com/en/match/real-santander-vs-deportes-quindio/5tqwda956pbc9nu9ksjn1jz84
Copa Colombia,Colombia,Millonarios,2,Junior,0,2022-11-03,https://www.goal.com/en/match/millonarios-vs-junior/eerxy3qnu5aqxs3dv578m776c
Primera Division,El Salvador,FAS,1,Águila,0,2022-11-03,https://www.goal.com/en/match/fas-vs-aguila/9xo7t9zxb6zzowbjszl0trcpg
Primera Division,El Salvador,Platense,2,Jocoro,0,2022-11-03,https://www.goal.com/en/match/platense-vs-jocoro/8a7uh7y1zsmywnb4iygrvn5ec
Liga Nacional,Guatemala,Cobán,0,Municipal,0,2022-11-03,https://www.goal.com/en/match/coban-imperial-vs-municipal/4vvtzkiar87cx43sgedu3ejo4
Indian Super League,India,Goa,3,Jamshedpur,0,2022-11-03,https://www.goal.com/en/match/goa-vs-jamshedpur/dak40l9fqqvissvclax7u2m1g
Liga de Expansión MX,Mexico,Leones Negros,1,Atlante,1,2022-11-03,https://www.goal.com/en/match/leones-negros-udeg-vs-atlante/29nqfwj0v7x6nn7x9zs78t5p0
Liga de Expansión MX,Mexico,Cimarrones,0,Celaya,0,2022-11-03,https://www.goal.com/en/match/cimarrones-de-sonora-vs-celaya/29g5d3dg4qwbb3qo8m0bts2s4
Concacaf League,N/C America,Alajuelense,2,Olimpia,2,2022-11-03,https://www.goal.com/en/match/alajuelense-vs-olimpia/7meo05hdxets6w36y11ub1uz8
1. Division,Norway,Sandnes,0,Kongsvinger,1,2022-11-03,https://www.goal.com/en/match/sandnes-ulf-vs-kongsvinger/2bsv47zpcfk885v0grtrslhxw
Segunda División,Spain,Cartagena,2,Málaga,1,2022-11-03,https://www.goal.com/en/match/fc-cartagena-vs-malaga/28veep187e9lxvsbjpo6nxb84
Segunda División,Spain,Gijón,2,Albacete,2,2022-11-03,https://www.goal.com/en/match/sporting-gijon-vs-albacete/29xk4v6ydsnavbqwclhec2qdw
Segunda División,Spain,Granada,0,Levante,0,2022-11-03,https://www.goal.com/en/match/granada-vs-levante/292ulgh8dhpi6u9i3xum87rbo
Primera División Femenina,Spain,Villarreal,0,Real Madrid,4,2022-11-03,https://www.goal.com/en/match/villarreal-vs-real-madrid/c208nr9vundit15m575h50y6s
Primera División Femenina,Spain,Las Planas,0,Barcelona,4,2022-11-03,https://www.goal.com/en/match/levante-las-planas-vs-barcelona/c1vx3c7ncum298ds5hado3h90
Ligue 1,Tunisia,Métlaoui,0,Soliman,0,2022-11-03,https://www.goal.com/en/match/metlaoui-vs-soliman/b3by49bxmqt1hy9j0yg2v0p3o
Ligue 1,Tunisia,Olympique Béja,1,Rejiche,0,2022-11-03,https://www.goal.com/en/match/olympique-beja-vs-rejiche/98xko4snljzblz8ie9xf6nzmc
V.League 1,Vietnam,Da Nang,1,Sai Gon,0,2022-11-03,https://www.goal.com/en/match/da-nang-vs-sai-gon/15b8cdzurxntoclq5tp0ob1uc
V.League 1,Vietnam,Hai Phong,1,Hồng Lĩnh,1,2022-11-03,https://www.goal.com/en/match/hai-phong-vs-hong-linh-ha-tinh/15eouyye3gjdievu0on8k53pw
V.League 1,Vietnam,SLNA,3,Binh Duong,0,2022-11-03,https://www.goal.com/en/match/song-lam-nghe-an-vs-binh-duong/15i5ypuu9et3yce4otthstslw
