Competition,Country,Home Team,Home Score,Away Team,Away Score,Date,URL
FIFA Women's World Cup,World,Nigeria,0,Canada,0,2023-07-21,https://www.goal.com/en/match/nigeria-vs-canada/8g91mnsdwtdn85l7g27ood5p0
FIFA Women's World Cup,World,Philippines,0,Switzerland,2,2023-07-21,https://www.goal.com/en/match/philippines-vs-switzerland/8z9gp3c1cpdi6s4sx7clw6lg4
FIFA Women's World Cup,World,Spain,3,Costa Rica,0,2023-07-21,https://www.goal.com/en/match/spain-vs-costa-rica/1o2wns6b5a60dw761l839kaac
CONMEBOL Sudamericana,South America,Tigre,0,Libertad,1,2023-07-21,https://www.goal.com/en/match/tigre-vs-libertad/52z5ciurzqsf7zs0gwmkqledw
Superliga,Denmark,Midtjylland,1,Hvidovre,0,2023-07-21,https://www.goal.com/en/match/midtjylland-vs-hvidovre/9e37ngxj31c3lzpr6ddv1ldsk
Primera División,Uruguay,Fénix,0,Liverpool,1,2023-07-21,https://www.goal.com/en/match/fenix-vs-liverpool/daga9aqv79i7wz0khccl5oh78
Ekstraklasa,Poland,Warta Poznań,0,Pogoń,1,2023-07-21,https://www.goal.com/en/match/warta-poznan-vs-pogon-szczecin/ccc1eshx3j5yvbz4puf99tdec
Ekstraklasa,Poland,Legia,3,ŁKS Łódź,0,2023-07-21,https://www.goal.com/en/match/legia-warszawa-vs-lks-lodz/cax25gb68dllupvmzos061r84
Allsvenskan,Sweden,Brommapojkarna,1,Hammarby,0,2023-07-21,https://www.goal.com/en/match/brommapojkarna-vs-hammarby/3prfapv9sl9erpz4s62n80jdg
Super League,Malaysia,Kuching FA,2,Kelantan,2,2023-07-21,https://www.goal.com/en/match/kuching-fa-vs-kelantan/5jrpiaxsvqatoebxa7l67n4lw
Club Friendlies,World,Beşiktaş,2,Strasbourg,1,2023-07-21,https://www.goal.com/en/match/besiktas-vs-strasbourg/83oramafma8laq4bx2xb877kk
Club Friendlies,World,Konyaspor,0,Səbail,2,2023-07-21,https://www.goal.com/en/match/konyaspor-vs-s-bail/a6nkzn49ey7cexmpdoqx8w9w4
Club Friendlies,World,PSG,2,Le Havre,0,2023-07-21,https://www.goal.com/en/match/psg-vs-le-havre/9dm6e24kor1slm9067dico2dw
Club Friendlies,World,Demirspor,2,Manisa FK,3,2023-07-21,https://www.goal.com/en/match/adana-demirspor-vs-manisa-fk/29wr2xy0dp937ewyl1qgtiu50
Club Friendlies,World,Inter,10,Pergolettese,0,2023-07-21,https://www.goal.com/en/match/internazionale-vs-pergolettese/7ld8bxg1dwd5jd871enflco44
Copa Argentina,Argentina,Barracas C,1,Boca Juniors,2,2023-07-21,https://www.goal.com/en/match/barracas-central-vs-boca-juniors/didt4d6kf13wcxpgvnkn7ue50
Copa Argentina,Argentina,River Plate,0,Talleres,1,2023-07-21,https://www.goal.com/en/match/river-plate-vs-talleres-de-cordoba/dhiypttvhc1zrwylaafajp990
Queensland NPL,Australia,Peninsula,0,Rochedale,0,2023-07-21,https://www.goal.com/en/match/peninsula-power-vs-rochedale-rovers/a0kydaropv7ppmb4727dlmwb8
Queensland NPL,Australia,Roar,2,Knights,3,2023-07-21,https://www.goal.com/en/match/brisbane-roar-ii-vs-gold-coast-knights/a0nttrnhuxgjwxefh74l22wb8
Queensland NPL,Australia,Eastern Sub,0,Brisbane City,4,2023-07-21,https://www.goal.com/en/match/eastern-suburbs-vs-brisbane-city/a0qt1l1epubxa9lw6l2ygkg0k
Queensland NPL Women,Australia,Souths Utd NPL,3,FQ QAS,0,2023-07-21,https://www.goal.com/en/match/souths-united-vs-fq-qas/2truhzrmqknujd95qjlbfr0gk
Victoria NPL,Australia,Green Gully,2,Knights,0,2023-07-21,https://www.goal.com/en/match/green-gully-vs-melbourne-knights/10bum4b4f0cbcke85fhhckefo
