Competition,Country,Home Team,Home Score,Away Team,Away Score,Date,URL
Liga MX,Mexico,Santos Laguna,0,Querétaro,2,2023-07-03,https://www.goal.com/en/match/santos-laguna-vs-queretaro/d80zm33est8zglpu9ufskce1g
Serie A,Brazil,Cuiabá,3,Santos,0,2023-07-03,https://www.goal.com/en/match/cuiaba-vs-santos/c7ykeuj74otvwzgkhdp60l8gk
Liga Profesional Argentina,Argentina,Instituto,1,Belgrano,0,2023-07-03,https://www.goal.com/en/match/instituto-vs-belgrano/2f6dvpa38me2hh9ekjntyncpg
Liga Profesional Argentina,Argentina,Banfield,1,Argentinos,0,2023-07-03,https://www.goal.com/en/match/banfield-vs-argentinos-juniors/2fa1wbrw246pqqcfg1iv0kf84
Liga Profesional Argentina,Argentina,Def y Justicia,1,Tigre,0,2023-07-03,https://www.goal.com/en/match/defensa-y-justicia-vs-tigre/2fddcpbzkkxtwob0f1b8uywb8
Liga Profesional Argentina,Argentina,Boca Juniors,2,Sarmiento,0,2023-07-03,https://www.goal.com/en/match/boca-juniors-vs-sarmiento/2fqz0nhpoffmxn12hbebeioes
Concacaf Gold Cup,N/C America,Jamaica,5,St. Kitts,0,2023-07-03,https://www.goal.com/en/match/jamaica-vs-st-kitts-and-nevis/db0f45wr5hjxz3kkusyi56zh0
Concacaf Gold Cup,N/C America,United States,6,Trinidad,0,2023-07-03,https://www.goal.com/en/match/united-states-vs-trinidad-and-tobago/6bevndbxldb3gwpg4wuo03jmc
Concacaf Gold Cup,N/C America,Honduras,2,Haiti,1,2023-07-03,https://www.goal.com/en/match/honduras-vs-haiti/a8xscuwqhsfeswbrmrqbgvf8
Concacaf Gold Cup,N/C America,Mexico,0,Qatar,1,2023-07-03,https://www.goal.com/en/match/mexico-vs-qatar/al662gy6o8m2358p5wdsx4pg
Primera División,Uruguay,Liverpool,3,Maldonado,2,2023-07-03,https://www.goal.com/en/match/liverpool-vs-deportivo-maldonado/d6xmh7iymz826kwz37h8w80t0
