Competition,Country,Home Team,Home Score,Away Team,Away Score,Date,URL
Friendlies,World,Greece,0,Lithuania,0,2023-03-27,https://www.goal.com/en/match/greece-vs-lithuania/egmix6kpcy2vdgsor448wbmdw
Friendlies,World,N. Macedonia,1,Faroe Islands,0,2023-03-27,https://www.goal.com/en/match/north-macedonia-vs-faroe-islands/bodc10cr5qzvvcv8etged4qvo
Primera A,Colombia,Cali,1,América,1,2023-03-27,https://www.goal.com/en/match/deportivo-cali-vs-america-de-cali/ah3op150897tyngi6f9usdj4k
Primera A,Colombia,Santa Fe,1,Millonarios,2,2023-03-27,https://www.goal.com/en/match/independiente-santa-fe-vs-millonarios/ah7hvbn4g5av1od8li9wzlclw
Primera División,Uruguay,Nacional,3,River Plate,0,2023-03-27,https://www.goal.com/en/match/nacional-vs-river-plate/dwoorg5iis8sc966lud63c9hw
Primera División,Uruguay,La Luz,1,Racing,3,2023-03-27,https://www.goal.com/en/match/la-luz-vs-racing/dwy7mvu58j31tid9xcpbi9m38
Africa Cup of Nations Qualification,Africa,South Sudan,0,Congo,1,2023-03-27,https://www.goal.com/en/match/south-sudan-vs-congo/84jxhkb30cwmk6ib3hwa8wff8
Africa Cup of Nations Qualification,Africa,Angola,1,Ghana,1,2023-03-27,https://www.goal.com/en/match/angola-vs-ghana/cffcdbxvrypol1p1rf4d8d82c
Africa Cup of Nations Qualification,Africa,Guinea-Bissau,0,Nigeria,1,2023-03-27,https://www.goal.com/en/match/guinea-bissau-vs-nigeria/3ug6nmklje6tvsjbjq2s9onis
Africa Cup of Nations Qualification,Africa,Niger,0,Algeria,1,2023-03-27,https://www.goal.com/en/match/niger-vs-algeria/apom4nqjzdwsh97mgxhnyabdg
Africa Cup of Nations Qualification,Africa,Ethiopia,2,Guinea,3,2023-03-27,https://www.goal.com/en/match/ethiopia-vs-guinea/xcd51sfhiik33sx8xyzbnyms
Africa Cup of Nations Qualification,Africa,Sudan,1,Gabon,0,2023-03-27,https://www.goal.com/en/match/sudan-vs-gabon/98wea2z7jj98tdd6y15gh0dn8
Primera Nacional,Argentina,San Martín SJ,2,Estudiantes RC,0,2023-03-27,https://www.goal.com/en/match/san-martin-san-juan-vs-estudiantes-rio-cuarto/b20ft4dxiehcgbcijiggy5444
Primera Nacional,Argentina,Chaco,1,Atlanta,1,2023-03-27,https://www.goal.com/en/match/chaco-for-ever-vs-atlanta/cao9j76a9os23as1s2sf3493o
Primera Nacional,Argentina,Maipú,1,Riestra,1,2023-03-27,https://www.goal.com/en/match/deportivo-maipu-vs-deportivo-riestra/cawzst2sry0mm1mtspuk56l90
Primera Nacional,Argentina,Rafaela,1,Quilmes,0,2023-03-27,https://www.goal.com/en/match/atletico-rafaela-vs-quilmes/cb7gckm1uaqgl8i7epvlx4qvo
Torneo Federal A,Argentina,Unión Sun,1,Ind Chivilcoy,0,2023-03-27,https://www.goal.com/en/match/union-sunchales-vs-independiente-chivilcoy/e6nhu81v5d3kv62a2cims8cno
Torneo Federal A,Argentina,Atenas,1,Las Heras,1,2023-03-27,https://www.goal.com/en/match/atenas-vs-huracan-las-heras/5nampiqrnww0cdrts36n41yqc
Torneo Federal A,Argentina,Douglas Haig,1,Gim Concepción,0,2023-03-27,https://www.goal.com/en/match/douglas-haig-vs-gimnasia-concepcion/e6wfzc1vagpyt0mj7867aaplg
Prim B Metro,Argentina,Acassuso,0,A Merlo,2,2023-03-27,https://www.goal.com/en/match/acassuso-vs-argentino-merlo/d0kluasdzq0appppraog0n7kk
