Competition,Country,Home Team,Home Score,Away Team,Away Score,Date,URL
Premier League,England,Aston Villa,2,Arsenal,4,2023-02-18,https://www.goal.com/en/match/aston-villa-vs-arsenal/7xbw9vex02ujde10533pr9lw4
Premier League,England,Brentford,1,Crystal Palace,1,2023-02-18,https://www.goal.com/en/match/brentford-vs-crystal-palace/7xfqeosl8xjf9jvupuwmubod0
Premier League,England,Brighton,0,Fulham,1,2023-02-18,https://www.goal.com/en/match/brighton-and-hove-albion-vs-fulham/7xjjwwlh6qwlcbrv98qyzbqj8
Premier League,England,Chelsea,0,Southampton,1,2023-02-18,https://www.goal.com/en/match/chelsea-vs-southampton/7xnj5obkm7m0jbboj8wchwv10
Premier League,England,Everton,1,Leeds,0,2023-02-18,https://www.goal.com/en/match/everton-vs-leeds-united/7xrb7eiw3olwl6rtmmtz7orv8
Premier League,England,Nottm Forest,1,Man City,1,2023-02-18,https://www.goal.com/en/match/nottingham-forest-vs-manchester-city/7y4fhxirsaxzcxe3xase5g104
Premier League,England,Wolves,0,Bournemouth,1,2023-02-18,https://www.goal.com/en/match/wolverhampton-wanderers-vs-afc-bournemouth/7ybxrpkye8ud8nsm0w20qd250
Premier League,England,Newcastle,0,Liverpool,2,2023-02-18,https://www.goal.com/en/match/newcastle-united-vs-liverpool/7y0qdqkmpvd9zplwyes8j9250
La Liga,Spain,Real Sociedad,1,Celta Vigo,1,2023-02-18,https://www.goal.com/en/match/real-sociedad-vs-celta-de-vigo/9s8gj3sxztdai31uvhmk3g2z8
La Liga,Spain,Betis,2,Valladolid,1,2023-02-18,https://www.goal.com/en/match/real-betis-vs-real-valladolid/9ri77mtn4j0xxzxbuxvheqj9w
La Liga,Spain,Mallorca,4,Villarreal,2,2023-02-18,https://www.goal.com/en/match/mallorca-vs-villarreal/9rpkl6rtd9937d4amblfra044
La Liga,Spain,Osasuna,0,Real Madrid,2,2023-02-18,https://www.goal.com/en/match/osasuna-vs-real-madrid/9rx8jdxxutejxwoz3vrb64xsk
Serie A,Italy,Sampdoria,1,Bologna,2,2023-02-18,https://www.goal.com/en/match/sampdoria-vs-bologna/5729lur8yeekyloec2kujjgno
Serie A,Italy,Monza,0,Milan,1,2023-02-18,https://www.goal.com/en/match/monza-vs-milan/56r931w28qs9inh4sf9lpy42c
Serie A,Italy,Inter,3,Udinese,1,2023-02-18,https://www.goal.com/en/match/internazionale-vs-udinese/56nnz32lw15wde3m1tpkfj9jo
Bundesliga,Germany,Bochum,0,Freiburg,2,2023-02-18,https://www.goal.com/en/match/bochum-vs-freiburg/dsjrjr0vn0qhec833r5x75us4
Bundesliga,Germany,M'gladbach,3,Bayern München,2,2023-02-18,https://www.goal.com/en/match/borussia-m-gladbach-vs-bayern-muenchen/ds63eazkd4ljqzqxiv4dbomc4
Bundesliga,Germany,Stuttgart,3,Köln,0,2023-02-18,https://www.goal.com/en/match/stuttgart-vs-koeln/dsrcdd12xpv9r58kl00f5iadw
Bundesliga,Germany,Wolfsburg,0,Leipzig,3,2023-02-18,https://www.goal.com/en/match/wolfsburg-vs-rb-leipzig/dse2zvbk1081355ankkifc0t0
