Competition,Country,Home Team,Home Score,Away Team,Away Score,Date,URL
Serie A,Italy,Empoli,2,Cremonese,0,2022-11-11,https://www.goal.com/en/match/empoli-vs-cremonese/4ykf0l99ducbvq6ys26690jys
Bundesliga,Germany,M'gladbach,4,Dortmund,2,2022-11-11,https://www.goal.com/en/match/borussia-m-gladbach-vs-borussia-dortmund/dm3529ya15phukx0vahlz59g4
Ligue 1,France,Lyon,1,Nice,1,2022-11-11,https://www.goal.com/en/match/olympique-lyonnais-vs-nice/uy50tsj22sno60svr8myxs0k
Championship,England,Birmingham,1,Sunderland,2,2022-11-11,https://www.goal.com/en/match/birmingham-city-vs-sunderland/5zf0rdaeg2ib58opxvg20hwd0
Friendlies,World,Korea Rep,1,Iceland,0,2022-11-11,https://www.goal.com/en/match/korea-republic-vs-iceland/bfxq3bduauwiaqo2u2jc4fac4
Friendlies,World,Bahrain,2,Canada,2,2022-11-11,https://www.goal.com/en/match/bahrain-vs-canada/8nat6jfkbarq5gdzsueqolzbo
Eredivisie,Netherlands,Sparta,1,Twente,1,2022-11-11,https://www.goal.com/en/match/sparta-rotterdam-vs-twente/3ffrnldd55u6sx6vngslw213o
A-League Men,Australia,Adelaide Utd,3,Mel Victory,0,2022-11-11,https://www.goal.com/en/match/adelaide-united-vs-melbourne-victory/2dp8hjjxrf7t56p7tux85w844
Süper Lig,Turkey,Alanyaspor,0,Demirspor,0,2022-11-11,https://www.goal.com/en/match/alanyaspor-vs-adana-demirspor/lonrfammcsdmtz5tobgmwb2s
Süper Lig,Turkey,Ankaragücü,1,Trabzonspor,1,2022-11-11,https://www.goal.com/en/match/ankaraguecue-vs-trabzonspor/m9qrx5i4q18ivxh5x1nrf3f8
First Division A,Belgium,OHL,5,Seraing,0,2022-11-11,https://www.goal.com/en/match/oh-leuven-vs-rfc-seraing/di0x0as1g324k0hoea1o5vvh0
Serie A,Brazil,Atl. Mineiro,3,Cuiabá,0,2022-11-11,https://www.goal.com/en/match/atletico-mineiro-vs-cuiaba/3vjkgmp8j5g09t3gxygl2yi38
Serie A,Brazil,Botafogo,3,Santos,0,2022-11-11,https://www.goal.com/en/match/botafogo-vs-santos/3vxmvpjg564on61t5w3gt2y38
2. Bundesliga,Germany,Düsseldorf,1,Kaiserslautern,2,2022-11-11,https://www.goal.com/en/match/fortuna-duesseldorf-vs-kaiserslautern/49llma25e8we2ygkohhpzhgr8
