Competition,Country,Home Team,Home Score,Away Team,Away Score,Date,URL
UEFA Champions League,Europe,København,0,Man City,0,2022-10-11,https://www.goal.com/en/match/kobenhavn-vs-manchester-city/cbef3w9g9sxa0t51473e05fkk
UEFA Champions League,Europe,M Haifa,2,Juventus,0,2022-10-11,https://www.goal.com/en/match/maccabi-haifa-vs-juventus/b3ayn6e0fd6et0wid0z8773tg
UEFA Champions League,Europe,Celtic,0,Leipzig,2,2022-10-11,https://www.goal.com/en/match/celtic-vs-rb-leipzig/bu7w1afjwxs5vqbasj3s1k1lg
UEFA Champions League,Europe,Dinamo Zagreb,1,Salzburg,1,2022-10-11,https://www.goal.com/en/match/dinamo-zagreb-vs-salzburg/48grci89v9nkc5akc3i7z0kd0
UEFA Champions League,Europe,Dortmund,1,Sevilla,1,2022-10-11,https://www.goal.com/en/match/borussia-dortmund-vs-sevilla/cbhqmakve1b3m9bpcz2335qtw
UEFA Champions League,Europe,Milan,0,Chelsea,2,2022-10-11,https://www.goal.com/en/match/milan-vs-chelsea/48k2cs2ac5ztqxecx0luz5xxw
UEFA Champions League,Europe,PSG,1,Benfica,1,2022-10-11,https://www.goal.com/en/match/psg-vs-benfica/b3dpzquqarlg06msx34u613is
UEFA Champions League,Europe,Shakhtar D,1,Real Madrid,1,2022-10-11,https://www.goal.com/en/match/shakhtar-donetsk-vs-real-madrid/bu4jn8q07x99et7903vnj66ms
Championship,England,Wigan,1,Blackburn,0,2022-10-11,https://www.goal.com/en/match/wigan-athletic-vs-blackburn-rovers/5lv8bfelce3ahoqca4r95xyj8
Premiership,Scotland,Dundee Utd,1,Hibernian,0,2022-10-11,https://www.goal.com/en/match/dundee-united-vs-hibernian/9m058pfsyepebsurg3ef6kqok
Serie A,Brazil,Atlético GO,1,Palmeiras,1,2022-10-11,https://www.goal.com/en/match/atletico-goianiense-vs-palmeiras/3q9jbjitvxbcj63gop53c9gyc
Serie A,Brazil,Santos,4,Juventude,1,2022-10-11,https://www.goal.com/en/match/santos-vs-juventude/3pxcnfo6yeolnr6whlxqtyiac
Liga Profesional Argentina,Argentina,Estudiantes,3,Lanús,1,2022-10-11,https://www.goal.com/en/match/estudiantes-vs-lanus/ahx2w8r50k5z18i2elgwue9lg
Liga Profesional Argentina,Argentina,Racing Club,2,Atl. Tucumán,0,2022-10-11,https://www.goal.com/en/match/racing-club-vs-atletico-tucuman/ai8svfxrycqnl1rp87icwl6vo
Liga Profesional Argentina,Argentina,Córdoba SdE,0,NOB,3,2022-10-11,https://www.goal.com/en/match/central-cordoba-sde-vs-newell-s-old-boys/ah1kw9qaib3wu8f0sob0e4lxw
Primera A,Colombia,Magdalena,0,Medellín,2,2022-10-11,https://www.goal.com/en/match/union-magdalena-vs-independiente-medellin/20spwdafl07h6awr9rqfa6bkk
Primera A,Colombia,Petrolera,4,Santa Fe,0,2022-10-11,https://www.goal.com/en/match/alianza-petrolera-vs-independiente-santa-fe/20kv8uklzfduaqkr8nso5nj84
Primera División,Uruguay,Fénix,0,Maldonado,1,2022-10-11,https://www.goal.com/en/match/fenix-vs-deportivo-maldonado/7jy1ogqlv6b5l1jotqxjqhtlg
