Competition,Country,Home Team,Home Score,Away Team,Away Score,Date,URL
UEFA U21 Championship,Europe,Czechia,0,England,2,2023-06-22,https://www.goal.com/en/match/czechia-u21-vs-england-u21/25akwj2e4s3t4r91revks8b2s
UEFA U21 Championship,Europe,Germany,1,Israel,1,2023-06-22,https://www.goal.com/en/match/germany-u21-vs-israel-u21/25f3v4rd8t7xa54j93bflq0ic
UEFA U21 Championship,Europe,Norway,1,Switzerland,2,2023-06-22,https://www.goal.com/en/match/norway-u21-vs-switzerland-u21/c89gqzoo36bqftjm3s60o8utw
UEFA U21 Championship,Europe,France,2,Italy,1,2023-06-22,https://www.goal.com/en/match/france-u21-vs-italy-u21/c8dfl6iru3lguk30nccb4lpuc
MLS,USA,Atlanta United,2,NYCFC,2,2023-06-22,https://www.goal.com/en/match/atlanta-united-vs-new-york-city/a71dl3548zg35oz05aq4zfk0k
MLS,USA,Cincinnati,3,Toronto,0,2023-06-22,https://www.goal.com/en/match/cincinnati-vs-toronto/a74wuo81kb7pifkbibxy6pus4
MLS,USA,Montréal,1,Nashville,0,2023-06-22,https://www.goal.com/en/match/montreal-vs-nashville-sc/a788qz3sbiaewr680cguhqhw4
MLS,USA,New York,2,Charlotte,2,2023-06-22,https://www.goal.com/en/match/new-york-rb-vs-charlotte/a7bqbrnn9uupdefouco2zcm50
MLS,USA,Orlando,2,Philadelphia,2,2023-06-22,https://www.goal.com/en/match/orlando-city-vs-philadelphia-union/a7f5jrj6qdyyi6d2p0hbmazv8
MLS,USA,Houston,4,Earthquakes,1,2023-06-22,https://www.goal.com/en/match/houston-dynamo-vs-sj-earthquakes/a7lxkntlsoseox9kiyhgoduz8
MLS,USA,St. Louis,1,Salt Lake,3,2023-06-22,https://www.goal.com/en/match/st-louis-city-vs-real-salt-lake/a7t61j0ml8b0z33zazl50ajo4
MLS,USA,Galaxy,2,Sporting KC,2,2023-06-22,https://www.goal.com/en/match/la-galaxy-vs-sporting-kc/a809qyag28sf65q5jrmehuvx0
MLS,USA,Los Angeles,1,Sounders,0,2023-06-22,https://www.goal.com/en/match/los-angeles-vs-seattle-sounders/a83qrf74ynl6huh6l2u1adatw
MLS,USA,Portland,1,Chicago,2,2023-06-22,https://www.goal.com/en/match/portland-timbers-vs-chicago-fire/a87c1tiss9hm0g0t6sy5lzg9g
MLS,USA,Austin,3,Dallas,0,2023-06-22,https://www.goal.com/en/match/austin-vs-dallas/a7ijl9z6t2meyxsepe5ma50yc
Serie A,Brazil,Cruzeiro,0,Fortaleza,1,2023-06-22,https://www.goal.com/en/match/cruzeiro-vs-fortaleza/c1t5etxiwduruc06mgj77ro5w
Serie A,Brazil,São Paulo,2,Paranaense,1,2023-06-22,https://www.goal.com/en/match/sao-paulo-vs-athletico-paranaense/c11qd99asp93yrwwplox8b11w
Serie A,Brazil,Santos,0,Corinthians,2,2023-06-22,https://www.goal.com/en/match/santos-vs-corinthians/c1au4c16rhh4k7zh4pbixq238
Serie A,Brazil,Bahia,1,Palmeiras,0,2023-06-22,https://www.goal.com/en/match/bahia-vs-palmeiras/c2kf52m42rof9jsk1c2d1rnro
Serie A,Brazil,Fluminense,1,Atl. Mineiro,1,2023-06-22,https://www.goal.com/en/match/fluminense-vs-atletico-mineiro/c0j7tsx4lcdzfbaioh9bxtq1g
Liga Profesional Argentina,Argentina,Estudiantes,1,San Lorenzo,1,2023-06-22,https://www.goal.com/en/match/estudiantes-vs-san-lorenzo/2eo8d7d73whmkcq1d6mf7i3o4
Liga Profesional Argentina,Argentina,Córdoba SdE,0,Gimn La Plata,0,2023-06-22,https://www.goal.com/en/match/central-cordoba-sde-vs-gimnasia-la-plata/2dccqedtli515w5cvmdmpeyac
Liga Profesional Argentina,Argentina,Tigre,2,Vélez,1,2023-06-22,https://www.goal.com/en/match/tigre-vs-velez-sarsfield/2e1i6w2w3xgevamgmtid3bhuc
Primera A,Colombia,Atl. Nacional,0,Millonarios,0,2023-06-22,https://www.goal.com/en/match/atletico-nacional-vs-millonarios/dszi83puuh3j01556q7k8e1as
Coupe Nationale,Algeria,ASO Chlef,2,Belouizdad,1,2023-06-22,https://www.goal.com/en/match/aso-chlef-vs-belouizdad/b7mnq3fk96jys3xc0v5x49wr8
SAFF Championship,Asia,Lebanon,2,Bangladesh,0,2023-06-22,https://www.goal.com/en/match/lebanon-vs-bangladesh/29m62g7t4bgxu2qyhzp16cphw
SAFF Championship,Asia,Maldives,2,Bhutan,0,2023-06-22,https://www.goal.com/en/match/maldives-vs-bhutan/2a6u9dpl027b0hda3m4t6q87o
AFC U17 Asian Cup,Asia,Saudi Arabia,3,China,0,2023-06-22,https://www.goal.com/en/match/saudi-arabia-u17-vs-china-pr-u17/8m6bl70t6ipld5kqhy59xg2l0
AFC U17 Asian Cup,Asia,Tajikistan,0,Australia,2,2023-06-22,https://www.goal.com/en/match/tajikistan-u17-vs-australia-u17/8lwnfucdf77q3771f21j43jmc
AFC U17 Asian Cup,Asia,Afghanistan,2,Qatar,1,2023-06-22,https://www.goal.com/en/match/afghanistan-u17-vs-qatar-u17/cqyqmwbxp3c6i23stivsie5n8
AFC U17 Asian Cup,Asia,Korea Republic,0,Iran,2,2023-06-22,https://www.goal.com/en/match/korea-republic-u17-vs-ir-iran-u17/cqpvk9jb8o24r1rwzne61ezv8
Serie B,Brazil,CRB,2,Ituano,2,2023-06-22,https://www.goal.com/en/match/crb-vs-ituano/bn3ootz6utnkjdi8w2ja98ges
Canadian Premier League,Canada,York,2,Wanderers,2,2023-06-22,https://www.goal.com/en/match/york-united-vs-hfx-wanderers/e70bhicvv8a361ub5bwgonfh0
Canadian Premier League,Canada,Pacific,1,Valour,0,2023-06-22,https://www.goal.com/en/match/pacific-vs-valour/e7a1onp5ke0fhsuudjp4zdvys
Copa Chile,Chile,U. de Chile,0,O'Higgins,0,2023-06-22,https://www.goal.com/en/match/universidad-de-chile-vs-o-higgins/8oia6waiub23zw5xrhvssuyhg
Copa Chile,Chile,Palestino,5,Morning,4,2023-06-22,https://www.goal.com/en/match/palestino-vs-santiago-morning/8nrf3wb3aybn899j55942sahg
