Competition,Country,Home Team,Home Score,Away Team,Away Score,Date,URL
Premiership,Scotland,Rangers,3,Hibernian,2,2022-12-15,https://www.goal.com/en/match/rangers-vs-hibernian/9slfduzqub9wo7pf19mwmnm6s
Club Friendlies,World,Beşiktaş,5,Giresun,3,2022-12-15,https://www.goal.com/en/match/besiktas-vs-giresunspor/9kwxufephuw9np84msit3h444
Club Friendlies,World,Alanyaspor,3,Salernitana,1,2022-12-15,https://www.goal.com/en/match/alanyaspor-vs-salernitana/9cu2n6iyz6k578a1e2z4940t0
Club Friendlies,World,Demirspor,2,Sampdoria,2,2022-12-15,https://www.goal.com/en/match/adana-demirspor-vs-sampdoria/22bvfidbxsv9bujeojcma5gr8
Superliga,Albania,Laçi,1,Erzeni,0,2022-12-15,https://www.goal.com/en/match/laci-vs-erzeni-shijak/awj8g0gy9ukcpkimceqljy238
Superliga,Albania,Partizani,2,Kukësi,1,2022-12-15,https://www.goal.com/en/match/partizani-tirana-vs-kukesi/awottq94lbnl0hbso4pwkqvis
CSL,China PR,Guoan,3,Changchun,0,2022-12-15,https://www.goal.com/en/match/beijing-guoan-vs-changchun-yatai/jjh120j5efu59plfijd2pzis
CSL,China PR,Cangzhou,1,Henan,1,2022-12-15,https://www.goal.com/en/match/cangzhou-mighty-lions-vs-henan/jo304d8vavakm4t4916yr0no
CSL,China PR,Guangzhou,2,Shandong,4,2022-12-15,https://www.goal.com/en/match/guangzhou-fc-vs-shandong-taishan/58evy2g7bcgptr3p234y1lp0
CSL,China PR,Meizhou,0,Port,1,2022-12-15,https://www.goal.com/en/match/meizhou-hakka-vs-shanghai-port/k167o8wz3q6z02tj1cl9ot1w
CSL,China PR,Zhejiang,1,Rongcheng,1,2022-12-15,https://www.goal.com/en/match/zhejiang-vs-chengdu-rongcheng/j8uu0jtuxuq63xopq5wdd1jo
CSL,China PR,Hebei FC,2,Shenzhen,0,2022-12-15,https://www.goal.com/en/match/hebei-fc-vs-shenzhen/66ytdb7w8v8a7k42mg7lnaj8
1. Division,Cyprus,Apollon,1,Doxa,0,2022-12-15,https://www.goal.com/en/match/apollon-vs-doxa/23dd5ze7xa60lwbrjdy7d2fx0
1. Division,Cyprus,Enosis,0,AEL,1,2022-12-15,https://www.goal.com/en/match/enosis-vs-ael/23yglg81vmncfiy4b6xzzf504
Premier League,Egypt,Ceramica Cleo,3,Aswan,2,2022-12-15,https://www.goal.com/en/match/ceramica-cleopatra-vs-aswan/79856sfcn4w9crvpocst3rh1w
Premier League,Egypt,El Dakhleya,0,Smouha,0,2022-12-15,https://www.goal.com/en/match/el-dakhleya-vs-smouha/79b8wzpg0vds8htf8wgel7v2s
Premier League,Egypt,Ittihad,1,Pharco,0,2022-12-15,https://www.goal.com/en/match/al-ittihad-vs-pharco/79gdnu7zj9us76u3yfn58odg4
Premier League,Egypt,Mokawloon,3,ENPPI,2,2022-12-15,https://www.goal.com/en/match/al-mokawloon-vs-enppi/79jnxn5brh3gxq6wnmbgx515g
UEFA Women's Champions League,Europe,Rosengård,0,Bayern,4,2022-12-15,https://www.goal.com/en/match/rosengard-vs-bayern-muenchen/7ity0fwer65ujib5b17omb28k
UEFA Women's Champions League,Europe,Juventus,5,Zürich,0,2022-12-15,https://www.goal.com/en/match/juventus-vs-zuerich/82575ab9j7v1img91tvzua904
UEFA Women's Champions League,Europe,Arsenal,0,Lyon,1,2022-12-15,https://www.goal.com/en/match/arsenal-vs-olympique-lyonnais/82862mobpp6xnm1fcixnqctg4
UEFA Women's Champions League,Europe,SL Benfica,2,Barcelona,6,2022-12-15,https://www.goal.com/en/match/sl-benfica-vs-barcelona/7iwqqc0vtmxnh7zkr4juv88wk
National 1,France,Borgo,0,Avranches,5,2022-12-15,https://www.goal.com/en/match/borgo-vs-avranches/64shhkjkxz0bpinmjsxzzo9p0
National 1,France,Versailles,1,Paris 13,0,2022-12-15,https://www.goal.com/en/match/versailles-vs-paris-13-atletico/658jcba8zq7wycqrlowrr7pxw
Cup,Greece,Panathinaikos,3,Volos,0,2022-12-15,https://www.goal.com/en/match/panathinaikos-vs-volos-nfc/4cmuezxqvtop486dy9t2u0sgk
Cup,Greece,Olympiakos,4,Atromitos,1,2022-12-15,https://www.goal.com/en/match/olympiakos-piraeus-vs-atromitos/4cfq2s9c90kwjqb0hdqbgnl04
Cup,Greece,Kifisia,0,AEK,2,2022-12-15,https://www.goal.com/en/match/kifisia-vs-aek-athens/4cvkn7hh38lzj7j7ptipz7jmc
Indian Super League,India,Odisha,0,Mohun Bagan,0,2022-12-15,https://www.goal.com/en/match/odisha-vs-mohun-bagan/ddkyyzsr1gmk3hjphmwflwy6s
